feature,f_value,p_value,importance
wavelet_complexity,42.562768529587146,6.470919034701552e-63,100.0
lempel_ziv,37.158710580635514,1.7059758429655885e-56,87.30332134011667
psd_gamma_low,27.529583012700716,6.226201271737111e-44,64.67996317853186
dfa,19.971014973724053,7.151435971520342e-33,46.92132505394091
spectral_edge,18.110999122674777,5.779789733308036e-30,42.55127133021216
zcr,17.39166628351261,8.078096367680402e-29,40.8612195219936
spectral_entropy,13.634459373599148,1.2148548186662215e-22,32.03376999341871
higuchi_fd,12.861142127643985,2.492775457864936e-21,30.21688337473553
perm_entropy,12.77230514789701,3.534293835819988e-21,30.008163446930034
hjorth_mobility,12.509866309077317,9.937210230494515e-21,29.39157094628652
psd_gamma_high,10.059200143741705,1.8328424289237396e-16,23.633801303947457
hjorth_complexity,7.6973515651286295,3.0472765860897467e-12,18.084706026060974
sample_entropy,7.664573596645331,3.491860957431201e-12,18.00769513223128
std,7.3996000071807355,1.0509348402578619e-11,17.385147307880047
mean,6.897612988440644,8.505343213223764e-11,16.20574325104305
signal_coherence,6.312980913411876,9.743405774113669e-10,14.832167012405364
energy,6.199407441884334,1.564789673723755e-09,14.565329408905507
variance,5.908243351534958,5.268715800360781e-09,13.881247756305825
hjorth_activity,5.908243351534958,5.268715800360781e-09,13.881247756305825
ratio_beta_alpha,5.722971886790071,1.140036562414522e-08,13.445957780711083
median,5.356221114768364,5.240645789558254e-08,12.584287394380919
skewness,4.294757374695348,4.166943368783876e-06,10.090408878618607
ptp,3.7982111512082173,3.110737550286473e-05,8.92378781368022
ind_alpha_power,3.7627942551712557,3.58544834232682e-05,8.840576835493165
rel_alpha,3.5687950905437438,7.775193263825087e-05,8.384781380146656
energy_ratio,3.184467379155117,0.0003521355375123593,7.481814480515903
psd_beta,3.178636570233997,0.00036019963717521684,7.468115162725834
microstate_var,3.1474164977809576,0.00040656225109404433,7.394764500793828
ratio_theta_alpha,3.0984014679672196,0.0004914141793693637,7.279605098557892
psd_alpha,3.087121849945931,0.0005132749968362728,7.253103960565782
alpha_peak_freq,3.049264730856037,0.0005938464805387517,7.164159748528497
psd_delta,2.9331472732067683,0.0009262510068153068,6.891345122833858
phase_locking_value,2.864987209311241,0.0011999744202225277,6.731205013883599
psd_theta,2.42064727250231,0.00621105369357914,5.687241117362038
total_power,1.7791887649663394,0.055112030185158395,4.180152810617926
kurtosis,1.6339365885572035,0.0863475786665598,3.8388870014914245
dyn_conn_variance,1.1409359784918034,0.3271229476225994,2.680596253269313
