feature,f_value,p_value,importance
psd_gamma_low,23.336521589629598,6.101297344601449e-38,100.0
spectral_edge,16.97396680509454,3.7831692529212226e-28,72.73563345720521
higuchi_fd,15.019882738452374,5.8679299750804245e-25,64.36213160888119
zcr,13.645933482763375,1.1618747911180489e-22,58.4745821280727
lempel_ziv,11.969687412658692,8.438772341867106e-20,51.29165187145046
spectral_entropy,11.616235149367768,3.448998384338478e-19,49.77706341004072
ratio_beta_alpha,11.307422588552434,1.1861538643362371e-18,48.4537618218873
perm_entropy,10.350123734355261,5.624258785695412e-17,44.35161296255352
psd_beta,9.371647242343867,3.035155826079501e-15,40.15871519819169
hjorth_mobility,9.004780877438154,1.3682906846990327e-14,38.586645584060584
ratio_theta_alpha,6.578292633387025,3.221383604659445e-10,28.188831005175683
kurtosis,6.310566027611359,9.84205416035935e-10,27.041588024908048
dfa,6.287916427956334,1.081729774572765e-09,26.94453157385114
energy_ratio,6.200290237232375,1.5590385358085327e-09,26.569042063182593
rel_alpha,6.073388880212962,2.6466888485754686e-09,26.025253407568183
wavelet_complexity,5.640708148004831,1.6056761678999957e-08,24.17116075478651
signal_coherence,5.372515875296027,4.8976934142580257e-08,23.02192233174756
hjorth_complexity,5.352428417908719,5.323847593752104e-08,22.935844990228787
psd_gamma_high,5.307825214822027,6.407036723657997e-08,22.744714521553828
median,5.157921068483348,1.1931849101350977e-07,22.102355951691838
ind_alpha_power,5.020447195046361,2.1084084127850492e-07,21.513262701830307
psd_alpha,4.8226321211873175,4.774267679648237e-07,20.665599638167254
microstate_var,4.7723766675067285,5.873654958964004e-07,20.45024854787057
psd_delta,4.721615406702006,7.239971777068047e-07,20.23273000891539
dyn_conn_variance,4.694268859099525,8.10278809274485e-07,20.115546531088796
phase_locking_value,4.614807962532088,1.123500663317681e-06,19.77504635730648
skewness,4.521939345755446,1.645036485587877e-06,19.377092375947445
total_power,4.208307409574544,5.92654905674585e-06,18.03313914377305
ptp,3.9997670674290196,1.3811087378239327e-05,17.139516924435117
sample_entropy,3.9703552247742073,1.5554208492082472e-05,17.013483391366147
std,3.70504681988678,4.5176883796751734e-05,15.876602713290602
mean,3.4407787827108955,0.00012906811152672417,14.744180144824696
variance,3.2503960011984843,0.0002724301573328447,13.92836541090559
hjorth_activity,3.2503960011984843,0.0002724301573328447,13.92836541090559
energy,3.206315090817301,0.00032346689593298,13.739473033728126
psd_theta,2.362743973649509,0.007644542118211343,10.124662172015718
alpha_peak_freq,1.3175827807309293,0.21127382697941174,5.64601187743611
