feature,f_value,p_value,importance
psd_gamma_low,27.468052941222993,7.580205935591103e-44,100.00000000000001
higuchi_fd,19.477095198742116,4.1584859860184666e-32,70.90817554640593
zcr,18.02459862812954,7.922535531005522e-30,65.62022676561438
spectral_edge,17.813897229970827,1.7122080582138034e-29,64.85314874006384
lempel_ziv,17.71760171194548,2.4370026549525843e-29,64.50257595563167
perm_entropy,17.209438613895127,1.5825287829768943e-28,62.65256096134818
hjorth_mobility,11.917463048180855,1.0385893617613646e-19,43.38663200366702
ratio_beta_alpha,11.054215479440455,3.2774788680095493e-18,40.24389898728757
spectral_entropy,9.04715309062932,1.1495409384290674e-14,32.93700179619103
wavelet_complexity,8.979064471085065,1.5209283521579178e-14,32.68911884762546
skewness,7.57980658515706,4.9666533531909506e-12,27.59499044718084
dfa,7.36549552431061,1.211191894772441e-11,26.81477110908272
psd_beta,6.8042108660916565,1.255522813418844e-10,24.771362137139903
ratio_theta_alpha,6.745659505862484,1.602755640083992e-10,24.55820046763802
mean,6.389561609728484,7.078952914761334e-10,23.261792976011332
rel_alpha,6.200938431698031,1.5548292072633659e-09,22.57509276309826
signal_coherence,5.9015559879322685,5.4176256069114066e-09,21.485163147750605
hjorth_complexity,5.833731670448741,7.18709735181068e-09,21.238242415405068
microstate_var,5.510913851100729,2.755358755850626e-08,20.06299413683655
ind_alpha_power,5.229836315665253,8.85537857532519e-08,19.03970524178114
kurtosis,4.248314300395132,5.035585616527997e-06,15.466383108718368
phase_locking_value,3.985703741809188,1.4618965931042066e-05,14.510324959464446
energy_ratio,3.6088654923318013,6.630133634369712e-05,13.13841028359078
psd_gamma_high,3.5731076778274584,7.643129037627663e-05,13.008230636053117
ptp,3.5518103394127727,8.317591292329748e-05,12.930695695880042
sample_entropy,3.3766857296770034,0.00016613041569605238,12.29313827559071
std,3.2140644463851054,0.0003138596491041938,11.701100377455447
energy,2.837525578833443,0.0013313149077662163,10.330275629311148
variance,2.7650813621257466,0.0017487068710190564,10.066535724401561
hjorth_activity,2.7650813621257466,0.0017487068710190564,10.066535724401561
dyn_conn_variance,2.5280767464101133,0.0042065533051473866,9.203698390343762
psd_alpha,2.3682526090071,0.00749556182231486,8.621843761823095
median,2.2409937837458367,0.011760220986533357,8.158546179232966
alpha_peak_freq,2.073119468313082,0.02098983003489665,7.547384129298164
psd_theta,1.569617757773462,0.10460719650365803,5.714339349542465
total_power,1.0071624233546013,0.43877710650091256,3.6666684220747614
psd_delta,0.46016470171399826,0.9270489720793391,1.6752723707744164
