feature,mutual_info,importance
psd_gamma_low,0.5270269446862668,100.0
mean,0.5223995963776997,99.12199018376154
skewness,0.35939984241873635,68.19382690816369
spectral_edge,0.3403686048474319,64.58277100994324
energy_ratio,0.3261647245787547,61.88767535840447
higuchi_fd,0.32613748823729827,61.88250743639764
spectral_entropy,0.31968381150660674,60.657963455153315
zcr,0.3146322641667947,59.699464579385356
hjorth_mobility,0.3052132705101398,57.91227063197496
median,0.30331547337442943,57.552175734580274
perm_entropy,0.29512888676908533,55.99882316164541
ratio_beta_alpha,0.2740895801747385,52.006748979011114
phase_locking_value,0.2735222357085303,51.899098986552765
rel_alpha,0.2661941403498904,50.50863964998086
psd_beta,0.25586560875680897,48.5488666825418
hjorth_complexity,0.2452718727632739,46.538772872282934
ratio_theta_alpha,0.2395378595582276,45.450780453136375
dfa,0.23023642713888126,43.68589300039269
std,0.22929314863143757,43.506911922299004
sample_entropy,0.22926934868060744,43.50239603348723
variance,0.22665602863181755,43.006535228809476
hjorth_activity,0.22665602863181755,43.006535228809476
energy,0.222632539270204,42.243103794766064
lempel_ziv,0.21362074779624773,40.533173863323775
psd_gamma_high,0.21288387009805998,40.39335602182302
kurtosis,0.20952121325100848,39.75531334090216
wavelet_complexity,0.20019554914829651,37.985828080852805
ptp,0.18483643158394258,35.07153352357983
signal_coherence,0.18238497991293467,34.60638621076697
alpha_peak_freq,0.17008481529693675,32.27250845745398
psd_delta,0.16697485647360555,31.682413614166123
total_power,0.15788019934183284,29.95676045288674
microstate_var,0.1514076591338136,28.728637247180007
dyn_conn_variance,0.12349041037896802,23.431517425068368
ind_alpha_power,0.10772523854571903,20.440176661147117
psd_alpha,0.09688403031473847,18.38312657285719
psd_theta,0.08972228402097926,17.024230909937618
