label_combination,best_model,n_samples,samples_a_c_b,samples_a_pu_b,samples_b_m_b,samples_i_sg_b,samples_m_et_s,samples_m_gp_s,samples_n_3_s,samples_o_sq_s,samples_p_af_b,samples_p_af_s,samples_p_sf_b,samples_p_sf_s,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
m_et_s_p_af_b_p_af_s_p_sf_b_p_sf_s_a_c_b_a_pu_b_b_m_b_i_sg_b_m_gp_s_n_3_s_o_sq_s,RandomForest,464,24,24,24,24,40,24,24,24,56,56,88,56,0.3900862068965517,0.35886212244192794,0.2906836219336219,0.30716823081991956,0.510203389977812,0.3900862068965517,0.4308524904943722
