feature,f_score,p_value,selected
mean,13.441338186463575,0.0007496518762749125,True
median,12.55681817619129,0.0010649871816202348,False
energy_ratio,10.105369635615672,0.0029375015504196507,True
skewness,10.001285107661428,0.0030713151737717347,True
microstate_var,8.902664381377027,0.004954813708348929,True
ratio_beta_alpha,6.54753997531886,0.014609279390326491,True
phase_locking_value,6.152035716187975,0.017671549872154562,True
ratio_theta_alpha,6.021335049530684,0.018830374630920493,True
dfa,5.798249313093099,0.02100230452662301,True
hjorth_complexity,5.698318466554968,0.02206175272141547,False
psd_gamma_high,4.322341156591511,0.044415980940916054,False
psd_alpha,4.256612197796811,0.04597872166335913,False
wavelet_complexity,4.033274205722923,0.05175759564771173,False
hjorth_mobility,4.001595768694293,0.05264017493786218,False
rel_alpha,3.9673998923460085,0.053611565222054056,True
ind_alpha_power,3.675724072196149,0.06275116587899339,False
total_power,3.5051707414890627,0.06888829429915631,False
spectral_entropy,3.100603505488686,0.08630959393749006,False
psd_delta,2.9284994256727046,0.09518072418249088,False
higuchi_fd,2.2601847785935805,0.14100442102210944,False
perm_entropy,2.2105860857324777,0.14531757974867304,False
lempel_ziv,1.6799907917041637,0.20274278602782786,False
kurtosis,1.594893749754604,0.2143229453819847,False
alpha_peak_freq,1.547231270358306,0.2211633805844577,False
dyn_conn_variance,1.1038941766957087,0.30004914611202593,True
ptp,1.0811802273816833,0.3050046771609056,False
spectral_edge,0.6893553223388307,0.4115698400578288,False
psd_beta,0.674645289246937,0.41656030409029143,False
signal_coherence,0.3177782347970026,0.576257817440545,False
hjorth_activity,0.25463812316782447,0.6167418437167198,False
variance,0.25463812316782447,0.6167418437167198,False
energy,0.21459918455080573,0.6458285926584597,False
std,0.16126973977635578,0.6902398151141729,False
psd_gamma_low,0.1319058100472522,0.7184767812852166,False
sample_entropy,0.09069046328796637,0.7649429545597491,False
psd_theta,0.006962447513720752,0.9339386854432331,False
zcr,0.003946109093225794,0.950240652472441,False
