channel,mean,median,variance,std,skewness,kurtosis,zcr,energy,ptp,psd_delta,psd_theta,psd_alpha,psd_beta,total_power,rel_alpha,ratio_theta_alpha,ratio_beta_alpha,spectral_edge,sample_entropy,perm_entropy,higuchi_fd,hjorth_activity,hjorth_mobility,hjorth_complexity,spectral_entropy,lempel_ziv,phase_locking_value,alpha_peak_freq,ind_alpha_power,wavelet_complexity,signal_coherence,dyn_conn_variance,psd_gamma_low,psd_gamma_high,dfa,energy_ratio,microstate_var,label,session
O1,-0.212030429,0.372504686,68.18824165,8.257617189,-0.672607414,1.695608219,0.123202875,68.23319855,75.83281118,3.713589502,2.335064829,2.130591444,1.597393033,57.75646819,0.036889227,1.095970246,0.749741597,29.296875,2.11113607,0.741963464,1.492068524,68.18824165,0.384903837,1.546471654,4.938030421,227,0.271846631,10.7421875,2.818427923,8.548636928,0.306432437,0.01088331,0.20939379,7.05E-06,0.68186492,1.049200754,0.303907965,m_et_s,m_et_s
Oz,-0.048236776,0.86787042,75.69546908,8.700314309,-0.802439435,1.753822108,0.106230032,75.69779586,71.490803,4.668241473,2.214950915,2.671128833,1.499865903,60.54662966,0.044116887,0.829219051,0.561510132,28.3203125,2.163359153,0.738399576,1.456401246,75.69546908,0.347438866,1.650677064,4.678015587,211,0.311155368,10.7421875,3.383081334,8.521863384,0.359432519,0.011479284,0.167858094,1.73E-05,0.743369502,1.00208878,0.276692782,m_et_s,m_et_s
O2,-0.976798595,0.560430815,129.8486339,11.39511447,-1.14810435,2.661847711,0.089456869,130.8027694,91.879661,7.305611313,2.787469796,3.870405735,1.623285429,77.76747379,0.049768953,0.720200926,0.419409628,27.34375,2.433184709,0.729721608,1.420438847,129.8486339,0.285440973,1.955926342,4.495761457,191,0.33639834,10.7421875,4.736248434,8.487528911,0.350600109,0.011044472,0.16089224,1.40E-05,0.854325671,1.478476089,0.291173489,m_et_s,m_et_s
PO3,-0.524227801,0.656454401,95.01150121,9.747384326,-1.165506863,3.046762715,0.103833866,95.28631599,75.59011528,5.279908812,3.490848246,3.149414096,1.458731407,68.65794114,0.045871083,1.108411958,0.463175487,27.34375,2.276998975,0.729120581,1.427132476,95.01150121,0.310614567,1.815697175,4.725245784,209,0.297242923,10.7421875,3.270219463,8.47272718,0.353940543,0.006911295,0.158083403,7.64E-06,0.741446037,1.295031988,0.310461522,m_et_s,m_et_s
PO4,-0.241421379,0.738916176,97.42353853,9.870336293,-0.865924284,1.906306351,0.098642173,97.48182282,83.00343382,6.663349694,3.349360907,3.970514937,1.768756442,81.10716841,0.048953934,0.843558319,0.445472809,26.3671875,2.289533925,0.730365464,1.402776406,97.42353853,0.32459869,1.683683549,4.670863274,206,0.332984579,10.7421875,4.671311631,8.509609626,0.367879926,0.011147622,0.148413525,2.18E-05,0.73458656,1.06896535,0.290747167,m_et_s,m_et_s
TP7,-0.171197828,0.424360823,51.2562197,7.159344921,-0.882849224,2.368455215,0.098043131,51.2855284,60.04933214,3.118114112,1.654892299,2.417924783,0.957010993,42.87180853,0.056398945,0.684426708,0.395798496,27.34375,1.968418485,0.738541771,1.435123172,51.2562197,0.327780698,1.697379819,4.718827641,202,0.257789904,11.23046875,2.662818553,8.462866739,0.38196554,0.010868778,0.120864371,1.70E-06,0.732631404,0.969533602,0.298078262,m_et_s,m_et_s
TP8,-0.78524166,0.586688253,137.8398482,11.74052163,-1.170656889,2.890102217,0.090654952,138.4564527,95.09169426,9.467389123,3.570625228,5.977149603,2.120907175,104.7695958,0.057050421,0.597379264,0.354835886,25.390625,2.463046246,0.731062486,1.388414645,137.8398482,0.294473651,1.80466674,4.580405602,190,0.265146275,9.27734375,5.657657592,8.455625891,0.433088885,0.00707951,0.161420153,2.86E-05,0.79524061,0.973548138,0.306359755,m_et_s,m_et_s
Fz,-0.248893363,0.578927005,161.6115946,12.7126549,-0.581350449,1.117998461,0.076876997,161.6735425,95.38126362,16.68936318,5.816162464,5.816846677,2.01075759,132.7937627,0.043803614,0.999882374,0.345678286,24.4140625,2.542597946,0.729999181,1.372139544,161.6115946,0.262610414,1.996817391,4.400108026,171,0.295987347,9.27734375,5.207876306,8.491755881,0.426052225,0.008751689,0.148777587,2.44E-05,0.842952855,1.081997591,0.330513653,m_et_s,m_et_s
O1,-0.394786302,0.051103832,73.09363061,8.549481306,-0.38656595,0.455485722,0.115215655,73.24948683,59.0650226,2.389554296,1.563388549,3.847958735,1.223426264,50.83572477,0.075693988,0.406290362,0.317941628,30.2734375,2.145870615,0.730519917,1.440004698,73.09363061,0.353196991,1.640966557,4.779821184,215,0.359119799,11.23046875,7.147545873,8.545702716,0.34930749,0.009901698,0.186922427,3.55E-05,0.723751637,1.044103041,0.238878823,p_af_b,p_af_b
Oz,-0.131342021,0.34488107,75.42608441,8.684819193,-0.536000394,1.236606588,0.112619808,75.44333514,67.10233127,2.268820013,2.024239121,4.616891272,1.392592176,58.43764079,0.079005436,0.438442017,0.30162984,29.296875,2.161576581,0.725814384,1.404400964,75.42608441,0.349599341,1.614374035,4.715286385,219,0.342988069,10.7421875,7.179574825,8.533851475,0.382848564,0.010258024,0.183105691,2.65E-05,0.722861639,1.051586474,0.255949292,p_af_b,p_af_b
O2,-1.559028213,-0.08955604,170.5822071,13.06071235,-1.825392253,8.403374047,0.099440895,173.0127761,141.9382618,4.321600856,2.387639667,7.286096975,1.518619677,78.99490332,0.092235026,0.327698036,0.208427047,27.34375,2.569608667,0.710317534,1.372331072,170.5822071,0.261705638,2.065469022,4.339848782,198,0.393954372,10.7421875,13.64106185,8.413685154,0.309637526,0.008723567,0.185902073,5.22E-05,0.867792175,0.647372354,0.230880758,p_af_b,p_af_b
PO3,-1.007976015,-1.04E-12,113.9823881,10.67625347,-1.09946433,3.310579775,0.096445687,114.9984037,98.35497054,4.278308411,2.196341333,4.861418901,1.373113966,65.78201755,0.073901943,0.451790183,0.282451275,27.34375,2.368021973,0.72634704,1.376950377,113.9823881,0.285722348,1.901687701,4.548276335,196,0.335984845,10.7421875,8.814739909,8.436621775,0.357062197,0.011293677,0.145669391,6.97E-05,0.820052497,0.855754259,0.26735662,p_af_b,p_af_b
