feature,f_score,p_value,selected
skewness,5.76235770150912,0.02111609308089925,True
mean,3.5270938072732894,0.06767717882657535,True
dfa,3.2670645877128908,0.07820869586538895,True
phase_locking_value,1.273681360015022,0.2658007143723,False
total_power,1.2083822411708265,0.27822510158016905,False
psd_alpha,1.125559886828537,0.2950884680212592,False
alpha_peak_freq,1.0945945945945954,0.3017367172644197,False
hjorth_complexity,0.896207293224438,0.3494849040624659,False
microstate_var,0.8841532169842595,0.35271068918473636,False
ratio_beta_alpha,0.8800634360633343,0.3538145977982874,False
psd_theta,0.8231069081702889,0.36970677547456,False
ind_alpha_power,0.8218811877743619,0.37005980453749654,False
rel_alpha,0.7405933032555891,0.3945999872232273,False
perm_entropy,0.7080073611028168,0.40510854846487176,False
psd_beta,0.6636200251911802,0.4201086008777293,False
hjorth_mobility,0.635669141882751,0.42999094332953447,False
energy_ratio,0.6314857163987825,0.4315007287289693,False
higuchi_fd,0.42073085197037235,0.5202793267963055,False
kurtosis,0.38098027662688383,0.5405770013144888,False
spectral_edge,0.3503184713375795,0.5572636848800505,False
wavelet_complexity,0.3452840842861892,0.5600977060048375,False
psd_gamma_high,0.29305092512371356,0.5912745718589973,False
ratio_theta_alpha,0.23259585736116445,0.6322343975165049,False
zcr,0.15051679523296543,0.7000990401672518,False
median,0.09663873929003336,0.7575154328514682,False
dyn_conn_variance,0.07780035450885164,0.7817377878355802,False
signal_coherence,0.07288362781579683,0.7885715663753833,False
psd_delta,0.06626070044960007,0.7981807337224565,False
ptp,0.045485214969320606,0.8321976242955558,False
sample_entropy,0.034363402566260436,0.8538727446787797,False
spectral_entropy,0.031176387815612383,0.8607384183397797,False
std,0.019701642910461278,0.8890779970720227,False
psd_gamma_low,0.014876454301919357,0.9035342266181471,False
energy,0.012225655487765209,0.9125105119706122,False
variance,0.006966423163155098,0.9338980381053794,False
hjorth_activity,0.006966423163155098,0.9338980381053794,False
lempel_ziv,0.000688157572791772,0.9792021281876838,False
