label_combination,best_model,n_samples,samples_m_et_s,samples_n_3_s,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,precision_m_et_s,recall_m_et_s,f1_m_et_s,precision_n_3_s,recall_n_3_s,f1_n_3_s
m_et_s_n_3_s,SVM,42,21,21,0.6904761904761905,0.7142857142857143,0.6904761904761905,0.6816326530612244,0.7142857142857143,0.6904761904761905,0.6816326530612244,0.7857142857142857,0.5238095238095238,0.6285714285714286,0.6428571428571429,0.8571428571428571,0.7346938775510204
