Timestamp,O1,Oz,O2,PO3,PO4,TP7,TP8,Fz
0.0,-8.526512829121202e-14,-3.0127011996228248e-12,4.547473508864641e-12,-9.094947017729282e-13,-5.684341886080801e-13,9.777068044058979e-12,3.922195901395753e-12,4.320099833421409e-12
0.004,49.38778327779448,39.857070911580706,68.79404982803175,38.408182894944446,19.67625820180632,14.117425042915784,47.0105836243124,-34.680542850326106
0.008,86.02723992600255,69.10235613864916,119.52467994999887,67.33560588482948,34.22215233205344,24.475459134139214,81.39574233872702,-60.89869426959035
0.012,102.74117155703237,81.89174758243138,142.0887519441673,81.5455193866589,40.90702142675474,29.054541246058307,96.12676366061913,-73.70871381235861
0.016,100.67010711542622,79.47024397989065,138.2805283836587,82.10874724277625,40.53342034489441,28.4090103447013,92.51636015589088,-73.48479362771798
0.02,87.85056283812247,68.88333273327135,119.74798931153998,75.23464724437133,36.70328465271842,25.127967851453377,78.7496973044498,-65.17817751085988
0.024,74.62374602041052,58.96436773641693,101.40032717055664,68.67594773425492,33.711034391963096,22.328387823955495,65.21506767910722,-55.54396145796636
0.028,68.44613377714259,55.85119868591693,93.91862465593164,67.71482309059712,34.253230721480804,22.01636951923183,59.26195066925834,-49.859488096125915
0.032,70.89261017241833,60.45529094916333,99.38415412162061,72.91093490683005,38.22467524728563,24.230201545992827,62.21155104101928,-49.86247577795416
0.036000000000000004,78.20153272488233,69.04015715267906,112.01921448008426,80.66953908518627,43.1914800568137,27.38612256192971,69.97644023940029,-53.80685110187642
0.04,84.5170605909718,76.15798662239223,122.89125287286345,85.94345648938906,46.08840273603329,29.447736940435448,76.43766137749316,-58.261520850850616
0.044,85.663649302984,78.02780729873365,125.52250798292931,85.35299596454018,45.094844140183056,29.203305911527423,77.35799806690648,-60.39156415872776
0.048,81.21274737432418,74.36591488851246,119.096654575831,78.88403025287386,40.56967990763661,26.868541420199676,72.51855833258816,-59.387411022396236
0.052000000000000005,73.98656072860933,67.9002675618041,107.90251457202874,69.43078961334231,34.624885132134466,23.766806906261877,65.16464120317158,-56.43752204311511
0.056,67.76029113236962,62.24040881122335,97.9962865566672,60.77235690092124,29.745665382754567,21.40999147413254,59.53131411279037,-53.57915570672151
0.06,64.7901583192,59.571416084448686,93.3696668009797,55.32463089732954,27.33007223631239,20.567739819585086,58.149470795205104,-52.29278777403749
0.064,64.7253606690089,59.605669801970265,94.00414445914356,53.04727904425016,27.051705355601143,20.9291725686939,60.594363020763126,-52.695429650547226
0.068,65.3172206642555,60.203148064302724,96.59758524265862,51.946596101472295,27.313211432259322,21.44979378973329,64.18336661270109,-53.694505485794366
0.07200000000000001,64.25429368261183,59.07444167631769,97.18952115831536,49.69842859499681,26.435307984945155,21.114541392812498,65.97067695970435,-53.86861678080567
0.076,60.83463471115493,55.388908164155055,93.8736942353384,45.30108488197206,23.810331496031267,19.625548216774746,64.6709069280567,-52.4512732763975
0.08,56.34523920747628,50.22688247758012,87.80920965841523,39.679467413926545,20.2651426521372,17.556373065793423,61.27943665435839,-49.77824768566859
0.084,53.05514396562896,45.7298238291574,82.16787739094684,35.011885585661474,17.496434356876875,15.962712122804078,58.16379640630379,-46.98540323950658
0.088,52.576384872192506,43.60371480607867,79.85617214336054,33.2814238226936,16.956225597648483,15.697390540685205,57.34170228340105,-45.24321591559362
0.092,54.77859065385124,44.0446391491686,81.65434802495128,35.05791584063536,18.928792098674933,16.902846787306544,59.175843372907764,-45.085903283133746
0.096,57.968758692561465,45.77672374955782,85.96155538904804,39.26491202203425,22.37747028538061,18.985208342276167,62.28513833023334,-46.2468625557629
0.1,60.05504185819575,47.017689081705356,90.01289768867983,43.90174940823721,25.568102852876223,20.98131996790073,64.54956788650793,-47.98657000085183
0.10400000000000001,59.87714636016847,46.671913547569744,91.65976324513957,47.203067925453524,27.073238502856896,22.088804783577757,64.44444556569135,-49.60234875938153
0.108,57.7893364064586,44.927037238061445,90.47195239712937,48.46065896609804,26.515328446944636,21.99543791997445,61.79798991393221,-50.74691146674428
0.112,55.24438716750217,42.97294637703811,87.65392315674825,48.12015623289159,24.668076066709233,20.88853201524654,57.64840591933162,-51.43756037927011
0.116,53.79730022781297,42.149435212433474,85.08369839156848,47.26719389124179,22.942551280968956,19.242652065557422,53.48581405431153,-51.865568549000216
0.12,54.14981169207215,43.0714071184772,84.10266589836542,46.85917947030953,22.56218358280921,17.519491241018102,50.4025099248866,-52.172180264277074
0.124,55.835108513634395,45.29869035111662,84.8572985871848,47.21748057952033,23.927592736174688,16.01513418223817,48.69422776326104,-52.33983091681063
0.128,57.613354418529156,47.65362253639654,86.39990406214542,47.96809359732214,26.45467564752522,14.85565383452257,48.006098667470894,-52.236593029303606
0.132,58.27915003684001,48.94628746858439,87.40053935142754,48.397209106657044,28.923079140969264,14.091072082225423,47.814550054685355,-51.76937207298681
0.136,57.38214961982837,48.65534463118169,86.99804252340044,47.96318224408111,30.10630905760746,13.79912980013279,47.87187155696779,-51.02918494843476
0.14,55.373381444533436,47.10439785068468,85.15637939431821,46.56814721886394,29.287642982196218,14.051716865547974,48.25201526039075,-50.292761571041524
0.14400000000000002,53.187080923742116,45.11456492843604,82.45691209680223,44.51434482559341,26.472038172872374,14.824987790561522,49.063782504215226,-49.86223498262848
0.148,51.56696985617464,43.40039870670384,79.52725372778599,42.22504139667319,22.25877669334909,15.906872306115133,50.102354119349,-49.83108179506843
0.152,50.64238668133413,42.1546776522373,76.61430837031253,40.00102547055667,17.542930544831563,16.92304470539591,50.82135494165101,-49.97066121179512
0.156,50.0252439747033,41.091070607957136,73.6310163942947,37.9948708008468,13.247401600339003,17.508185927025693,50.707281699823454,-49.8402992102728
0.16,49.21949957241071,39.795553096626406,70.44792529357187,36.296929140468364,10.123238882297983,17.47061396557899,49.69959420217026,-49.024156895540045
0.164,48.02433079642154,38.10394884375256,67.18425213636766,35.024484696185596,8.633215369002585,16.882469503363836,48.331857250637825,-47.358733703334906
0.168,46.623176621074066,36.222099540559725,64.20745605286095,34.27679919758714,8.8693573451813,16.003594572368343,47.41251827017936,-45.014389291119755
0.17200000000000001,45.407613756593236,34.59635192208759,61.94426577245821,34.04852215852503,10.548985010586819,15.12982065098845,47.489777367867305,-42.423112797336785
0.176,44.746120921237264,33.693040553844185,60.739545108901325,34.23757202340141,13.13894356774722,14.490966795227791,48.505553954858556,-40.125531575967216
0.18,44.8084728961104,33.789476506690505,60.7515053398518,34.71577231507854,16.047703248921835,14.202105292565307,49.823451046538764,-38.569857748105164
0.184,45.557000346310645,34.896156362434226,61.964477732931584,35.45900451901929,18.847537894837956,14.299868267446755,50.63273492756275,-37.92571218500882
0.188,46.8065078226997,36.74807652450016,64.1626454652947,36.57109179215246,21.359613943332533,14.74652119671839,50.40529268857085,-38.02509787176041
0.192,48.29679776679387,38.84399287772641,66.8977331176826,38.162204912696325,23.55500308906568,15.37891283051249,49.12616214734521,-38.53238368406778
0.196,49.75044330843127,40.53095154782142,69.54257560745555,40.161623374810404,25.344829856561432,15.853387867598826,47.18283237145067,-39.28553235590425
