feature,rf_importance,importance
psd_gamma_low,0.09479651792338767,100.0
psd_gamma_high,0.0734803885827503,77.5138055620729
energy_ratio,0.060781455461148465,64.11781444363876
spectral_entropy,0.047557830972668684,50.16833108902145
hjorth_complexity,0.033069277633430906,34.88448558854949
kurtosis,0.032018020292346946,33.775523609657434
psd_delta,0.03055397350828414,32.23111373455421
zcr,0.03004527118651346,31.694488199234645
hjorth_mobility,0.028588654522753564,30.157916291670382
dyn_conn_variance,0.028520477602025425,30.08599706697561
skewness,0.028326169402651483,29.88102308308838
ratio_theta_alpha,0.027923430960133208,29.45617789748382
psd_theta,0.027586563457358153,29.100819377830913
lempel_ziv,0.027044251865721382,28.52873972393998
signal_coherence,0.02578773983891009,27.20325641048455
ind_alpha_power,0.025117462353893828,26.49618667870604
ptp,0.024144154336030833,25.469452744607743
rel_alpha,0.024134302890698633,25.459060542923538
phase_locking_value,0.023191633595287985,24.46464712346388
psd_alpha,0.022188184614117604,23.4061177564028
median,0.021956061393881506,23.16125304478576
dfa,0.021732579530461465,22.9255040232862
mean,0.02153342135189602,22.71541383967165
perm_entropy,0.020906658672513193,22.054247487665595
wavelet_complexity,0.020690842135312502,21.826584550325315
psd_beta,0.02066503361885008,21.799359376840275
microstate_var,0.02024387456789169,21.355082455931893
ratio_beta_alpha,0.019532281032061328,20.60442879119976
sample_entropy,0.017886878100725825,18.8687079362784
total_power,0.01700359310933164,17.93693848868325
higuchi_fd,0.0158391870909675,16.708616980813957
hjorth_activity,0.012207583956410748,12.877671272985609
energy,0.011951518662340703,12.607550281540554
variance,0.011728218948732516,12.37199340825049
spectral_edge,0.010791575936492383,11.383937061078429
alpha_peak_freq,0.010403249958303844,10.974295455357872
std,0.01007168093371431,10.624526253014913
