feature,rf_importance,importance
hjorth_mobility,0.0741684838683919,100.0
spectral_entropy,0.04637762573421957,62.53009811622178
psd_theta,0.04537323411293171,61.175895402478695
phase_locking_value,0.04473155150210117,60.310726563421426
ratio_beta_alpha,0.044366237767508004,59.81818078718392
psd_delta,0.042102964292610554,56.76665086928306
hjorth_complexity,0.04057339901598807,54.704366194114805
kurtosis,0.0389611102835517,52.53054700792612
psd_gamma_low,0.03782907780007958,51.00424847190527
wavelet_complexity,0.03763167638206757,50.73809577777404
ptp,0.03578450283242616,48.247585721077826
dfa,0.03226346174468271,43.50023090930717
rel_alpha,0.03217912422971015,43.38652019206747
psd_alpha,0.029131602503464277,39.27760280924279
signal_coherence,0.028525923885222973,38.460977489900884
ratio_theta_alpha,0.026701374251143564,36.0009708416364
energy_ratio,0.026211406861434954,35.34035683936283
psd_beta,0.024356896228546837,32.83995432853512
sample_entropy,0.024170413569599175,32.588523196036085
median,0.022342035757898778,30.12335508643207
dyn_conn_variance,0.022071662366773392,29.758815625702155
microstate_var,0.021171734906588666,28.54546001527658
variance,0.020543176482327934,27.69798627511482
zcr,0.019462490563414175,26.240917365857648
mean,0.019038269105326956,25.668947391602842
higuchi_fd,0.01828054358101052,24.647320030767233
hjorth_activity,0.017539942129454943,23.648780741667384
skewness,0.017026353170292927,22.956318212605375
psd_gamma_high,0.015928166638570364,21.475653549604797
perm_entropy,0.014802437483355796,19.95785367491393
ind_alpha_power,0.014769849591416145,19.913916020751444
lempel_ziv,0.014183246649023548,19.123010083623903
std,0.012352067040517107,16.654064363018673
total_power,0.012072803551041678,16.27753854651288
spectral_edge,0.011185434375236909,15.081115039488846
energy,0.009834305201657548,13.25941247377796
alpha_peak_freq,0.005955414540411958,8.029575676616945
