feature,f_value,p_value,importance
psd_gamma_high,6.559260081588808,0.012881458227482996,100.0
dyn_conn_variance,3.9377383250007623,0.05164470677235558,60.03327015578485
spectral_entropy,2.5844987575934457,0.1129957304559639,39.40229119512851
energy_ratio,2.4033136064766176,0.12616845139697674,36.64001086376313
spectral_edge,1.012777697110498,0.3181498912418564,15.440425970503357
lempel_ziv,0.8155884688038985,0.3699686173934905,12.434153527364685
psd_beta,0.6379518013839524,0.4275025471508891,9.725972037221391
ratio_theta_alpha,0.4402937561159825,0.5094405717664715,6.712552187888438
microstate_var,0.43973799876817177,0.5097069897828979,6.704079321423352
energy,0.4253546926769922,0.5166878977400264,6.484796873216243
skewness,0.4053625540324674,0.5266765211498181,6.180004283871589
hjorth_activity,0.36744735247233634,0.5466120199166273,5.601963451696703
variance,0.36744735247233634,0.5466120199166273,5.601963451696703
std,0.2904322160146232,0.5918736137417164,4.427819790677879
median,0.2756305757632664,0.6014519062380221,4.202159577982493
sample_entropy,0.21314040889789634,0.645932833429662,3.249458113364956
signal_coherence,0.1864885025772749,0.6673535288135108,2.843133223223296
phase_locking_value,0.17201135979076726,0.6797619994954538,2.6224201762266763
psd_theta,0.16917703948380386,0.6822625758220371,2.5792092001149185
kurtosis,0.15847499899458767,0.6919319536755346,2.416049935867176
psd_gamma_low,0.15465970232783072,0.695470644898041,2.357883364953696
wavelet_complexity,0.12205554014941666,0.7279995430234498,1.8608126317786127
total_power,0.08526891617227557,0.7712550721031954,1.2999776668654588
alpha_peak_freq,0.06717226435536296,0.7963579551604469,1.024082953257317
ind_alpha_power,0.06602699538998855,0.7980626531295394,1.006622615488594
dfa,0.04943256356728762,0.8247843982666265,0.7536301801180276
ratio_beta_alpha,0.04182670777471032,0.8386203518591926,0.6376741774901371
ptp,0.031482965481130616,0.8597456039439647,0.47997739210707896
rel_alpha,0.02644364991633004,0.8713503968174493,0.40314989171651755
higuchi_fd,0.02433545705878599,0.8765412168855377,0.3710091802441743
psd_alpha,0.020873082569253052,0.885593853765489,0.31822312745063613
zcr,0.011918701463410375,0.9134180107119161,0.18170801759889027
mean,0.005065807951008613,0.9434879765142095,0.07723139329736037
hjorth_complexity,0.0009876286291663281,0.9750303100027157,0.015057012786221173
perm_entropy,0.0005758989970208763,0.980931358427696,0.008779938436003895
hjorth_mobility,0.0005100143226906354,0.982055034565843,0.007775485593599116
psd_delta,8.150304972912912e-05,0.9928258593749184,0.0012425646904579998
