feature,mutual_info,importance
kurtosis,0.22256825794179846,100.0
psd_delta,0.19580746894525558,87.97636767973408
energy_ratio,0.1891268729379132,84.97477344113005
hjorth_mobility,0.1891221901207305,84.97266944965078
rel_alpha,0.16758816858670889,75.29742566908762
lempel_ziv,0.15528020745062276,69.76745421228416
hjorth_complexity,0.11800190415669443,53.01829885713168
perm_entropy,0.11730295033274074,52.70425864743724
ratio_theta_alpha,0.11565967173633718,51.9659329708112
spectral_entropy,0.1038545064155465,46.66186785840073
total_power,0.09689688070792091,43.53580407375944
phase_locking_value,0.09288353294457319,41.732605450352324
energy,0.08994623586665118,40.41287679493456
dfa,0.08690921212650227,39.04834091356774
psd_alpha,0.07429665107644134,33.38151260359413
variance,0.07300055134284178,32.79917451747832
hjorth_activity,0.07300055134284178,32.79917451747832
std,0.06987555134284174,31.395110870263526
sample_entropy,0.06596930134284174,29.64003131124506
spectral_edge,0.06393444383923419,28.72576908786024
ptp,0.05896328652432681,26.49222628131712
psd_beta,0.027167218009508165,12.206241024994851
ratio_beta_alpha,0.02235289171080712,10.043162451607271
psd_theta,0.022249175982091307,9.996562936620306
psd_gamma_low,0.02104651579505612,9.456207273078347
wavelet_complexity,0.018934435167350383,8.507248671686927
higuchi_fd,0.013874130888296143,6.233652101425992
dyn_conn_variance,0.004182910650200933,1.879383290718285
mean,0.0,0.0
skewness,0.0,0.0
median,0.0,0.0
zcr,0.0,0.0
alpha_peak_freq,0.0,0.0
ind_alpha_power,0.0,0.0
signal_coherence,0.0,0.0
psd_gamma_high,0.0,0.0
microstate_var,0.0,0.0
