feature,f_score,p_value,selected
skewness,5.7983369202122335,0.022874326017371275,True
mean,4.451009847907179,0.043947703368150966,True
higuchi_fd,3.506805974916633,0.07159404900865118,True
phase_locking_value,3.2206208291585616,0.08352031657764918,True
dfa,2.5941614343843495,0.11847562521298273,True
psd_alpha,2.2775032559096773,0.14246570375083342,False
ind_alpha_power,2.088069521452078,0.15955293079363764,False
perm_entropy,2.008789534336535,0.16742225465278776,False
median,1.874894905863792,0.18179928543397672,False
spectral_edge,1.507692307692307,0.22971409106023954,False
microstate_var,1.4909648219642329,0.23224942827075185,False
total_power,1.4168165701386302,0.2439225173642761,False
rel_alpha,1.3868070371618995,0.24885801479698003,False
ratio_beta_alpha,1.3837530893058694,0.24936738685000945,False
dyn_conn_variance,1.1923077336717556,0.284171338370597,False
psd_gamma_low,1.1877508648349233,0.28507459710947125,False
psd_gamma_high,0.826913768966298,0.3709279343671179,False
spectral_entropy,0.4511872858274635,0.5072763427019751,False
wavelet_complexity,0.43440810170964905,0.5152181825010751,False
ratio_theta_alpha,0.43180199582819856,0.5164715216878601,False
hjorth_complexity,0.4226926549098796,0.5208956290490696,False
lempel_ziv,0.40803909205548516,0.5281575769546356,False
psd_delta,0.35020843082047776,0.5587435410025723,False
signal_coherence,0.18812917403721108,0.6678019207116817,False
hjorth_mobility,0.1755772956797099,0.6783990448627794,False
alpha_peak_freq,0.16844919786096277,0.6846175274461725,False
zcr,0.10361754965884262,0.7499218283194286,False
kurtosis,0.06917142721333747,0.7944727024905432,False
sample_entropy,0.06899970335240949,0.7947219621254343,False
ptp,0.0587183474701754,0.810299381362815,False
energy_ratio,0.049100424163104964,0.8262441975425412,False
std,0.04282671035387103,0.8375495411549851,False
energy,0.028139762527621123,0.8679864138243942,False
variance,0.022218442772172945,0.8825758700836605,False
hjorth_activity,0.022218442772172945,0.8825758700836605,False
psd_theta,0.002293753559442049,0.9621413862560505,False
psd_beta,0.0007283860727045362,0.9786602429999174,False
