Timestamp,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
17261.044548921527,5.609299005205024,-15.752722190443592,14.994283618768009,1.5781084348318188,0.5015541780208146,9.10583938168952,4.024174981211559,18.056364020060542
17261.048545977683,11.471246649890602,-2.623279133074078,16.593555604734206,8.847220357164815,8.008336493292374,10.792166623082835,11.460842987575063,20.139920565298453
17261.052543033835,13.252934246955313,2.7606055216309926,16.238423259390117,12.374515298911831,11.905261172725083,12.173092757026893,14.866585617844066,21.83806425453787
17261.05654008999,12.8004930982557,4.991872518405103,15.608575194117634,14.104834865667726,14.5950769323487,13.448930941976244,16.700042565602303,23.514043516646097
17261.060537146142,11.96178841041636,8.581574912465015,15.424533419611407,15.672940895182677,17.74715062355166,14.246245956873508,18.525304705737085,24.60573602334398
17261.064534202294,11.832878127897139,15.412437405653193,15.351916886308231,17.67928464777765,21.455243839946043,14.040780362691578,20.368695967953443,24.2361292985383
17261.06853125845,12.755774347467707,24.60741612880574,14.601342555015094,19.935227527764795,24.707126017330857,12.648521166017645,21.406592972244766,21.937636615815755
17261.072528314602,14.720777012232162,34.11220474603215,12.737877657353124,22.158274966131955,26.530505970951147,10.449823140624346,21.154913067081452,18.06259492803408
17261.076525370758,17.617001568473263,42.301070945142484,10.127221768339211,24.37336434085279,26.815717010963297,8.237457635473277,20.101458968382587,13.680070434779637
17261.08052242691,21.18937425772176,48.6900454493135,7.752120221190353,26.80663681907589,26.344667431723884,6.783002921312914,19.43787318718836,10.029284458322834
17261.084519483065,24.887192223227288,53.760051981393374,6.55096929550956,29.51477330846032,26.17889763952907,6.380475875455431,20.25880561171644,7.840734916768632
17261.088516539217,27.921569818164485,58.41331145594786,6.768327744797631,32.19377319921517,26.969908039673385,6.66561483674019,22.901341131568103,6.926595407037063
17261.09251359537,29.5291076544626,63.30059589631986,7.750207915351467,34.277326264436454,28.566715959654424,6.818407875321725,26.75044259971935,6.313095254315392
17261.096510651525,29.290432812698484,68.26417191822343,8.325524819018796,35.210541071941094,30.088770921047015,6.039882841266433,30.532840472607603,4.855521043933813
17261.100507707677,27.397709002525104,72.41704868550167,7.550312212453207,34.82240777604821,30.50355056911254,4.03889775863351,33.0185721761203,1.9495468990945426
17261.104504763833,24.731077633627706,74.93586771040954,5.3541537180154535,33.60429324353309,29.405710519174825,1.2363045332547244,33.78529530744552,-2.0822440791283867
17261.108501819985,22.630054773830764,75.99906374861449,2.68697058009775,32.666711112207324,27.50862326398157,-1.4131078244892592,33.59634908932388,-6.136617462109669
17261.11249887614,22.333575991021426,76.90727529429981,1.0513089529525814,33.231019160975706,26.4003003511841,-2.8552262837272337,34.00760289903026,-8.86707533434057
17261.116495932292,24.30855940856712,79.12597412678261,1.6789600740750927,35.86348345095546,27.61857154828025,-2.406878196998491,36.349832672852514,-9.2866736209278
17261.120492988444,27.95694229329771,83.18693511598806,4.82525710129849,40.0303453077542,31.712931155825167,-0.06613965455770199,40.84477672335109,-7.190838936467863
17261.1244900446,31.970688298193764,88.42979095684848,9.594992353241935,44.36536448367909,37.94335229026865,3.4673638128230664,46.50546730007821,-3.2291072380049144
17261.128487100752,35.05165216300094,93.52167515642216,14.381863288540643,47.409034945336316,44.68943566431451,7.059675421364489,51.76107223600266,1.3818847611527545
17261.132484156908,36.51895395802556,97.17753117802565,17.663862604164876,48.297873894681175,50.21403432327493,9.56718851817294,55.28588918598592,5.375075958112468
17261.13648121306,36.56409545088262,98.93331316106598,18.72536031338217,47.145737292080156,53.479867214296746,10.249667784913754,56.70614163104818,7.894080350050629
17261.14047826921,36.0203497827914,99.39549355295688,17.93036770454202,44.90012090924361,54.55609105857699,9.00864027952889,56.741797594026735,8.701564790350325
17261.144475325367,35.689990676812,99.4966809184431,16.393230241265428,42.63241579977313,54.255883763129155,6.363918739681708,56.5383762432528,8.126748671568464
17261.14847238152,35.76183532255842,99.62040312945868,15.268062262552547,40.863820068957565,53.43728771415179,3.1964943527073615,56.81769784860319,6.760839535854103
17261.152469437675,35.78113830285184,99.5009283893757,15.075378905602577,39.45038933959047,52.52391921439715,0.36527666833779904,57.50696942166894,5.046494870071939
17261.156466493827,35.08763158368657,98.74765772326012,15.414072391586899,37.96276281428641,51.40316106709616,-1.6322987455026805,57.943153330378465,3.0060751471020097
17261.160463549983,33.25863158718485,97.17910833645482,15.189013942960344,36.10485418723442,49.55932242818774,-2.7916114655961906,57.317650311054365,0.2842572176339928
17261.164460606135,30.284389926504105,94.64984344122553,13.234754349461525,33.84433013087076,46.29515988872989,-3.4576782549605127,55.02650980008036,-3.4850585006014683
17261.168457662287,26.512586740106613,90.90252536961586,9.028702688127225,31.363139570705613,41.125873382335314,-4.024794385312248,50.96779323403291,-8.255801442320575
17261.172454718442,22.564407806416092,85.94455488483578,3.1218713893611607,29.02889519613771,34.290265198707424,-4.671053051411093,45.800127160657325,-13.388386861444829
17261.176451774594,19.230879573189924,80.56115393001042,-2.9632454983932917,27.345230788013282,27.008351817504707,-5.281338166261321,40.90541890480307,-17.81237925308021
17261.18044883075,17.21999848736131,76.16038581628578,-7.355859496355265,26.736102620730946,21.125954956570595,-5.5822484506894625,37.83688765001688,-20.4532008055958
17261.1844458869,16.817421835356214,73.8400468851855,-8.699198101491561,27.197205211368384,18.198442758597654,-5.395853742068084,37.40219997346054,-20.69594524436232
17261.188442943057,17.723072206580113,73.56499127628132,-6.797326319952504,28.176420859745008,18.66129400258803,-4.834091556328872,39.087219700511696,-18.6918718638685
17261.19243999921,19.2253904492037,74.27013316186367,-2.722469771363535,28.87451815814262,21.653143211704688,-4.310253387542957,41.31139161823137,-15.374567686566678
17261.19643705536,20.609509338027735,74.70859565919437,1.6935063872324463,28.76615214856554,25.54370769216113,-4.312660265637533,42.32593750169292,-12.10265315475371
17261.200434111517,21.450310133204226,74.13428901220323,4.720903505078013,27.893182702560125,28.735016515400694,-5.050267287604811,41.086319825213195,-10.05594436294254
17261.20443116767,21.638942196526813,72.30993367451487,5.478268937185362,26.691574175981145,30.22387032415869,-6.228488137813201,37.536178921142664,-9.671916757728724
17261.208428223825,21.255032136757677,69.23733599600558,4.204207121124,25.604595849729094,29.81912032229012,-7.123494456918024,32.382445855649166,-10.481324739408763
17261.212425279977,20.472121993920496,65.15116951418264,1.9434960239085513,24.81880086739295,28.06139711527417,-6.986642303591225,26.681274135423564,-11.488709147504636
17261.216422336132,19.515854165092207,60.65694790598127,-0.14282070722902063,24.223434339913297,25.87390394799442,-5.545435909000844,21.420415563863344,-11.834948496935851
17261.220419392284,18.524419201841,56.482672030471804,-1.4580842349421346,23.45055875437447,24.000554799141476,-3.267944889045566,17.14041512445965,-11.341067146771081
17261.224416448436,17.356524259781736,52.85025775427425,-2.2469091390630638,21.934711764096164,22.493440592344296,-1.1801500012240922,13.711386184178082,-10.561606568074012
17261.228413504592,15.621901827602471,49.21216064156522,-3.2911080386295453,19.16482683577317,20.719519124962414,-0.3085195446135458,10.560788581802626,-10.360218634491048
17261.232410560744,13.017286370903946,44.81370368800037,-5.262654654052767,15.1071863104753,17.9471925565638,-1.1029946162229862,7.3078537845347,-11.328941436104458
17261.2364076169,9.721575633196949,39.574055191505636,-8.168408606771663,10.472057791996349,14.046763075736486,-3.1816772760278127,4.287889628353469,-13.388148949745585
17261.24040467305,6.452856661596627,34.31138285198347,-11.26209634500401,6.475136090341721,9.69664528035402,-5.542131017318297,2.4367762677663904,-15.805845745035697
17261.244401729207,4.046562758605603,29.98716867706389,-13.521923248936673,4.0940940280913765,5.850182532682119,-7.145010588439618,2.4938547341396315,-17.616967756742554
17261.24839878536,2.902939820094275,26.80458204079696,-14.34499183930052,3.407960235312885,2.9858875246793843,-7.520107229669975,4.248320631864544,-18.204867561882793
17261.25239584151,2.7628348869833417,24.10530187264726,-13.977179864877598,3.5636347555052907,0.7926578715282346,-7.017087664959945,6.501147391738414,-17.701221331538306
17261.256392897667,2.9265235401440464,21.046344682280278,-13.381140360925201,3.3696960816459978,-1.5224725092629114,-6.550125272323385,7.755105982245368,-16.921152359126495
17261.26038995382,2.7036400237255407,17.286658535268657,-13.587632887124983,2.066423820267346,-4.587058452745929,-6.962860219930917,7.099451512815676,-16.82083262061144
17261.264387009975,1.7732274956898664,13.090563447061754,-14.964742840104009,-0.27750648404708045,-8.39091774897389,-8.436194337321012,4.6336409552454825,-17.7942605899986
17261.268384066127,0.31387179591428094,9.051406555355584,-16.883668322533822,-2.862161692725522,-12.188574148327696,-10.318087631230355,1.3183367772521706,-19.31408021568285
17261.27238112228,-1.0768109687876404,5.890617120426782,-18.02098619770686,-4.5918991618978,-14.774828751060994,-11.524023908713389,-1.5372066922966496,-20.202832312165583
17261.276378178434,-1.706381016085686,4.28750914963814,-17.16255625419035,-4.68500720102702,-15.070165139989925,-11.265504669986058,-2.9231581095205,-19.368411125979037
17261.280375234586,-1.2664955180856623,4.4761286284156085,-14.012145899610005,-3.208853828645033,-12.782043726699754,-9.593762526486898,-2.64767964430348,-16.5217747747256
17261.284372290742,-0.1573585158023434,5.765425313822334,-9.48035799858826,-1.2458314518453335,-8.78075036000741,-7.412377809263489,-1.502423609944799,-12.388316463488081
17261.288369346894,0.657187988416581,6.626352603206669,-5.220954150132002,-0.4112814212160174,-4.772116330659273,-5.9315277154291834,-0.7841351208089691,-8.309536354811826
17261.29236640305,0.3136723069638947,5.661089256906507,-2.658356792354425,-1.8435046694391986,-2.3038927233341226,-5.909384566074095,-1.3419159634897824,-5.501824481038511
17261.2963634592,-1.2572824673820122,2.732033097329918,-2.122391759762081,-5.345239739567887,-1.77198916460266,-7.167981659356997,-2.8351349610867373,-4.418360220361279
17261.300360515354,-3.1913955356536263,-0.8360531536828262,-2.645932659606956,-9.352833024579525,-2.180168693742001,-8.675527304545767,-3.8535545700071907,-4.569477464725281
17261.30435757151,-4.2506927489777695,-3.268287577971364,-2.5727311304981413,-11.8563035112536,-1.8962089992009794,-9.163502132577378,-2.93399723924108,-4.856650095120358
17261.30835462766,-3.6723474216831278,-3.6629488316489187,-0.594577405709515,-11.617607164032734,0.1912918670611603,-7.887824720247863,0.33556799693724315,-4.235934034702495
17261.312351683817,-1.6671394334086358,-2.492111872292071,3.429518227713743,-8.84628340595873,3.951620042023876,-5.069527780879071,4.985078581958987,-2.3337288167014094
17261.31634873997,0.7620199528598164,-1.0544587391755158,8.367339225520482,-4.975304508269119,8.121746811497033,-1.7478760443955252,9.270251112143796,0.3720605497090901
17261.320345796124,2.4612431462116433,-0.573359111827358,12.474422752663031,-1.8012578394802858,11.048085356637657,0.8707564148003257,11.71411104276649,2.9077147376576704
17261.324342852276,2.768275526164473,-1.6632426882192703,14.380965546964944,-0.5953675654959625,11.510832623887914,2.1368810435260457,11.815522518531225,4.460232487646522
17261.32833990843,1.843324365958381,-4.204182843413605,13.824904463490611,-1.572456092725588,9.279447257368517,2.289610299324977,10.143945071131157,4.868530187301815
17261.332336964584,0.5431888434271173,-7.4025974416179,11.702919707913907,-3.891416711892134,5.2017697489540495,2.191603288440092,7.9052558842392955,4.632064533785353
17261.336334020736,-0.10007008185817767,-10.059188209909507,9.455138722393258,-6.167913342089378,0.7933129971560007,2.6610878997526015,6.237817743857931,4.498770866455516
17261.34033107689,0.4271480271503947,-11.20423555006721,8.197360704228686,-7.283082112130614,-2.50891029901603,3.8774196472040785,5.5701904632101105,4.954888103624171
17261.344328133044,1.6832297709167392,-10.836819314361264,8.140196294810721,-7.049846664212055,-4.058374706459929,5.248354390561872,5.363148170814384,5.991564540739091
17261.3483251892,2.4808663246921014,-10.04775529759388,8.641513952074547,-6.245153348387021,-4.168857552454746,5.837482729903513,4.5252063062730485,7.224506973080395
17261.35232224535,1.6907079261258104,-10.198428557146826,8.793299911229497,-5.946061334336491,-3.6322803857795307,5.040471753033671,2.316601846016283,8.212511161842997
17261.356319301503,-0.9278927519780495,-11.81346298621213,8.09244472474552,-6.6990580294855135,-3.040417442615272,3.043559014235825,-0.9559846835722965,8.720145764853328
17261.36031635766,-4.489061561116017,-14.190472463142726,6.760049576067786,-8.140942915509868,-2.4507818258391545,0.7895188217314626,-4.0422657454003,8.781115800983002
17261.36431341381,-7.528837052731944,-16.096265250033582,5.504670770102393,-9.363086830777434,-1.6536877582961225,-0.5519254765235928,-5.683135239716876,8.583702467174191
17261.368310469967,-8.91972665147452,-16.816062430648117,4.955356525110574,-9.622709902216798,-0.6548852645751708,-0.2686153631395882,-5.6005742718894,8.272680110639499
17261.37230752612,-8.47734601269758,-16.57167420965834,5.1851076174637,-8.789952171062055,0.14825510640007167,1.473845801523339,-4.739969727871767,7.823376837189301
17261.376304582274,-6.904935872824581,-16.124438250435446,5.639865741525682,-7.292880432288712,0.21143831282796555,3.7285528091929336,-4.621403600629719,7.093323777804187
17261.380301638426,-5.242636854948216,-16.13021305853772,5.532804245461421,-5.726524712525588,-0.7229564465223817,5.35162434439053,-6.294987933932248,6.029825188569305
17261.38429869458,-4.260650381243323,-16.859188302560767,4.385280160175284,-4.533712423515908,-2.448462620951908,5.665306818482122,-9.700703135720687,4.846359398325461
17261.388295750734,-4.10900178285317,-18.229376714340617,2.365862700852972,-3.8794561995681534,-4.421060457870929,4.787150879860974,-13.71475971111306,3.974316361420165
17261.392292806886,-4.351581059557816,-19.84858932348169,0.21190114283569983,-3.690083905571214,-6.033763348565813,3.4298164985257245,-16.755047196120245,3.76523278301201
17261.39628986304,-4.326356680553715,-21.079160569136718,-1.2110389122896095,-3.8011057457982815,-6.906984357992151,2.3404365149742716,-17.619378546991243,4.1696026601848075
17261.400286919194,-3.64101500127353,-21.34441520501639,-1.4180678073333866,-4.145062834629698,-7.082288385709482,1.7883348011050657,-16.14330187090775,4.648564957764648
17261.404283975346,-2.49922914134072,-20.60832455203149,-0.5651964121591391,-4.867795278349149,-7.040744174917872,1.4342471796362588,-13.36220710866121,4.468810305432697
17261.4082810315,-1.5815397520738657,-19.518992192002372,0.6905703258356652,-6.1841592509626935,-7.422837420136155,0.6655042292786675,-10.955598334694287,3.178974915690958
17261.412278087653,-1.5076760608314714,-18.883203638865268,1.6234300904798147,-8.00485077297958,-8.5330590565951,-0.8574987239103393,-10.196050037698,0.941619564286782
17261.41627514381,-2.2843547804926914,-18.897960077050925,1.8814472356907572,-9.670750452688708,-9.992552041019483,-2.8297521125618914,-11.094829887117157,-1.478712384550306
17261.42027219996,-3.2375517343515696,-18.9414460726818,1.6421086316795481,-10.154450480007654,-10.893499580049394,-4.3742429860012635,-12.402828556863255,-3.0980284504344695
17261.424269256117,-3.522036511902229,-18.17649846819984,1.4028465963601775,-8.716302688380893,-10.427432638478358,-4.527412059286689,-12.527208452438572,-3.20797319741402
17261.42826631227,-2.787927097162793,-16.337101987154085,1.586748352960285,-5.506326859844307,-8.487071459077747,-2.8461075907030136,-10.661922674838593,-1.742972964353811
17261.43226336842,-1.4601837208286668,-13.919094459602434,2.2418078397356567,-1.5913295745183405,-5.745785552935324,0.2447924305149627,-7.304320345496649,0.666184056922134
17261.436260424576,-0.46096677543505393,-11.72454970581282,3.002193586873773,1.6153691088461528,-3.213009083544904,3.5928491318195483,-3.8915334180481977,2.981853757274422
17261.440257480728,-0.6311674229994537,-10.347826351015613,3.2979265455610403,3.0954777103013384,-1.659591696419973,5.887719775283813,-1.9473035960630796,4.2105050200355265
17261.444254536884,-2.249433427361936,-10.059352988324065,2.6587606966045314,2.6545156867068727,-1.3483074094949359,6.328523139101208,-2.341729580017841,3.816516388611916
17261.448251593036,-4.901069881330528,-10.930593851667993,0.9435199226461464,0.8822767947041257,-2.1080534958688517,5.000570438019622,-4.979078335813597,1.8718814918821636
17261.45224864919,-7.673117204093103,-12.808889320443654,-1.604674053125109,-1.2005870479617897,-3.554290574207016,2.747862948462398,-8.920396674912354,-1.1057754149350671
17261.456245705343,-9.577494844511904,-15.172154934958314,-4.47082547352943,-2.6180164801343153,-5.298900860053038,0.6418572799348112,-12.84669710918513,-4.451306242491285
17261.460242761495,-10.023052235203266,-17.207213254630688,-7.060334992295793,-2.84721955638463,-7.083379961590886,-0.6024332285960554,-15.651707048967069,-7.590955110977745
17261.46423981765,-9.127685122539788,-18.248806686323633,-8.89021729300498,-2.0279809081627036,-8.84867461696431,-0.9321651777718216,-16.93772349662322,-10.103112545700071
17261.468236873803,-7.642982744938479,-18.17106244943085,-9.701448373464245,-0.8103748522219121,-10.657138408715664,-0.8355786086196986,-17.067158484231413,-11.695199542662948
17261.47223392996,-6.490823839553514,-17.324819836588233,-9.498409499519767,0.1143210917172155,-12.483255667587215,-0.9240688657005194,-16.704720710657057,-12.243636473165509
17261.47623098611,-6.228340183729074,-16.155406543834147,-8.538681097318204,0.4577644724242873,-14.070927117311033,-1.501514723011951,-16.23860454604562,-11.893605727502433
17261.480228042266,-6.810879629900455,-14.972549258233869,-7.278345119389087,0.41581837717092185,-15.029276018205188,-2.3692068313698655,-15.53965726149272,-11.121614709665437
17261.48422509842,-7.784418578730623,-14.086594660109085,-6.267801469123469,0.3155028179579631,-15.156876624189874,-2.9726248095182655,-14.248386706522751,-10.610185726566442
17261.48822215457,-8.650667368639517,-13.931637659663465,-5.957999322129126,0.21953820593614637,-14.633513558121304,-2.751251332310403,-12.238823005545669,-10.93141728942959
17261.492219210726,-9.093480011619931,-14.792264446728836,-6.482607292667012,-0.14223715317484675,-13.853544678335565,-1.4920909100983408,-9.799267320126773,-12.20568697764628
17261.496216266878,-8.98451378142309,-16.365188977593675,-7.562188851783276,-1.1081178480328617,-13.072242130196965,0.5183260863748274,-7.456306251975434,-13.936066057667233
17261.500213323034,-8.32005582478368,-17.71843785803958,-8.602328124437463,-2.7491888006510408,-12.17780372703029,2.6435406707146285,-5.651714060274685,-15.15124573701857
17261.504210379186,-7.249860656384186,-17.904922201318527,-9.01302618500904,-4.798049607405005,-10.872487221878607,4.215097921754932,-4.604414825937852,-14.831117704087035
17261.50820743534,-6.125174342348544,-16.692339858489333,-8.551547053112245,-6.791262185380049,-9.036059343089487,4.856521330268265,-4.320837998135062,-12.413536759806533
17261.512204491493,-5.450558686109446,-14.73060512156161,-7.485815012112425,-8.264920937369368,-6.926144401577634,4.6229212235264185,-4.621855805511018,-8.123504185942991
17261.516201547645,-5.686789488453314,-13.055815899768476,-6.457763555786983,-8.896157975865037,-5.074699988984415,3.900523025170969,-5.174483142140389,-2.8985776046627194
17261.5201986038,-6.994592861959148,-12.396148206662104,-6.077713464314456,-8.55594824745151,-3.957264391316838,3.190433039996151,-5.581740074139077,2.1022739426092443
17261.524195659953,-9.099859561637352,-12.832094804342432,-6.511194759194609,-7.35203799028227,-3.731182406721639,2.8914156920044434,-5.581656777192677,6.156222564242782
17261.52819271611,-11.314482542649984,-13.844412481660214,-7.309950329995104,-5.589797463641958,-4.148513141387449,3.1738694026503254,-5.184206376211762,9.367873300691471
17261.53218977226,-12.710606722001032,-14.516531245642653,-7.619434999164412,-3.6276124945300126,-4.647676908445034,3.9575127517935016,-4.582240792405798,12.50956202053517
17261.536186828416,-12.457755069051572,-13.876093082637567,-6.696332493486352,-1.7581135243826793,-4.649542179605893,4.959610457729127,-3.9651099827699454,16.396176570960066
17261.54018388457,-10.246567000384132,-11.419003125539518,-4.429204982472697,-0.2263556444431174,-3.9378605997141793,5.801448629062634,-3.4114888920254884,21.191785790398725
17261.54418094072,-6.604694630573562,-7.633397625600168,-1.5415435348070332,0.6213465395361482,-2.940502829980918,6.125671364622349,-2.9786770061951984,26.118219595855876
17261.548177996876,-2.814434829221483,-4.000227368518807,0.7060278271771381,0.30978872357695764,-2.606507823118095,5.707204209150177,-2.8023352638350616,29.761789252601062
17261.552175053028,-0.33494726318119206,-2.1891482668355025,1.1915829558581095,-1.506845038264828,-3.8191048757874455,4.522864249243412,-3.0133917289675196,30.80674726082738
17261.556172109184,0.001582888871354271,-2.9193823259911653,-0.3835975720769511,-4.652645146837301,-6.694343705669304,2.7699902249080424,-3.549903874313827,28.810626243773783
17261.560169165336,-1.5252644754141471,-5.400710119746975,-3.224052254399794,-8.25583727215286,-10.284269022475673,0.8325142513302808,-4.083907195314168,24.55998981886816
17261.564166221488,-3.6898535442909974,-7.832086850807002,-5.782069049359961,-11.039549186619638,-12.979603793737532,-0.8195455681131989,-4.220371439259111,19.80856898080043
17261.568163277643,-5.0133383557946445,-8.535811371499733,-6.54471517737943,-11.902899522146868,-13.340549756003526,-1.7718383705353062,-3.7669818711382277,16.48395982349325
17261.572160333795,-4.553431907096609,-6.860187410659364,-4.844347977066263,-10.424481644693174,-10.828840095501974,-1.803167122063087,-2.813361364621528,15.747260496097596
17261.57615738995,-2.345349219256974,-3.3583278855531375,-1.2333165705722422,-7.03286225572333,-6.05450297837222,-0.9707303463057997,-1.587411401493,17.41859482829568
17261.580154446103,0.6701694756098107,0.6187747673667445,2.7887542495750495,-2.8110001110616167,-0.4703666036180394,0.4154504717944292,-0.2798568850346328,20.074227688933945
17261.58415150226,3.1531524337590895,3.5474730524900906,5.547574905075635,0.9161249657886401,4.244424845050368,1.9085840491434283,0.9629397050237003,21.776921205937867
17261.58814855841,4.06635348740798,4.376535507416179,6.062974752679111,3.100137887238816,6.880437303593361,3.082617697857131,1.9731989259166767,21.028702491181264
17261.592145614562,3.218338560078678,3.0501286737489863,4.528351476023545,3.4090480841434783,7.20741396565262,3.657036503850577,2.570559187454137,17.424279142538182
17261.596142670718,1.3813243242735211,0.6462096134972626,2.1785539822712963,2.381543376274294,6.059015384902153,3.557634361950022,2.659548862797692,11.748300475027975
17261.60013972687,-0.11525073478117065,-1.1221141933045828,0.6490742333544404,1.1746785571085638,4.925506037736852,2.9259438395511097,2.3437414506688583,5.553968256203234
17261.604136783026,-0.148989339038053,-0.9144702044754922,1.1380117319617966,0.9295774111330957,5.1609995946106295,2.0557753448151743,1.8902121300407089,0.4914857280319893
17261.608133839178,1.588392728262761,1.4438336032083043,3.8449107202818595,2.1731095752750207,7.295440881250613,1.292654212153593,1.6430936475508133,-2.296467821866031
