feature,mutual_info,importance
skewness,0.2794860817693985,100.0
mean,0.26613237203677365,95.22204839393653
wavelet_complexity,0.13683457631297125,48.959352625606684
kurtosis,0.09295771498069527,33.26023048882766
median,0.08354404622443412,29.892023851608315
psd_gamma_low,0.08133895782763734,29.103044170460482
phase_locking_value,0.07807879724250832,27.936560113548143
signal_coherence,0.07275769559304002,26.032672229120788
energy_ratio,0.05774650328534725,20.661674069692452
higuchi_fd,0.05621658339354929,20.114269389605276
spectral_edge,0.055551859033729833,19.876431299203364
microstate_var,0.052329485906412954,18.72346757846409
psd_gamma_high,0.03608913836390504,12.912678204019429
total_power,0.03425016406475567,12.254693989740492
perm_entropy,0.032310061343403085,11.560526069438346
ratio_theta_alpha,0.016791512245784457,6.007995868516625
rel_alpha,0.011413435609316291,4.083722358215111
std,0.0,0.0
variance,0.0,0.0
psd_beta,0.0,0.0
zcr,0.0,0.0
sample_entropy,0.0,0.0
ratio_beta_alpha,0.0,0.0
energy,0.0,0.0
ptp,0.0,0.0
psd_delta,0.0,0.0
psd_theta,0.0,0.0
psd_alpha,0.0,0.0
hjorth_activity,0.0,0.0
ind_alpha_power,0.0,0.0
alpha_peak_freq,0.0,0.0
lempel_ziv,0.0,0.0
spectral_entropy,0.0,0.0
hjorth_mobility,0.0,0.0
hjorth_complexity,0.0,0.0
dyn_conn_variance,0.0,0.0
dfa,0.0,0.0
