feature,anova_score,mi_score,rf_score,ensemble_score,importance
mean,1.0,0.49687750111190027,1.0,0.8490632503335701,100.0
psd_delta,0.0242083459294827,1.0,0.9026484970571004,0.6683219026016849,78.7128523510024
skewness,0.594742958809376,0.387184133877423,0.7407879650531567,0.5908933138273024,69.59355661608944
median,0.7700817481796158,0.3334881829922861,0.6258351567338234,0.5814050420451,68.4760577986015
ratio_beta_alpha,0.648106226720604,0.3277122945279831,0.6855585829136274,0.5669689895400271,66.77582492438377
energy_ratio,0.2657574531506765,0.5096637025209679,0.8100796882557357,0.5566582220037877,65.56145514307612
phase_locking_value,0.7809662255979377,0.0730363882734439,0.4040136507649442,0.41780624446739223,49.20790580716447
rel_alpha,0.5181206359325247,0.2602079042474643,0.38193812501778707,0.38627381206111155,45.494115062612444
wavelet_complexity,0.2891655355834895,0.18293145716973014,0.5857429041922004,0.3759262595028461,44.275412857070016
alpha_peak_freq,0.44741762136092705,0.13127997189994187,0.4689449901578397,0.36118727404139656,42.53950149173192
signal_coherence,0.30752678881339274,0.22502478415457886,0.45374643616941285,0.34126404635815666,40.1930063778034
psd_alpha,0.48901301253160606,0.10692797271993724,0.3550336066804278,0.32079573824763413,37.782313404991164
perm_entropy,0.4350106831393149,0.07124671491870399,0.4013436542793854,0.3124146811291598,36.79521884929326
spectral_entropy,0.08915018509051538,0.23825707362128712,0.5255137775304572,0.3084276886257237,36.32564340813858
ratio_theta_alpha,0.2026051798474486,0.1403809237090997,0.4448695330196181,0.28084364427481173,33.07688139422795
higuchi_fd,0.3572214437921747,0.1064687786593315,0.27995495430048406,0.2510890484556455,29.572478653033276
zcr,0.09092071649496766,0.19055402287439843,0.3367593783640446,0.21914617315642768,25.81034723506548
psd_theta,0.06410374641111691,0.21512785858833472,0.3095364096463028,0.20758404535835662,24.448596176645665
microstate_var,0.2584497815535792,0.0,0.32471796477942577,0.20742212037784408,24.429525161565348
ptp,0.07296476544554743,0.0,0.4605022182185548,0.20609031692108615,24.272669537884227
ind_alpha_power,0.37102846550764257,0.0,0.21149444935576242,0.19590631939459774,23.073230329734837
lempel_ziv,0.08472780414644164,0.16420194827368673,0.28647535539745167,0.18926906788501918,22.29151571577987
dfa,0.23492768225695454,0.06687353988862382,0.22089222623772042,0.1788972571387617,21.069956457128328
psd_gamma_low,0.12178822312930582,0.0,0.3545234493487515,0.17834584667829234,21.005013066838764
psd_gamma_high,0.0819650198303745,0.0,0.38076675132553617,0.17689620647932683,20.834279002162663
dyn_conn_variance,0.06958685065869118,0.04670967800741991,0.3325133970288119,0.16789431741135807,19.774064811472844
kurtosis,0.04986775924575576,0.0,0.3439583114512567,0.1525436523542294,17.96611174659836
hjorth_mobility,0.04375478554780952,0.03165190709070056,0.2952439429376289,0.14071958496660458,16.57351026691125
total_power,0.05106708960653268,0.033123212487323646,0.2538033756180017,0.12677844087535758,14.931566149583125
energy,0.06332008596684646,0.007187824462516399,0.25689539125836436,0.1239105296321546,14.593792580643912
hjorth_activity,0.05642627749263822,0.0,0.25485567461585046,0.11887015309413165,14.000152879945201
spectral_edge,0.029614282117909445,0.03043351307061873,0.24807612096659856,0.11724478694319787,13.808722365163737
hjorth_complexity,0.06247919917775449,0.013676016312883135,0.18751292765113586,0.09785173570764563,11.524669766263324
variance,0.05642627749263822,0.0,0.19961352198099053,0.09677329204018767,11.397654061952217
std,0.03409996847998045,0.0,0.21140940232441754,0.09479375147376116,11.164509998109056
psd_beta,0.0016067329109724238,0.0,0.21073145909074648,0.08477460350959033,9.984486253089516
sample_entropy,0.014714946776433266,0.0,0.15712707388315317,0.06726531358619124,7.922297138613033
