feature,f_value,p_value,importance
wavelet_complexity,63.14629304260608,4.7516393689093945e-18,100.0
lempel_ziv,28.097339000529253,2.8505403584095306e-10,44.49562697460548
dfa,9.6363804001109,0.00015728865863566391,15.260405537359159
hjorth_complexity,8.947389246517389,0.0002793129433587617,14.169302448966251
hjorth_mobility,8.190900071917936,0.0005290680271634028,12.97130785870735
ptp,7.896158537999246,0.0006802046151540671,12.504548022591838
zcr,7.702157029743511,0.0008031410075042187,12.19732253253047
std,6.195704695639617,0.002978617481591274,9.811668107673794
energy,5.9331864420768285,0.0037572632710332573,9.395937839254614
hjorth_activity,5.884343527401018,0.003923668348477091,9.318589015875775
variance,5.884343527401018,0.003923668348477091,9.318589015875775
sample_entropy,5.524887984804617,0.005404352367824104,8.749346507287234
kurtosis,5.488717942956248,0.005581986729200946,8.692066752442457
median,3.6336241937628437,0.03023842063155365,5.754295333395365
phase_locking_value,3.2382661226108347,0.04369658240496204,5.1281967104955966
microstate_var,3.115622428597546,0.049012252864376875,4.93397518441086
psd_gamma_high,2.9641257439023643,0.05650171297163723,4.694061363035845
skewness,2.583393649743984,0.08092900979344379,4.0911247917608025
mean,2.408025397778716,0.0955842436555672,3.81340737793424
psd_gamma_low,2.1796222289834017,0.11882765927413448,3.451702584525059
psd_theta,2.147304438300743,0.12255442545158814,3.400523347984834
spectral_entropy,1.9539192869558317,0.14749181596959052,3.0942739356647313
signal_coherence,1.9482339234475625,0.14829879280324315,3.0852704562293938
psd_delta,1.8822421516312917,0.15800242006252563,2.9807642870838116
alpha_peak_freq,1.4626685101970271,0.23689565237004717,2.3163173002255815
psd_beta,1.3674646663271486,0.25982595317526364,2.1655501858272066
perm_entropy,1.1215101857576906,0.3301529598687287,1.7760507097399763
higuchi_fd,1.0444808033389572,0.3559649465968905,1.6540651129500583
spectral_edge,0.9908526968772999,0.3751447088654425,1.569138343890989
rel_alpha,0.96828174810173,0.3835297228800262,1.5333944424075863
dyn_conn_variance,0.9640893210283037,0.38510815282891253,1.5267552132914801
energy_ratio,0.8115923971426267,0.44727076030321167,1.2852573888938008
ind_alpha_power,0.8034361398536675,0.4508709575024844,1.2723409421857477
ratio_theta_alpha,0.647645897744566,0.5256197798885698,1.0256277392365476
total_power,0.5027777346847253,0.6064827171554953,0.7962110053641486
ratio_beta_alpha,0.2410063238078487,0.7863259217146916,0.38166345512196076
psd_alpha,0.08560299526417703,0.9180308369264819,0.13556297787174768
