feature,rf_importance,importance
mean,0.09488648986802925,100.0
skewness,0.07471382286861378,78.74021156492122
energy_ratio,0.07302388130465895,76.95919767526713
dyn_conn_variance,0.044254537851300374,46.639450898490196
phase_locking_value,0.04065352437647613,42.84437587797607
psd_gamma_high,0.03907457389158179,41.180334466927576
median,0.03463742105743839,36.50405985679634
kurtosis,0.03068886119369011,32.34270888971973
wavelet_complexity,0.03016253189582894,31.78801527781228
signal_coherence,0.02980893826720374,31.415366200881532
psd_delta,0.027128219618871588,28.59018144374638
ratio_theta_alpha,0.026656802260991715,28.093359020938312
psd_gamma_low,0.02523811270742038,26.598215133178858
dfa,0.024965381699781148,26.31078642966316
psd_theta,0.02247232905556017,23.683381150272613
spectral_entropy,0.021932800272419294,23.114776722085555
zcr,0.02163419118391685,22.800075346876337
hjorth_mobility,0.021618457959122275,22.78349424579814
psd_beta,0.021280664679806747,22.42749701185541
rel_alpha,0.0212326722472151,22.376918228028128
psd_alpha,0.021178120289651995,22.319426421092306
hjorth_complexity,0.02053586878857101,21.642563464127363
lempel_ziv,0.019679076306905543,20.739597738598768
ptp,0.018964290235790972,19.986291264612095
ind_alpha_power,0.018246034397107983,19.229328034459986
ratio_beta_alpha,0.0180508974000233,19.023674945852655
microstate_var,0.016766851462973527,17.670430728645698
variance,0.016667486786083534,17.565711208481982
perm_entropy,0.015865582772516835,16.7205919352514
total_power,0.01569695380927729,16.542875419998197
hjorth_activity,0.01568318710311402,16.52836681484016
energy,0.01557812616931294,16.417644061846346
higuchi_fd,0.015493139935492417,16.328077850746407
std,0.01423280044963261,14.999817644669944
sample_entropy,0.014025646555120216,14.781500058256421
alpha_peak_freq,0.00869120925950742,9.159585597059596
spectral_edge,0.00858051401899172,9.042924899978633
