feature,anova_score,mi_score,rf_score,ensemble_score,importance
mean,0.8956134687769851,0.9522204839393653,1.0,0.9543501858149052,100.0
skewness,0.7232151772865164,1.0,0.7874021156492123,0.8319253994456398,87.17192198535292
energy_ratio,1.0000000000000002,0.2066167406969245,0.7695919767526713,0.669821812910146,70.18616676206703
phase_locking_value,0.5514002544931139,0.2793656011354814,0.4284437587797607,0.4206072602004829,44.07263355236137
median,0.5509868043433731,0.2989202385160831,0.3650405985679634,0.40098835228502216,42.01689885381269
wavelet_complexity,0.38835363733449413,0.48959352625606684,0.3178801527781228,0.39053621018841744,40.92168849476825
dyn_conn_variance,0.5569460090869762,0.0,0.466394508984902,0.35364160632005365,37.05574867343736
kurtosis,0.23625599770581818,0.3326023048882766,0.3234270888971973,0.30002832633710735,31.437970128430134
psd_gamma_high,0.1153536223641208,0.1291267820401943,0.41180334466927576,0.23806545918900485,24.945293952630646
signal_coherence,0.09954018755979811,0.2603267222912079,0.31415366200881534,0.23362153775882794,24.4796450224759
dfa,0.3671015445603147,0.0,0.2631078642966316,0.21537360908674702,22.567566108120236
ratio_beta_alpha,0.4569932379191986,0.0,0.19023674945852653,0.21319267115917018,22.33904014773447
microstate_var,0.2764846283853485,0.1872346757846409,0.17670430728645697,0.20979751416557962,21.983284258119227
higuchi_fd,0.26831560950112876,0.20114269389605277,0.16328077850746406,0.2061498024221401,21.601064838281758
psd_gamma_low,0.020374518226828755,0.2910304417046048,0.2659821513317886,0.19981434851214552,20.93721481717186
psd_alpha,0.3665642091162674,0.0,0.22319426421092306,0.19924696841924944,20.87776283598829
total_power,0.3116070606254625,0.12254693989740492,0.16542875419998196,0.19641770183685303,20.58130283373235
rel_alpha,0.297547027892183,0.04083722358215111,0.22376918228028128,0.19102294835441275,20.016022545361704
ratio_theta_alpha,0.17516440774644135,0.06007995868516625,0.28093359020938313,0.18294674601323554,19.16977108953147
hjorth_complexity,0.3188224712760061,0.0,0.21642563464127362,0.18221699523931129,19.09330536607157
perm_entropy,0.17380742332846222,0.11560526069438345,0.167205919352514,0.15370617294785932,16.105846180206058
spectral_edge,0.16091914002445534,0.19876431299203365,0.09042924899978633,0.14407673550486122,15.096841562600659
psd_delta,0.08543075249210881,0.0,0.2859018144374638,0.13998995152261817,14.66861468707976
hjorth_mobility,0.15066997741808577,0.0,0.2278349424579814,0.1363349702086183,14.285633537358608
lempel_ziv,0.16398485533702922,0.0,0.20739597738598767,0.13215384755550383,13.847521540812576
spectral_entropy,0.1143592288191137,0.0,0.23114776722085556,0.12676687553407634,13.283056619916936
ind_alpha_power,0.1539419843838078,0.0,0.19229328034459986,0.12309990745298229,12.898819456703846
psd_theta,0.07254324665883517,0.0,0.23683381150272612,0.116496498598741,12.206892221566072
psd_beta,0.08547489230219764,0.0,0.22427497011855413,0.11535245573808095,12.087015589522123
zcr,0.04270501795314688,0.0,0.22800075346876336,0.10401180677344941,10.898704513232248
ptp,0.06379619276395167,0.0,0.19986291264612097,0.0990840228876339,10.38235485887474
variance,0.0067987172733091975,0.0,0.17565711208481982,0.0723024600159207,7.5760932507371725
hjorth_activity,0.0067987172733091975,0.0,0.16528366814840162,0.06815308244135342,7.141307609549898
energy,0.004568297109551864,0.0,0.16417644061846345,0.06704106538025094,7.024786747749789
sample_entropy,0.014989630483496998,0.0,0.14781500058256422,0.0636228893780748,6.6666188495314405
std,0.010631996241474423,0.0,0.14999817644669944,0.0631888694511221,6.621140791958466
alpha_peak_freq,0.0031965163736503537,0.0,0.09159585597059597,0.037597297300333496,3.939570386129252
