feature,rf_importance,importance
wavelet_complexity,0.19386174452732977,100.0
lempel_ziv,0.08790866788672247,45.346062525672515
psd_delta,0.047312623453855326,24.40534287422829
mean,0.04302688214192536,22.194622382478162
dfa,0.03986530217933788,20.56377975785617
psd_gamma_low,0.034862055382154505,17.98294731493031
skewness,0.029839590053498243,15.392201347538988
psd_gamma_high,0.029297648774187106,15.112650949066877
zcr,0.0284119451596319,14.655777099760137
signal_coherence,0.02733795555559204,14.101779400699687
ptp,0.025536664505626562,13.172616685096692
kurtosis,0.025497805549242823,13.152572010228793
hjorth_mobility,0.02426453383267541,12.51641157559825
median,0.023312403443591204,12.025272701651938
hjorth_complexity,0.022974356584952366,11.850897473850775
energy_ratio,0.02049327801337564,10.571078921910038
phase_locking_value,0.01927518366607831,9.942747452868907
ratio_beta_alpha,0.018366204885367596,9.473867539027747
dyn_conn_variance,0.01835258694374267,9.466842975384143
rel_alpha,0.01782907286423794,9.19679790755441
psd_beta,0.01766109680793575,9.110150561678232
microstate_var,0.016761540413179885,8.646131011586414
energy,0.016269277819728072,8.392206445575704
spectral_edge,0.016252497073478513,8.383550407588181
variance,0.015463774940761493,7.976702664295625
sample_entropy,0.015039837574538717,7.758022404682563
hjorth_activity,0.014396433480523893,7.4261342874144765
spectral_entropy,0.01398100479856326,7.211843075410003
perm_entropy,0.013887880217148546,7.163806480236586
psd_alpha,0.013232659413943556,6.825822931804925
ind_alpha_power,0.012628546730174996,6.514202562741655
psd_theta,0.011599927229709104,5.983608193556619
std,0.010097094208315385,5.2083995390291875
higuchi_fd,0.00977025833616573,5.039807291524895
total_power,0.009734451150541636,5.02133681623262
ratio_theta_alpha,0.009364270519174694,4.830385975328186
alpha_peak_freq,0.006232943882991673,3.2151489703080536
