feature,f_value,p_value,importance
mean,12.000054297286097,2.310977901971216e-05,100.0
phase_locking_value,9.371637111521835,0.0001959577082674893,78.09662255979377
median,9.24102279150439,0.00021848816147153948,77.00817481796159
ratio_beta_alpha,7.777309911056461,0.0007530271936151681,64.8106226720604
skewness,7.136947798641101,0.0013076264160813385,59.4742958809376
rel_alpha,6.217475763734698,0.002921952029519513,51.81206359325247
psd_alpha,5.868182702458719,0.003980369718184843,48.901301253160604
alpha_peak_freq,5.369035749893716,0.006213441236849181,44.7417621360927
perm_entropy,5.220151817571296,0.007102022220873829,43.50106831393149
ind_alpha_power,4.452361731930452,0.014237097855318306,37.102846550764255
higuchi_fd,4.2866767216610295,0.016565205584595625,35.72214437921747
signal_coherence,3.6903381636307473,0.028689742178321376,30.75267888133927
wavelet_complexity,3.470002127905689,0.03520275882952021,28.91655355834895
energy_ratio,3.189103867716584,0.04575285130699172,26.57574531506765
microstate_var,3.101411411764682,0.04966949025244242,25.844978155357925
dfa,2.81914494301903,0.06476491021427747,23.492768225695453
ratio_theta_alpha,2.4312731590807983,0.09349520049352672,20.26051798474486
psd_gamma_low,1.4614652903216643,0.23717216214312345,12.178822312930581
zcr,1.0910535346877677,0.34012219759142676,9.092071649496766
spectral_entropy,1.06980706169929,0.34725833277047896,8.915018509051539
lempel_ziv,1.0167382502471218,0.3657584970688264,8.472780414644165
psd_gamma_high,0.9835846884426256,0.37782410423474155,8.19650198303745
ptp,0.8755811471353135,0.4200255556878514,7.296476544554743
dyn_conn_variance,0.8350459862814329,0.4370810246511705,6.958685065869117
psd_theta,0.7692484375928617,0.46628654888475396,6.410374641111691
energy,0.759844469710981,0.4706205802182841,6.332008596684646
hjorth_complexity,0.7497537825840066,0.47531688893866975,6.247919917775449
hjorth_activity,0.677118393705391,0.5105658065079439,5.642627749263822
variance,0.677118393705391,0.5105658065079439,5.642627749263822
total_power,0.6128078480827667,0.5440005702803364,5.106708960653268
kurtosis,0.5984158186330598,0.5517843469046917,4.986775924575576
hjorth_mobility,0.5250598023398233,0.5932629557739483,4.375478554780952
std,0.4092014732955099,0.6653703513451892,3.409996847998045
spectral_edge,0.355372993390062,0.7018595851670292,2.9614282117909445
psd_delta,0.29050146560127726,0.7485645826057414,2.4208345929482697
sample_entropy,0.1765801602988742,0.83841193345421,1.4714946776433266
psd_beta,0.019280882172905633,0.9809077250810486,0.16067329109724238
