feature,mutual_info,importance
wavelet_complexity,0.5794128382076271,100.0
lempel_ziv,0.3268436382988549,56.409457427612864
mean,0.19676670054147105,33.95967220024931
psd_gamma_low,0.17137133527087456,29.576723878090057
psd_beta,0.12097736490041266,20.879303481546533
kurtosis,0.11466666075842968,19.79014843943447
skewness,0.10844096401987446,18.715664698650613
spectral_edge,0.07503787388424765,12.95067505172513
total_power,0.06302059791331449,10.876631264896421
std,0.06294553743529341,10.863676688630338
dfa,0.05952011447862038,10.27248803508422
hjorth_activity,0.058887577081377485,10.163319346451154
variance,0.058887577081377485,10.163319346451154
sample_entropy,0.05501030137505736,9.494146098872758
zcr,0.04943469203695483,8.531859975674266
alpha_peak_freq,0.04680342792107717,8.077734015328394
hjorth_complexity,0.04003827170802965,6.910145766166526
hjorth_mobility,0.036772726202981554,6.34655012421461
energy,0.030271358230783196,5.224488695215231
dyn_conn_variance,0.024601407150373955,4.245920271024142
signal_coherence,0.021363909237711365,3.6871653213275555
psd_theta,0.01894379265229862,3.2694809992301708
psd_gamma_high,0.015016359271982527,2.5916511132950695
ind_alpha_power,0.013077860177910683,2.257088437730535
median,0.0,0.0
rel_alpha,0.0,0.0
ptp,0.0,0.0
psd_delta,0.0,0.0
psd_alpha,0.0,0.0
higuchi_fd,0.0,0.0
perm_entropy,0.0,0.0
ratio_theta_alpha,0.0,0.0
ratio_beta_alpha,0.0,0.0
phase_locking_value,0.0,0.0
spectral_entropy,0.0,0.0
energy_ratio,0.0,0.0
microstate_var,0.0,0.0
