feature,f_value,p_value,importance
psd_gamma_low,16.705614735543634,4.4212366756351317e-10,100.0
perm_entropy,9.83583880937982,1.4583925305156098e-06,58.87744309374403
psd_gamma_high,9.342033417709176,2.77341753394452e-06,55.92151839724064
ratio_beta_alpha,8.022138170732447,1.6153733381323636e-05,48.0206104218612
ratio_theta_alpha,7.990298311718359,1.6868708213674227e-05,47.830016663306814
rel_alpha,7.2351878289358975,4.7643136150756885e-05,43.309916716455696
ind_alpha_power,6.818303515348774,8.529529076538097e-05,40.81444246910494
higuchi_fd,6.597539338625772,0.00011641302926476982,39.49294559384603
energy_ratio,6.163371715508819,0.00021573571221669477,36.89401325887964
microstate_var,6.0116997700896135,0.0002680508187589659,35.9861032668187
psd_beta,5.825781148294252,0.0003501782653920936,34.87319228007247
phase_locking_value,4.501551175226979,0.002429290603871742,26.946336584964286
hjorth_mobility,4.4485463126260525,0.002628002818971012,26.62904887397601
spectral_entropy,4.199205570434992,0.003807722275952624,25.13649235248176
spectral_edge,3.9891364457234912,0.0052097934044449895,23.879016180326616
lempel_ziv,3.959046267023727,0.005449485346651887,23.698896028053838
hjorth_complexity,3.4867308567156106,0.011061826753593894,20.871610604649476
kurtosis,3.2532139801512208,0.01571196938233265,19.473775922950825
mean,3.1768007874208424,0.017624688322781076,19.01636568130435
zcr,2.7440274696864297,0.03376402506843147,16.425779674231986
dfa,2.5664813764343397,0.04404869137027573,15.362986738666827
wavelet_complexity,2.4607435883501565,0.051585422892291184,14.730039135372644
psd_alpha,1.9998525863470866,0.10207417936498793,11.971140350148913
ptp,1.8634803149635515,0.12456903882410364,11.15481438105193
median,1.7920366714348026,0.1381712902958148,10.727151917504615
skewness,1.3810235713500796,0.24759723546968535,8.266822821022865
variance,1.3688577911280062,0.25180201353414366,8.19399832210641
hjorth_activity,1.3688577911280062,0.25180201353414366,8.19399832210641
psd_theta,1.3660880021833992,0.2527681964680515,8.177418333950008
energy,1.3452312061053027,0.26015052719358306,8.052569315172383
alpha_peak_freq,1.1824073732039098,0.3246054276470096,7.077903997679089
std,1.1798135535904108,0.3257346553265718,7.062377363942108
sample_entropy,1.0103213204439911,0.4069470061889139,6.047794926662502
dyn_conn_variance,0.8690470600463219,0.4861352167405615,5.202125595517879
total_power,0.6416426452436251,0.6343017620265279,3.8408801795149548
psd_delta,0.37757167028072275,0.8240506276970752,2.260148316945104
signal_coherence,0.24598865699072625,0.9113279048741525,1.4724909013216345
