feature,f_value,p_value,importance
higuchi_fd,23.905088042813727,3.5677607421637186e-13,100.0
spectral_edge,18.92989190319537,4.301322931609814e-11,79.18771045432737
spectral_entropy,18.754140606164167,5.1473954864113114e-11,78.45250589571444
perm_entropy,17.024835589725132,3.1397325827020006e-10,71.21846010035125
ratio_beta_alpha,13.668971057604162,1.323450351173852e-08,57.1801745014417
microstate_var,13.208159168263952,2.2704944526067893e-08,55.25250166244231
psd_gamma_low,12.533320554253317,5.066061673375758e-08,52.429510118541664
ratio_theta_alpha,10.46674773511322,6.497952048377319e-07,43.784602325527516
psd_beta,8.721408144471035,6.300068111442322e-06,36.48348054126007
rel_alpha,8.666068286463858,6.782953976337283e-06,36.25198230160472
phase_locking_value,8.527929670798402,8.160119820375667e-06,35.67411948253435
psd_alpha,7.237790749029642,4.747117876066977e-05,30.27719762448415
ind_alpha_power,6.699506355254153,0.00010081257110699779,28.025441041067978
zcr,6.25095216926855,0.0001903867768302467,26.149044747600048
lempel_ziv,6.1190894754018865,0.00022983460653549262,25.597435426477706
psd_gamma_high,6.077002077588494,0.00024410376812615802,25.421375008971545
median,5.644550501509936,0.0004549267020042382,23.61233931203522
psd_delta,5.052351546778759,0.001078142456546938,21.135046805642624
total_power,4.972552903489277,0.0012121253074504463,20.80123233423568
energy_ratio,4.499384560735432,0.0024371070175158334,18.821869857484266
kurtosis,3.8334136590577352,0.00657652655722612,16.035973815248607
signal_coherence,3.7397942891732003,0.007566757449828192,15.644344344079693
hjorth_activity,3.652003658756068,0.008631420894040462,15.277097713321002
variance,3.652003658756068,0.008631420894040462,15.277097713321002
ptp,3.6388218360933746,0.008803810919254003,15.221955382788334
energy,3.6385002161956455,0.008808060015608713,15.220609979261047
std,3.543699536449729,0.010154843947893349,14.824038841032525
skewness,3.226655111773383,0.016351996574417216,13.49777547773295
hjorth_mobility,2.9543571200410605,0.024622266099441494,12.358695833915533
mean,2.9511386644138553,0.024741615212303333,12.345232358602493
hjorth_complexity,2.857374925903602,0.028483170191834325,11.952998963175027
wavelet_complexity,2.7412382125142036,0.03390554453516254,11.467174718640143
sample_entropy,2.4616795983692428,0.05151343442276278,10.297722367557919
alpha_peak_freq,2.1386099365750795,0.08322414500195759,8.94625417293948
dfa,1.9192005508796148,0.11485665118678465,8.028418667366335
dyn_conn_variance,1.8951640474669147,0.11895409952037153,7.927868929295298
psd_theta,1.7346354525430814,0.15010863672100888,7.256344128230651
