label_combination,best_model,n_samples,samples_m_et_s,samples_n_3_s,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,precision_m_et_s,recall_m_et_s,f1_m_et_s,precision_n_3_s,recall_n_3_s,f1_n_3_s,samples_p_af_s,precision_p_af_s,recall_p_af_s,f1_p_af_s
m_et_s_n_3_s,SVM,150,75.0,75.0,0.7533333333333333,0.757034632034632,0.7533333333333334,0.7524421249832731,0.7570346320346321,0.7533333333333333,0.7524421249832731,0.7878787878787878,0.6933333333333334,0.7375886524822695,0.7261904761904762,0.8133333333333334,0.7672955974842768,,,,
m_et_s_p_af_s,SVM,150,75.0,,0.7533333333333333,0.7611803519061584,0.7533333333333333,0.7514665711342976,0.7611803519061583,0.7533333333333333,0.7514665711342976,0.8064516129032258,0.6666666666666666,0.7299270072992701,,,,75.0,0.7159090909090909,0.84,0.7730061349693251
n_3_s_p_af_s,RandomForest,150,,75.0,0.66,0.6614060258249641,0.6599999999999999,0.6592579395127165,0.6614060258249642,0.66,0.6592579395127166,,,,0.6764705882352942,0.6133333333333333,0.6433566433566433,75.0,0.6463414634146342,0.7066666666666667,0.6751592356687898
