feature,f_score,p_value,selected
skewness,32.86582170687987,5.360144183299961e-08,True
mean,23.958714387808804,2.544940945632754e-06,True
dfa,14.645129696099334,0.000190928417893244,True
perm_entropy,10.16869471697715,0.0017436036177805579,True
microstate_var,8.717697886172328,0.003666181057043016,True
higuchi_fd,8.0800571520456,0.005108030381911004,True
phase_locking_value,7.416663425295731,0.007239735125628931,True
ratio_beta_alpha,7.365233849392446,0.007439415799810221,True
median,6.398425386164941,0.012469038275508333,True
rel_alpha,5.802894125950719,0.01722909535687383,True
ratio_theta_alpha,4.879548977440333,0.028713856714759393,True
psd_gamma_low,4.617953812970543,0.03326525441922849,True
hjorth_complexity,3.3744956827078805,0.06821873477413652,True
psd_alpha,3.173417225367776,0.07689662436070432,False
lempel_ziv,2.970368626056809,0.08689088561972624,False
ind_alpha_power,2.9341930251998054,0.08881604597083832,False
spectral_edge,2.921693086890744,0.08949207146651006,False
psd_gamma_high,2.5022153739367052,0.11582097889678004,False
total_power,1.7422645583977179,0.18889009537970797,False
wavelet_complexity,1.7280407494875847,0.19069478851236374,False
energy_ratio,1.496795099173746,0.22310946640358137,True
dyn_conn_variance,0.9831404507400205,0.32304302029143406,False
kurtosis,0.8176756420955611,0.36733018745000834,False
alpha_peak_freq,0.540145985401461,0.4635351929226199,False
hjorth_mobility,0.5059788883456963,0.4780043738145481,False
ptp,0.34944531489567304,0.5553290366772274,False
sample_entropy,0.2330770949559617,0.6299648763815098,False
psd_delta,0.23222966212001933,0.6305873283249565,False
zcr,0.2313709979212331,0.6312194602955561,False
psd_theta,0.21068947737523444,0.6469009471977495,False
std,0.19528298037597663,0.659200568147541,False
energy,0.17025765064642456,0.6804800408669635,False
variance,0.1338890444830878,0.7149558271904279,False
hjorth_activity,0.1338890444830878,0.7149558271904279,False
spectral_entropy,0.11616918337599413,0.7337103937415856,True
psd_beta,0.1026990720108922,0.7490663930505002,False
signal_coherence,0.09942272495998175,0.7529676471332449,False
