label_combination,best_model,n_samples,samples_m_et_s,samples_n_3_s,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,precision_m_et_s,recall_m_et_s,f1_m_et_s,precision_n_3_s,recall_n_3_s,f1_n_3_s
m_et_s_n_3_s,SVM,30,15,15,0.6333333333333333,0.6339285714285714,0.6333333333333333,0.6329254727474972,0.6339285714285715,0.6333333333333333,0.6329254727474972,0.6428571428571429,0.6,0.6206896551724138,0.625,0.6666666666666666,0.6451612903225806
