feature,min,max,mean,std,missing_pct
mean,-8.738861279443219,11.275808417615076,0.09595054322821679,1.5946558928839178,0.0
median,-5.265266022594688,3.4037238564851577,0.286134188292538,0.8632725570527412,0.0
variance,34.92663629518869,6491.890034980293,303.17787870928373,748.2001038249522,0.0
std,5.909876165808273,80.5722659168792,14.250568079223967,10.00495817725825,0.0
skewness,-3.531289570096078,2.827690260799306,-0.14206604137640375,0.7463845490351197,0.0
kurtosis,-0.1588801795244374,47.21958284127842,2.8533705923200725,4.7573822245793975,0.0
zcr,0.0315082644628099,0.0963345864661654,0.07496246013783199,0.010456262141557949,0.0
energy,35.087635745666525,6619.033890451053,305.7300126327389,756.9563624535386,0.0
ptp,44.35789766667949,1598.6479809,126.2193307837974,130.1255368222532,0.0
psd_delta,1.8224404642149976,182.68734426442003,11.834338852237366,13.882488901022251,0.0
psd_theta,0.9696794959927844,26.156343198510584,3.1788550130505513,1.8441830689867598,0.0
psd_alpha,0.8287877088250273,38.171102174513415,7.169002403736469,5.492239267486906,0.0
psd_beta,0.4290771037330788,3.1976786313874808,1.3341473881722958,0.45504538212949935,0.0
total_power,26.23314778220589,637.7082764094284,100.90909921096153,56.185440429383085,0.0
rel_alpha,0.0098752577952518,0.1634748058664963,0.07010509857070779,0.03145126844652479,0.0
ratio_theta_alpha,0.0969814592336835,3.534730112044369,0.6132481821496218,0.3974522706150369,0.0
ratio_beta_alpha,0.0571019901590823,0.7267074496117448,0.2521113333038395,0.11967094398362414,0.0
spectral_edge,1.953125,26.3671875,21.52613589638158,4.0900291796043975,0.0
sample_entropy,1.77662487788347,4.389154494975364,2.539994953251752,0.42077968980084074,0.0
perm_entropy,0.6442598293788725,0.7343828983910827,0.6952766615856917,0.019076046791230202,0.0
higuchi_fd,1.2134224341884456,1.4531113943719445,1.3124157659450306,0.04381202160365253,0.0
hjorth_activity,34.92663629518869,6491.890034980293,303.17787870928373,748.2001038249522,0.0
hjorth_mobility,0.0572656658771066,0.3167379254141141,0.2355708844744931,0.04780933021954244,0.0
hjorth_complexity,1.5042906838988856,8.024654383636046,2.258838845176454,0.8403593220322617,0.0
spectral_entropy,1.2572549199900886,4.679676704375376,3.972871408938906,0.6487285489076366,0.0
lempel_ziv,39.0,263.0,118.54276315789474,44.42784822189924,0.0
phase_locking_value,0.1604969148733563,0.6478223895704396,0.3543023617280305,0.08444246951038413,0.0
alpha_peak_freq,8.30078125,12.6953125,11.074668482730264,0.8847269613342843,0.0
ind_alpha_power,1.0517935367204312,53.16772226607291,9.695620177611879,8.520994512544108,0.0
wavelet_complexity,6.22587759273658,9.068857180862809,7.735624423135532,0.5665244322253047,0.0
signal_coherence,0.2246254574796553,0.4565226073149551,0.3248863673233055,0.041770297269304764,0.0
dyn_conn_variance,0.0023465287694022,0.026134139983605,0.009398149113867634,0.003731924339063325,0.0
psd_gamma_low,0.0327095667493995,0.1928927864165782,0.07803392458173701,0.02767253547302112,0.0
psd_gamma_high,5.508875213494727e-07,0.0042479577375155,0.0001246809289797333,0.000521990207033573,0.0
dfa,0.7010586768517477,1.6000017303716378,0.9399436964089783,0.1577952147596233,0.0
energy_ratio,0.0113874299372592,3.618819600052443,0.9600832882915038,0.5064084667692494,0.0
microstate_var,0.1606955048141973,0.3244533593791309,0.25009267946301317,0.03853901747004595,0.0
