channel,mean,median,variance,std,skewness,kurtosis,zcr,energy,ptp,psd_delta,psd_theta,psd_alpha,psd_beta,total_power,rel_alpha,ratio_theta_alpha,ratio_beta_alpha,spectral_edge,sample_entropy,perm_entropy,higuchi_fd,hjorth_activity,hjorth_mobility,hjorth_complexity,spectral_entropy,lempel_ziv,phase_locking_value,alpha_peak_freq,ind_alpha_power,wavelet_complexity,signal_coherence,dyn_conn_variance,psd_gamma_low,psd_gamma_high,dfa,energy_ratio,microstate_var,label,session
O1,0.074827008827874,-0.0928291316214994,264.1144370755042,16.251597985290683,-0.0372391507591312,1.399077630054996,0.0736464968152866,264.12003615675434,130.07522465120564,19.2242105882513,2.7215273933553576,3.562729492195196,1.3951320878361155,107.9220368880062,0.0330120668116405,0.7638883051091462,0.3915907988221965,22.4609375,2.7881912415034287,0.7161282508357707,1.3845652994876825,264.1144370755042,0.1929383774658743,2.789027138497924,3.482641911279177,91,0.2906864527984806,11.71875,3.946656966570684,7.549233970851405,0.3005694043456339,0.0134049801413856,0.0955166743307637,5.629121683045731e-05,1.069192853891296,0.3469146182386388,0.2302580256309851,a_c_b,a_c_b
Oz,-0.6714135066205529,0.2922317985916152,292.2067066394802,17.094054716171943,-0.5484074602340123,2.0388115012423045,0.0672770700636942,292.6575027363527,144.09737931811446,18.49294481354198,2.1579957067624296,4.406690883830322,1.192116585215394,103.19567933687404,0.0427022808720996,0.4897088912410137,0.2705242134386333,20.5078125,2.838730725643813,0.7104519008384128,1.359644154721129,292.2067066394802,0.185418586499633,2.822798391313995,3.295215824284815,83,0.372580767883386,11.71875,5.733576102634193,7.389881008735588,0.318522325692102,0.0060165307102415,0.080870221815565,9.696723572954252e-05,1.1053488005481094,0.3045318707185179,0.2235844010227571,a_c_b,a_c_b
O2,-0.8826129077514336,0.2797616056718084,289.49268812526367,17.014484656470312,-0.3181328872976096,1.265378542504509,0.0704617834394904,290.27169367019303,126.93165744401036,17.160172626671066,2.66999974308502,9.796681285115705,1.5991677206303334,130.1322609641621,0.075282494998021,0.2725412479368502,0.1632356584938596,20.5078125,2.8340650198991457,0.6851961243713216,1.287184528205293,289.49268812526367,0.2053893277154838,2.3820216564292074,3.787304216788449,89,0.4190043968169445,11.23046875,13.81532206559047,7.405416184303437,0.3812212293517427,0.005058273334599,0.071993865013559,4.842895127990309e-05,1.01313684344374,0.2614824025566805,0.1880633247342657,a_c_b,a_c_b
PO3,-0.2708901349858443,0.0912762145152327,238.82353158499564,15.453916383396011,0.1370978182092813,1.4132098774682378,0.0736464968152866,238.89691305022825,114.34905210253952,17.310219706976124,2.1023142444989595,7.299015223717211,1.7171954097197228,120.44549436874809,0.0606001516451169,0.2880271077758216,0.235263985220899,20.5078125,2.73786245882612,0.692202465463851,1.2994055368321251,238.82353158499564,0.2098524087226824,2.30441732007736,3.706205310317311,89,0.4771053406239944,11.71875,11.40082294139309,7.49476899529137,0.3629725831735875,0.0065032048297749,0.078834179003458,1.9212280925729736e-05,0.9714421185451364,0.3336972824931164,0.1933074454575123,a_c_b,a_c_b
PO4,-0.4842201489860702,0.0153604848963482,442.62752026026425,21.03871479582972,-0.1755269018358118,1.54450507610487,0.0772292993630573,442.8619894129483,175.88573672289365,22.84878976393496,2.1877924549680325,20.59285644490797,2.191948146838333,199.12403153439885,0.103417233400834,0.106240358680741,0.106442161275802,18.5546875,3.0463643021601703,0.6712152370248168,1.2602271969464918,442.62752026026425,0.2020188177880598,2.2756191700932407,3.512959025385251,94,0.5444977993628717,11.71875,34.550775369428536,7.362819530281758,0.3015247159933297,0.0089175480132459,0.0693986993885857,9.152363340078454e-05,0.9989571485944004,0.4314991423243173,0.1769496294025323,a_c_b,a_c_b
TP7,0.5847488525908752,0.42383809249975,177.07411690486376,13.30691988797046,0.1824634474106669,4.591062424548205,0.0656847133757961,177.4160481254701,118.18632320980714,19.19974979556381,1.2113188276996223,1.1606788857409935,0.686843499470791,79.45042323092814,0.014608844591896,1.0436295883217517,0.5917601396120001,16.6015625,2.5882841922587057,0.7243694074239725,1.3564643777639334,177.07411690486376,0.1525540455118495,3.481852593222833,2.7532622290931084,81,0.3928702321882454,11.71875,1.4927511381377023,7.425020164054453,0.3108789569807043,0.0126794151114603,0.0598402969687576,2.092128909453637e-05,1.1470817848184596,0.1669940586634844,0.2934913601555293,a_c_b,a_c_b
TP8,0.3979483086427115,1.4766232556628438,263.3678784798993,16.22861295613089,-0.030983515396496,2.6574735587692446,0.0772292993630573,263.52624133625096,121.88023320358592,22.29179250836954,4.095430656815142,5.8462434251845705,2.010086591618069,142.82363250223273,0.0409333058035278,0.7005234573662739,0.3438253328554496,20.5078125,2.7867759161511416,0.7045131104500638,1.3226207065359157,263.3678784798993,0.2119494588204482,2.3904387132002904,3.467397283829434,98,0.2523942859179692,11.71875,10.88433831011181,7.43644996642292,0.3055456989283823,0.0138462048128256,0.1018328561099195,9.090596360641382e-06,0.9846782026287796,0.2762581973818379,0.2814515783811926,a_c_b,a_c_b
Fz,1.8713446345530755,3.4037238564851577,364.0647785383085,19.08048161180185,-0.1782972933881613,1.2686280441842186,0.0477707006369426,367.56670927957913,136.01523646814462,48.73089009855147,6.470515323371435,5.678919283935163,1.755715042331318,226.39327948684448,0.0250843103505868,1.1393920215903723,0.309163584574618,16.6015625,2.9486659074155077,0.6947471435688336,1.2984129103693054,364.0647785383085,0.1685964452816944,2.9387174325994283,3.184106185457928,74,0.3494845019356767,10.25390625,6.84922517720724,7.478817923838751,0.3734524334191348,0.0059824358365864,0.0905177964307567,6.665361911268632e-06,1.131053383099626,0.3772197963838876,0.3072995724076343,a_c_b,a_c_b
O1,-0.2067605383506901,0.5104610393784128,4424.214664716465,66.51477027485298,0.6894396080820724,10.078639895929973,0.063701923076923,4424.257414636686,628.5055668754103,182.68734426442003,10.181444322279589,6.297533627708809,1.3183517675674854,637.7082764094284,0.0098752577952518,1.6167352052685804,0.209344140977161,2.9296875,4.197424032396957,0.6929368150140967,1.2999775853958404,4424.214664716465,0.0572656658771066,8.024654383636046,1.6790436608094346,79,0.486340321761743,10.7421875,9.686230254001549,7.266755946235315,0.3481072583333823,0.0106047440209016,0.1928927864165782,1.961372210464985e-05,1.4151106023594024,0.0113874299372592,0.2711910662761734,a_pu_b,a_pu_b
Oz,-2.1065298909552905,-1.2053841746153466,325.8815975800021,18.052190935728607,-0.057096130460906,2.020370576353515,0.0689102564102564,330.3190657614902,136.74649371488636,17.232187171626716,2.937576527726586,5.254318345438845,1.3464988345958546,108.70112003026728,0.0483372972051788,0.5590785206755944,0.2562651796240552,19.53125,2.8932670588991027,0.7082533606640641,1.3493407666154429,325.8815975800021,0.1744804529107365,3.088223865875974,3.2206035303833063,94,0.2857406004272622,10.7421875,8.515359890035764,7.41132648297068,0.3106889224802299,0.0092012006640435,0.1612982229570418,1.7845815771544336e-05,1.1384320103792698,0.1215371573330397,0.2752295956717991,a_pu_b,a_pu_b
O2,-1.5623449995638532,-0.2686328025080228,237.0649927885181,15.39691504128402,-0.5194515649482601,2.6911839104799977,0.0765224358974359,239.50591468618032,154.6666002604702,22.14803449399324,3.2703883391739104,13.329851130633912,1.498058640901303,159.81011689743443,0.0834105586643739,0.2453432005446848,0.1123837487921038,20.5078125,2.7341671673644035,0.6796768384887213,1.28427977393082,237.0649927885181,0.2298323619979913,2.167211585082036,3.63921451844718,97,0.3991096313298937,10.7421875,21.122125303049568,7.46487773198395,0.3335282355881745,0.0065822986668709,0.1602461880191304,2.442177011850842e-05,0.9699516914571208,0.3269105712473184,0.2211799733730469,a_pu_b,a_pu_b
PO3,-1.3138452357553037,-0.0034685066853796,195.9386394007246,13.997808378482848,-0.4262856303485723,2.0072267061029425,0.0761217948717948,197.66482870424156,128.7593483065998,14.315229272917335,3.2657719545074637,13.17863512179597,1.4698343008871764,135.18033353993488,0.0974892928334338,0.2478080563218755,0.111531603030441,21.484375,2.6389007729739675,0.6751271734098688,1.279850700907103,195.9386394007246,0.2399979177891525,2.0297427804959915,3.991246399345979,95,0.443468069818717,11.71875,15.426984420509871,7.482838542949565,0.3430951291846267,0.0060959822898686,0.1810735417165587,4.350146190215083e-05,0.9347905328729028,0.2982159849978795,0.2205804474323319,a_pu_b,a_pu_b
PO4,-1.34368650227653,-0.7979800702924251,279.73495196469344,16.725278830700955,-0.0580368463617005,1.3327333267356432,0.078525641025641,281.5404453810935,151.86121886357307,20.20839795585376,4.140896997341998,23.36766235827268,1.54283201927572,198.43040763698295,0.117762507453104,0.1772063004785768,0.0660242345006976,19.53125,2.816921277373139,0.662811297824818,1.2465293054926,279.73495196469344,0.2437729133016611,1.883182660815328,3.746877104506666,92,0.4505219498994262,10.7421875,39.4914074470374,7.474038377528636,0.3625890476806027,0.0068687793061354,0.1681712271780117,2.752182958530897e-05,0.8664125845821254,0.384421701373998,0.2107379411607567,a_pu_b,a_pu_b
TP7,-0.2888969260012571,-0.1408858992294881,112.81312747707712,10.621352431638693,0.7600017144624293,5.648519184121154,0.0749198717948717,112.8965889109301,108.10464023595614,13.054885407675483,1.427491063045954,1.454379016899181,0.6780120287436551,62.89635306019279,0.0231234236348698,0.9815124162678354,0.4661866135756107,20.5078125,2.3628663553271183,0.7220176252724319,1.3670833454024942,112.81312747707712,0.1970474939857745,2.739150982000837,3.3065580310106206,88,0.4222703213440869,9.27734375,1.9442466667270828,7.491658637176568,0.3655843829800383,0.0044792588079573,0.0898748078757625,1.0674103121700111e-05,1.0048519111894627,0.1854114759494622,0.2497160513531695,a_pu_b,a_pu_b
TP8,-0.4077256958549179,-0.5412613974585838,229.0648732284608,15.13488927043937,0.3639602723580744,3.1383057227868623,0.0701121794871794,229.2311134715212,151.15648498813175,21.47518246826699,4.942276529456064,6.986754995922804,2.105781106761805,150.0457334280289,0.0465641697121236,0.7073779647833913,0.3013961571560268,21.484375,2.717002626327948,0.6982294977119161,1.3113904603810127,229.0648732284608,0.2344381667954848,2.1840140167185047,3.8794115463318586,93,0.3486212473388403,10.25390625,9.765916300133169,7.464529299791223,0.3388291250294138,0.0106940843074876,0.1827563278312628,5.532049612417623e-06,0.9580816557619168,0.4807372250277693,0.278485574041182,a_pu_b,a_pu_b
Fz,0.16217997761535,0.8435316227664487,218.90397457263128,14.79540383269856,-0.029137751857733,2.41247987313722,0.0665064102564102,218.93027691777067,141.49965528028542,22.394072206026635,4.130852216568645,7.962628083433765,1.698574373820614,146.1304765468606,0.0544898522990879,0.5187800024420174,0.2133183109926351,20.5078125,2.6943165807009266,0.6934707763847718,1.2935249380526403,218.90397457263128,0.2206425918081795,2.2526873334141477,3.585509739263351,88,0.4124694422917201,10.7421875,10.3981796984959,7.487552288292133,0.4469814802983191,0.0104389677354213,0.1045436147745531,2.4109310749701933e-05,0.9689037587031948,0.3719217236299672,0.2513855629617872,a_pu_b,a_pu_b
