feature,f_score,p_value,selected
lempel_ziv,1760.6419816259352,0.0,True
wavelet_complexity,1587.5303220287835,0.0,True
dfa,226.84845457441094,5.6101050037578336e-86,True
spectral_entropy,68.07265325395649,6.267085035153869e-29,True
sample_entropy,66.16586639037898,3.566106963306031e-28,True
std,59.41596253089495,1.7401904589832285e-25,True
kurtosis,54.210947583450995,2.1388351488790064e-23,True
energy,38.92989829758485,3.5466882791671595e-17,True
variance,38.674776142224765,4.516045772038816e-17,True
hjorth_activity,38.674776142224765,4.516045772038816e-17,True
ind_alpha_power,36.80367822347896,2.6636974171159104e-16,False
psd_alpha,34.94573946395575,1.5586360787970348e-15,False
total_power,32.10807052894388,2.3354832066323724e-14,False
psd_gamma_high,30.659509345534627,9.338554757479004e-14,False
hjorth_complexity,29.1185546432781,4.091617233215852e-13,False
hjorth_mobility,23.926562593492058,6.078744599510671e-11,False
rel_alpha,22.888667033488577,1.659087759407612e-10,False
ratio_beta_alpha,21.679290878534633,5.355083227586838e-10,False
ratio_theta_alpha,16.573781415228137,7.702688628283087e-08,False
spectral_edge,16.55816532283033,7.821072697906612e-08,False
phase_locking_value,15.575755852128479,2.04302699921647e-07,False
psd_delta,13.75056358635778,1.2205501781640679e-06,False
zcr,13.615021959932134,1.3940658525276208e-06,False
perm_entropy,10.599128677524655,2.7016498112358316e-05,False
skewness,10.432892473306152,3.18234789237866e-05,False
microstate_var,10.2185858054286,3.930577333647558e-05,False
psd_beta,7.581661672300782,0.0005310911087745272,False
energy_ratio,6.831420644739106,0.0011159593226765657,False
dyn_conn_variance,6.509537480586684,0.0015350076997395744,False
ptp,6.08309508824869,0.002342330616550321,False
mean,4.994163329492981,0.006899596220182344,False
psd_theta,3.229686393674458,0.03986725511421621,False
alpha_peak_freq,2.9630982199560525,0.051985258923750506,False
higuchi_fd,2.4001473458580267,0.09108068662735659,False
signal_coherence,2.3188216416899277,0.09877021827582004,False
median,1.2453439995160513,0.2881630575543883,False
psd_gamma_low,0.00846011326767737,0.9915756238779302,False
