Timestamp,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6,Channel7,Channel8
26783.3665009,27674.77,16163.06,13559.34,15130.71,16733.6,39751.58,25849.58,51898.91
26783.3705009,27710.25,16244.79,13537.07,15111.59,16787.67,39743.14,25831.85,51879.98
26783.3745009,27704.62,16242.98,13504.27,15099.57,16772.13,39758.35,25828.36,51893.57
26783.3785009,27671.86,16169.84,13507.65,15103.87,16714.53,39771.13,25843.77,51915.08
26783.3825009,27655.18,16120.05,13552.14,15123.04,16695.5,39771.28,25862.6,51921.18
26783.3865009,27680.83,16165.64,13576.27,15123.89,16745.24,39754.59,25859.07,51896.67
26783.3905009,27709.63,16242.17,13545.85,15102.53,16794.64,39748.24,25840.95,51879.94
26783.394500899998,27702.19,16240.5,13510.61,15091.71,16778.09,39760.64,25838.62,51894.38
26783.3985009,27670.82,16168.79,13515.76,15100.29,16724.06,39773.23,25847.72,51918.75
26783.4025009,27656.99,16115.38,13557.82,15119.65,16698.55,39770.8,25863.51,51927.19
26783.4065009,27682.69,16161.59,13579.23,15122.7,16744.66,39753.39,25862.17,51903.54
26783.4105009,27709.87,16239.45,13545.94,15106.97,16792.06,39743.57,25834.9,51886.52
26783.4145009,27703.15,16237.64,13504.65,15095.14,16770.17,39756.92,25828.03,51899.11
26783.4185009,27676.54,16168.07,13505.27,15107.06,16712.62,39775.14,25847.34,51923.42
26783.4225009,27664.33,16118.67,13544.42,15134.24,16691.54,39779.14,25865.75,51935.87
26783.4265009,27689.65,16163.97,13565.02,15141.06,16741.18,39763.26,25859.88,51911.41
26783.4305009,27719.41,16242.55,13532.16,15123.7,16789.72,39752.87,25840.09,51893.15
26783.434500900003,27710.73,16240.36,13493.06,15111.31,16769.36,39764.74,25831.23,51910.88
26783.438500900003,27681.88,16171.03,13498.98,15121.37,16714.29,39778.19,25844.53,51938.68
26783.4425009,27668.77,16121.25,13538.17,15142.25,16691.02,39776.71,25863.84,51948.74
26783.4465009,27698.09,16167.69,13564.35,15147.97,16741.95,39761.36,25862.12,51927.76
26783.450500900002,27733.23,16248.04,13536.6,15130.33,16793.78,39755.25,25845.24,51910.22
26783.454500900003,27723.12,16245.65,13498.93,15116.5,16776.28,39767.56,25841.19,51925.52
26783.4585009,27690.37,16173.89,13500.26,15123.8,16721.63,39782.91,25848.3,51949.6
26783.4625009,27675.49,16121.96,13540.56,15144.78,16701.8,39782.39,25864.89,51959.33
26783.466500900002,27691.75,16161.83,13570.31,15143.01,16758.06,39761.36,25869.04,51938.02
26783.470500900003,27722.27,16240.46,13547.8,15122.37,16813.9,39753.58,25854.59,51921.52
26783.474500900003,27717.12,16242.89,13513.57,15111.26,16797.12,39766.98,25848.92,51934.44
26783.4785009,27692.8,16181.33,13521.1,15126.85,16746.24,39784.58,25860.26,51958.04
26783.4825009,27669.96,16125.35,13559.72,15141.39,16717.63,39780.48,25874.05,51959.71
26783.486500900002,27691.46,16166.21,13580.66,15138.77,16762.64,39763.07,25870.47,51931.44
26783.490500900003,27719.64,16243.22,13551.67,15118.7,16811.99,39756.4,25849.54,51912.36
26783.4944009,27711.97,16239.93,13513.85,15109.25,16788.68,39766.13,25838.95,51925.0
26783.4984009,27683.17,16171.17,13515.57,15122.8,16733.41,39779.81,25846.91,51951.32
26783.5024009,27668.72,16120.24,13557.58,15142.59,16710.57,39779.43,25863.32,51961.48
26783.506400899998,27687.27,16158.87,13575.03,15136.2,16750.05,39757.88,25851.54,51935.49
26783.5104009,27714.21,16233.35,13539.75,15111.5,16792.59,39745.86,25829.08,51912.03
26783.5144009,27707.72,16228.82,13497.64,15099.81,16768.74,39760.07,25821.59,51923.47
26783.5184009,27680.21,16159.87,13499.88,15112.74,16712.95,39775.28,25833.09,51951.46
26783.522400899998,27659.51,16103.17,13536.55,15130.47,16685.15,39773.14,25846.77,51959.09
26783.5264009,27684.12,16148.81,13558.06,15131.67,16730.64,39756.64,25845.58,51938.21
26783.5304009,27717.02,16228.63,13528.25,15112.78,16777.23,39750.34,25829.51,51921.9
26783.5344009,27712.01,16228.44,13488.15,15099.62,16752.48,39763.22,25827.55,51936.49
26783.5384009,27681.16,16158.92,13489.3,15111.26,16700.22,39777.67,25837.57,51957.95
26783.542400899998,27660.99,16100.12,13526.39,15126.04,16674.81,39775.09,25853.06,51958.95
26783.5464009,27678.87,16138.22,13546.8,15120.89,16719.53,39754.35,25849.49,51933.82
26783.5504009,27709.39,16220.38,13524.72,15102.29,16776.95,39748.63,25830.65,51917.32
26783.5544009,27706.05,16229.54,13497.54,15099.0,16772.18,39767.08,25830.7,51933.01
26783.5584009,27679.49,16168.26,13505.94,15115.45,16728.21,39781.38,25846.58,51957.71
26783.562400900002,27661.95,16115.43,13546.75,15133.19,16706.99,39775.76,25861.22,51962.29
26783.566400900003,27688.36,16162.64,13578.94,15136.86,16757.73,39756.06,25859.79,51933.39
26783.5704009,27717.55,16244.51,13550.95,15116.26,16807.94,39744.86,25839.52,51911.03
26783.5744009,27711.59,16244.08,13510.61,15104.34,16785.48,39752.87,25829.27,51919.18
26783.5784009,27687.08,16176.99,13517.57,15118.98,16732.98,39769.94,25842.72,51945.84
26783.582400900003,27673.44,16126.3,13559.44,15141.44,16708.57,39774.18,25862.03,51957.33
26783.5864009,27698.23,16167.83,13581.52,15142.87,16752.63,39757.64,25860.79,51941.31
26783.5904009,27723.79,16245.89,13547.42,15122.46,16798.07,39747.53,25836.47,51919.51
26783.5944009,27710.77,16242.94,13504.55,15110.02,16772.75,39762.64,25823.98,51927.43
26783.598400900002,27679.26,16170.65,13502.36,15120.51,16711.9,39778.81,25840.24,51949.94
26783.602400900003,27660.42,16112.14,13536.69,15135.67,16681.72,39774.57,25853.21,51949.08
26783.6064009,27682.4,16153.43,13558.58,15136.63,16728.31,39758.73,25850.11,51928.0
26783.6104009,27711.39,16230.87,13527.68,15116.07,16778.61,39752.15,25828.03,51915.22
