label_combination,best_model,n_samples,samples_m_et_s,samples_n_3_s,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,precision_m_et_s,recall_m_et_s,f1_m_et_s,precision_n_3_s,recall_n_3_s,f1_n_3_s,samples_p_af_s,precision_p_af_s,recall_p_af_s,f1_p_af_s
m_et_s_n_3_s,SVM,110,55.0,55.0,0.7363636363636363,0.7364417989417988,0.7363636363636363,0.7363418464335896,0.7364417989417988,0.7363636363636363,0.7363418464335896,0.7407407407407407,0.7272727272727273,0.7339449541284404,0.7321428571428571,0.7454545454545455,0.7387387387387387,,,,
m_et_s_p_af_s,RandomForest,110,55.0,,0.8454545454545455,0.8511424731182795,0.8454545454545455,0.8448261555057671,0.8511424731182796,0.8454545454545455,0.8448261555057671,0.8064516129032258,0.9090909090909091,0.8547008547008547,,,,55.0,0.8958333333333334,0.7818181818181819,0.8349514563106796
n_3_s_p_af_s,SVM,110,,55.0,0.7181818181818181,0.7241847826086957,0.7181818181818183,0.7162825526250104,0.7241847826086957,0.7181818181818181,0.7162825526250104,,,,0.6875,0.8,0.7394957983193278,55.0,0.7608695652173914,0.6363636363636364,0.693069306930693
