feature,f_score,p_value,selected
dfa,17.198171765335175,6.727474236860011e-05,True
energy_ratio,12.325505396581669,0.0006531409029615275,True
spectral_entropy,9.902950253150808,0.0021329411901579837,True
microstate_var,8.447954779840288,0.004435097701588012,False
skewness,7.861519787999154,0.005988643985253657,True
ratio_theta_alpha,4.539909969949531,0.03538266866394274,False
ratio_beta_alpha,4.313423221406231,0.04018535713275374,False
alpha_peak_freq,4.1041420118343215,0.045243644387522715,False
mean,3.715687839670353,0.05652996276243535,True
perm_entropy,3.17304924809965,0.07767356451271558,False
hjorth_complexity,2.8139127088984606,0.09634209395150105,False
rel_alpha,2.6281040459037843,0.10790306153368465,False
ind_alpha_power,2.306335374257224,0.1317695285034446,False
hjorth_mobility,2.041648147799864,0.15592966417319748,False
psd_gamma_high,1.9823374435102814,0.16201635108543128,False
higuchi_fd,1.7702900277061553,0.18614871785956003,False
median,1.0118034499998971,0.31671954516699463,False
psd_alpha,0.7123314966882518,0.40053649136936087,False
kurtosis,0.6976774867528968,0.40540919240571427,False
psd_beta,0.6963682933946741,0.40584875214364236,False
wavelet_complexity,0.5422335592447698,0.46310500154248246,False
psd_delta,0.45885455047250623,0.4996082871696035,False
zcr,0.4225536801731387,0.5170458780841856,False
phase_locking_value,0.4015395489597881,0.527634970057516,False
psd_gamma_low,0.38659082700380054,0.5354071925089149,False
total_power,0.37524967650393476,0.5414442562657336,False
sample_entropy,0.2652337604800286,0.607599549483332,False
ptp,0.26402059718872817,0.608421002931991,False
std,0.15470227513136822,0.69485696095501,False
lempel_ziv,0.11134061481546748,0.7392699883697371,False
dyn_conn_variance,0.09505906353346856,0.7584353973959033,False
psd_theta,0.08801049651540425,0.7672915719464238,False
variance,0.0601337447088138,0.8067500339151628,False
hjorth_activity,0.0601337447088138,0.8067500339151628,False
energy,0.054897915219498265,0.8151933279502653,False
signal_coherence,0.046358971138183054,0.8299306723588122,False
spectral_edge,0.042372881355932084,0.8372981513529559,False
