feature,min,max,mean,std,missing_pct
mean,-3.9681361496909857,3.5193632721309647,0.17839608074624444,1.1489567487753243,0.0
median,-1.9910297233842869,3.3295499465164085,0.6000551739628929,0.8155908519119768,0.0
variance,39.86006295809108,4752.551067677716,225.23997932598684,390.79193762058713,0.0
std,6.313482633071154,68.93874866631766,13.265952232153534,7.0181543656582175,0.0
skewness,-2.377670186256948,2.338783654269683,-0.30922448675483616,0.6441114614801262,0.0
kurtosis,-0.2130063389188854,47.21958284127842,2.916993947685805,5.4527079820188975,0.0
zcr,0.0267857142857142,0.0885632780082987,0.07071706896720921,0.01038921211807177,0.0
energy,39.99800009949603,4752.622635776301,226.59190609816883,391.2111111975922,0.0
ptp,42.97089327055846,1598.6479809,118.96480402664818,129.76736792049036,0.0
psd_delta,2.9242603492955563,144.0212228750221,10.719494596780672,14.540805920574458,0.0
psd_theta,1.1196071024515657,26.156343198510584,3.2301871977033163,2.124451770999776,0.0
psd_alpha,1.4936779159101845,41.11543645439333,9.666903567720679,7.240673989551585,0.0
psd_beta,0.4314325981887043,2.5780771160541054,1.168924812398728,0.40502391518431285,0.0
total_power,30.697400342797323,539.228119501197,104.78749347521511,59.749912808264746,0.0
rel_alpha,0.0096285372602576,0.1829988756734256,0.09118907447513316,0.04000735662037858,0.0
ratio_theta_alpha,0.0831867072438455,3.534730112044369,0.5107592846991568,0.41989917256191284,0.0
ratio_beta_alpha,0.0347868189477119,0.4983398281724406,0.17284639387044276,0.09509970340919198,0.0
spectral_edge,3.90625,25.390625,19.803560697115383,3.175869382091008,0.0
sample_entropy,1.842687447147769,4.233218409871154,2.499759399212787,0.3766737425265222,0.0
perm_entropy,0.6137579395728077,0.732411838152658,0.6708638928052283,0.024887886881625174,0.0
higuchi_fd,1.173141419982455,1.404685981207725,1.2536221894708999,0.040861344184697015,0.0
hjorth_activity,39.86006295809108,4752.551067677716,225.23997932598684,390.79193762058713,0.0
hjorth_mobility,0.0696766298890251,0.3024684294280219,0.23619992996026756,0.046255485740630806,0.0
hjorth_complexity,1.3987962773237674,6.521582128297711,2.0695934668062863,0.8218569219674011,0.0
spectral_entropy,1.5035326654730148,4.595532096354101,3.922129431386871,0.5788907680706463,0.0
lempel_ziv,43.0,263.0,113.03846153846153,44.179686220662695,0.0
phase_locking_value,0.1991509733107907,0.6401704308647328,0.37006980920825094,0.08437596837147279,0.0
alpha_peak_freq,8.30078125,12.6953125,10.824350210336538,0.7962406799238552,0.0
ind_alpha_power,1.4894065561923058,58.38993197659645,13.85638808154858,11.75536833251545,0.0
wavelet_complexity,6.82434412842943,9.068857180862809,7.699867356411615,0.5711511547752383,0.0
signal_coherence,0.1915431145610215,0.4884417988807676,0.3423784111412876,0.047504273985875006,0.0
dyn_conn_variance,0.0016937883753416,0.022574633885807,0.00876898013759176,0.0035416280877457154,0.0
psd_gamma_low,0.0222018740273113,0.2645173310120126,0.05499079985171169,0.030237748485438826,0.0
psd_gamma_high,6.679066582426538e-07,0.0024854241247872,5.0962827489905195e-05,0.0001790810890512406,0.0
dfa,0.6958432767081139,1.4845841972555458,0.8972690067200753,0.15015547676996646,0.0
energy_ratio,0.0599885702929318,2.6275312141346028,1.0243987759065691,0.4612099421440944,0.0
microstate_var,0.1196587449457733,0.3215829331157592,0.23678262206172468,0.04343817288072186,0.0
