feature,anova_score,mi_score,rf_score,ensemble_score,importance
hjorth_mobility,0.7280592817549022,0.8497266944965078,1.0,0.8733357928754231,100.0
rel_alpha,0.9437026063406813,0.7529742566908761,0.43386520192067474,0.6825491396777371,78.15426153902058
psd_delta,0.5399861353144069,0.8797636767973408,0.5676665086928306,0.6529915471106565,74.76981390636792
hjorth_complexity,0.8817571717504749,0.5301829885713168,0.5470436619411481,0.6423995128729967,73.55698897418623
kurtosis,0.4344961788264024,1.0,0.5253054700792612,0.6404710416796252,73.33617228384742
dfa,0.9071846102568276,0.3904834091356774,0.4350023090930717,0.5633013294549802,64.4999705783652
lempel_ziv,0.8605677627312747,0.6976745421228416,0.19123010083623904,0.5439647317907305,62.2858625775257
wavelet_complexity,1.0,0.08507248671686927,0.5073809577777404,0.528474129126157,60.51213444329095
psd_alpha,0.8288955270054277,0.3338151260359413,0.39277602809242784,0.5059236071493818,57.93002087818348
spectral_entropy,0.3835721879254126,0.46661867858400735,0.6253009811622178,0.5051776524177131,57.84460645480198
energy_ratio,0.13243549888015183,0.8497477344113006,0.35340356839362835,0.43601639734488706,49.925401077324516
ptp,0.46508086824522865,0.2649222628131712,0.48247585721077824,0.41199128220183123,47.17444144197577
phase_locking_value,0.15066575076131794,0.4173260545035232,0.6031072656342142,0.411640447833138,47.13426968083243
ratio_theta_alpha,0.3025109515055438,0.519659329708112,0.36000970841636404,0.39065496773064234,44.73135887908894
variance,0.5560068290642473,0.3279917451747832,0.27697986275114816,0.3759915173721684,43.05234257423842
psd_gamma_low,0.4735734834980487,0.09456207273078347,0.5100424847190527,0.37445766075627074,42.876710631930465
hjorth_activity,0.5560068290642473,0.3279917451747832,0.23648780741667383,0.3597946952383787,41.19774984302076
ratio_beta_alpha,0.27534320901150744,0.10043162451607271,0.5981818078718392,0.35200517320700975,40.30582235133715
energy,0.5546596360243236,0.4041287679493456,0.1325941247377796,0.34067417108721254,39.00838301445959
perm_entropy,0.24614564129391459,0.5270425864743724,0.1995785367491393,0.3117878830301418,35.70080209395664
sample_entropy,0.2973846118759757,0.29640031311245063,0.32588523196036084,0.30848957028067225,35.32313375877825
std,0.457408516927596,0.31395110870263526,0.16654064363018672,0.29802414514114406,34.12480601074548
psd_theta,0.03607285518639338,0.09996562936620305,0.611758954024787,0.2855151269756937,32.692479720274214
zcr,0.514441855863199,0.0,0.26240917365857647,0.2592962262223903,29.690323966760584
spectral_edge,0.3073498733539536,0.2872576908786024,0.15081115039488846,0.2387067294277222,27.332754637456215
psd_beta,0.2153453832438641,0.12206241024994852,0.3283995432853512,0.23258215536228427,26.631469505734657
dyn_conn_variance,0.3116962437977007,0.01879383290718285,0.29758815625702156,0.2181822855142737,24.982634090367153
total_power,0.046604920104600905,0.4353580407375944,0.1627753854651288,0.20969904243871013,24.011273115039113
ind_alpha_power,0.42051746164448156,0.0,0.19913916020751443,0.20581090257635024,23.566067514389406
signal_coherence,0.1451510899300048,0.0,0.3846097748990088,0.19738923693860497,22.60175737086291
microstate_var,0.25557089267059063,0.0,0.2854546001527658,0.1908531078622835,21.85334775228979
median,0.152088822618121,0.0,0.3012335508643207,0.1661200671311646,19.02132816338844
higuchi_fd,0.12195947350253138,0.062336521014259925,0.24647320030767234,0.15387807847810633,17.619577685172953
mean,0.05567958960395392,0.0,0.2566894739160284,0.11937966644759755,13.669388959147636
skewness,0.0016319413429782697,0.0,0.22956318212605376,0.092314855253315,10.570373504259118
psd_gamma_high,7.423207316902164e-05,0.0,0.21475653549604798,0.0859248838203699,9.838699446574344
alpha_peak_freq,0.016836083597532525,0.0,0.08029575676616946,0.03716912778572754,4.255995012336513
