feature,f_score,p_value,selected
skewness,7.396727678923809,0.011096735118537622,True
perm_entropy,6.852352714730355,0.01411916761625196,True
higuchi_fd,4.9697652323086965,0.03399451408782596,True
mean,4.062279066253484,0.0535407024196874,False
ratio_beta_alpha,3.0343155430581916,0.09249782458365136,False
psd_alpha,2.9947409337946507,0.0945440332738251,False
ind_alpha_power,2.8533870815403,0.10228889085489651,False
dfa,2.8402201725761187,0.10304674197096245,False
rel_alpha,2.128654271487571,0.15569574207366574,False
ratio_theta_alpha,2.080002590680616,0.16033313401736618,False
energy_ratio,2.013679271260928,0.1669236421074542,False
total_power,1.8040659524883562,0.1900081246778757,False
phase_locking_value,1.657470427419903,0.2084856161887051,False
psd_gamma_low,1.6310176695008263,0.21205166711377535,False
dyn_conn_variance,1.4423584587107683,0.23981940629833895,False
microstate_var,1.4384136818078872,0.24044735940408699,False
lempel_ziv,0.9809920800333473,0.3304365055223263,False
signal_coherence,0.960468983724934,0.33546130012813047,False
spectral_edge,0.9186550976138833,0.3460319436000536,False
median,0.9064734456585103,0.3491989425838261,False
hjorth_complexity,0.7963669649820753,0.3797873924244167,False
wavelet_complexity,0.486638593202394,0.49118316999123546,False
psd_delta,0.4522221097748603,0.506793624429791,False
zcr,0.3232028580331663,0.5742209522274047,False
ptp,0.31719328983927775,0.5777819235689166,False
alpha_peak_freq,0.297082228116711,0.5900329981682922,False
psd_theta,0.2919146455723892,0.5932681658674102,False
energy,0.2639840488757615,0.6114272764643784,False
kurtosis,0.2577732171967852,0.6156304024791874,False
hjorth_activity,0.23054949464469118,0.6348466579205407,False
variance,0.23054949464469118,0.6348466579205407,False
std,0.16576800489331195,0.6869965273543164,False
spectral_entropy,0.15931265656609664,0.6928181808376122,False
psd_beta,0.1524836724349633,0.6991282380428754,False
sample_entropy,0.11103447304996815,0.7414518416661305,False
hjorth_mobility,0.001678913659449464,0.9676069687941911,False
psd_gamma_high,2.0237259317819167e-05,0.9964425599795637,False
