feature,f_score,p_value,selected
skewness,16.1403754243867,2.853535706610171e-07,True
dfa,12.233140743098344,9.122129714639163e-06,True
mean,11.069019788597974,2.6160430995451483e-05,True
microstate_var,7.051889596195012,0.0010733811700088028,True
ratio_beta_alpha,6.031143083231225,0.002814427290361427,True
ratio_theta_alpha,5.28846081573846,0.005705393107467144,True
energy_ratio,5.282039056319232,0.0057404739261923505,True
perm_entropy,5.206573463106813,0.006169407314555131,True
median,4.72002313123394,0.009828920831002846,True
phase_locking_value,4.077044263690609,0.018243371566815096,True
higuchi_fd,4.055770000505799,0.018621638231901935,True
rel_alpha,3.996753168026426,0.019712940913824625,True
psd_gamma_low,3.424508094458284,0.03429538172298198,True
hjorth_complexity,3.1577829497848753,0.04443623788532514,True
spectral_entropy,2.9589788356184012,0.05392146849008016,True
ind_alpha_power,2.8190621408549705,0.06179955407231879,True
psd_alpha,2.135404687931501,0.12061832594025418,True
hjorth_mobility,1.9617612736481795,0.14304053321491633,True
psd_gamma_high,1.9325121212429397,0.1472118866833116,True
lempel_ziv,1.9271651022901248,0.14798761674544897,True
spectral_edge,1.804816425010811,0.16690996287599258,True
alpha_peak_freq,1.7968285431119904,0.16822710482488612,True
total_power,1.248842139374956,0.2888438244821824,True
wavelet_complexity,1.057776889134966,0.3489702417051039,True
dyn_conn_variance,0.7897870766279617,0.45521265855647686,True
kurtosis,0.7560577334027191,0.47071875496923443,False
zcr,0.5764314266720154,0.5627387096373636,False
psd_beta,0.49416970749101985,0.6107467166456888,False
ptp,0.284465171261167,0.7526904035681026,False
psd_delta,0.1398872404188876,0.8695328476418949,False
sample_entropy,0.1221801983000659,0.8850483485324047,False
psd_theta,0.10489201411674628,0.9004663481472385,False
std,0.09428723588370201,0.9100577562048177,False
signal_coherence,0.08967675258684013,0.9142597594254591,False
energy,0.08074378227113445,0.922457080710412,False
variance,0.06352331562803533,0.9384692899901459,False
hjorth_activity,0.06352331562803533,0.9384692899901459,False
