Channel,mean,median,variance,std,skewness,kurtosis,zcr,energy,ptp,psd_delta,psd_theta,psd_alpha,psd_beta,total_power,rel_alpha,ratio_theta_alpha,ratio_beta_alpha,spectral_edge,sample_entropy,perm_entropy,higuchi_fd,hjorth_activity,hjorth_mobility,hjorth_complexity,spectral_entropy,lempel_ziv,phase_locking_value,alpha_peak_freq,ind_alpha_power,wavelet_complexity,signal_coherence,dyn_conn_variance,psd_gamma_low,psd_gamma_high,dfa,energy_ratio,microstate_var
O1,4.728370993388905,1.0006712611672341,597.3363407149182,24.44046523114726,3.7333382431590123,17.38097952525118,0.11863057324840764,619.6938329660398,275.19279509372245,11.846111186458751,2.0917258443566147,4.186851344384276,1.8622650539522456,94.17341328548025,0.04445895288612002,0.49959400807535165,0.4447889119469354,29.296875,3.196240169770634,0.7443156896750781,1.5190116641389655,597.3363407149182,0.19553649602313228,3.006916853827043,4.551889164959423,124,0.2790176492690688,9.27734375,3.2432154890467686,7.139512795611938,0.41358262960909914,0.0052651792376436435,0.23528650085289188,2.4600714856559606e-05,1.0254243894717434,19.631645692768604,0.27107388093826773
Oz,12.014376517250236,1.0709088765391783,3384.1657275035222,58.173582728791274,4.291295544852516,19.8073441892614,0.09076433121019108,3528.5109706017756,602.1248466963435,32.61731508421612,8.647591342648528,6.369976673666237,2.137345148794399,196.3944299962066,0.032434609646461325,1.3575546325621648,0.33553421908596265,24.4140625,4.063431346689465,0.7287769445250316,1.4342644673642524,3384.1657275035222,0.13315052491107315,4.108128892395849,3.9656024878451506,106,0.31306108047859704,9.27734375,4.216504346006765,6.727507546875913,0.3809631531231057,0.00974002405392848,0.19929285032595603,2.8714545803939388e-05,1.217315270033554,73.37383335327925,0.30834723998522734
O2,8.680848400152614,0.17940430504768295,2226.7493133328467,47.18844470135508,4.343218707693078,20.808485028075363,0.08996815286624203,2302.106442279279,493.23282468842467,24.249506832215513,4.905859331855272,5.434010199758992,1.8359820106691198,147.15567481514773,0.03692694968498512,0.9028064268397683,0.33786870896019827,25.390625,3.8541490469721293,0.7211920876211919,1.4183162116963683,2226.7493133328467,0.14265481818612674,3.8428206605586217,4.103598421465527,106,0.29266165187384635,10.7421875,4.946535895576661,6.889974063998579,0.3243302471855832,0.009234491144930563,0.18806141061301596,3.707384171397125e-05,1.1827023337758893,41.600424317273195,0.2826337802286158
PO3,4.5919699578878355,0.5581997218767754,727.8725432094949,26.979113091602823,3.7321199840312356,17.502417059877004,0.09275477707006369,748.9587313036393,293.2896168952635,14.364195976659614,3.4100630630254645,3.7496191821931832,1.8278887665399657,104.6333147085728,0.035835806144885234,0.9094425053135371,0.48748650935554966,28.3203125,3.2950629774336098,0.7293764839454159,1.4382934053890548,727.8725432094949,0.17610716915264152,3.1658708843934202,4.329272082847609,109,0.24210287330919783,9.27734375,3.755966251024424,7.138144713246237,0.327128164406572,0.009439106445852765,0.15592972193099008,3.24753297463421e-05,1.0803394637431574,15.642539166681361,0.2925784799393275
PO4,1.8069559161030146,0.7597599100792394,251.1110106903318,15.846482596788848,1.5020568984599234,6.427935462102379,0.08917197452229299,254.3761003730715,172.25697264229387,12.736243862987891,3.016821678157816,5.893053292686987,1.8861460856672747,107.79886101435383,0.05466712020178306,0.51192845683265,0.32006262152896137,28.3203125,2.7629475575184475,0.7234179975547431,1.4010944849104172,251.1110106903318,0.24592545416593334,2.2390349054614527,4.437462680957638,105,0.29859361188431593,10.7421875,7.47960719407334,7.396588474506977,0.3811360235104947,0.00762544029688486,0.1912226553798171,3.3736936831431634e-05,0.9724430461247061,3.2016862260657755,0.2898810892145508
TP7,-0.05338948411463879,0.12247764434846431,58.33579648182019,7.63778740747739,-0.2802026935488536,1.192107557987069,0.10031847133757962,58.33864691883422,61.825728994296924,4.69106660056377,1.1725257906278121,1.6361015054904238,0.8715111800745405,40.994910227505976,0.03990986921085301,0.7166583409972145,0.5326754954689097,28.3203125,2.0331079548963773,0.7299246320515914,1.434294601321547,58.33579648182019,0.3071938585962759,1.8427210493268507,4.430650015802202,120,0.25715787054571093,8.30078125,1.7233208611695665,7.499534052005952,0.39773370654448714,0.006262084128562377,0.07357621241294914,1.896826061099626e-05,0.9129972494903027,1.5885777430114514,0.32957119504494176
TP8,5.259392153310501,0.6681495008641036,1036.7341223619326,32.19835589532379,3.6062296197726282,16.243089409507228,0.07523885350318471,1064.3953281842369,333.9008210623524,19.536642934624975,5.843401664658221,7.358864616518655,2.248991438177791,151.9008398157827,0.04844518717238889,0.794062938940522,0.30561663454569,25.390625,3.4719153920984707,0.7180031648744347,1.387728445480022,1036.7341223619326,0.16378365176764667,3.2680980026813495,4.34892474140431,93,0.30053635741753343,10.7421875,6.058049792171209,7.104501382991548,0.3767451102834588,0.006601844642695376,0.18189986382609563,2.2003075490050933e-05,1.1031269288951917,13.471696067161762,0.2864654771046629
Fz,-0.33923836417239467,-0.7684505625854072,333.7829078470885,18.26972654001938,0.06274647019872688,1.1275143633703255,0.0625,333.89799051481486,141.4149025167627,40.69778901651987,8.386033194146794,5.033065031733739,2.160884095157612,214.66567366591877,0.023446063573101254,1.6661881261760807,0.42933760671342897,21.484375,2.9052454025778096,0.720628979274571,1.3619774762141923,333.7829078470885,0.19139455613547518,2.7857048727278144,3.4262250069654643,83,0.2830850266733622,8.30078125,7.829646769265631,7.492652527556196,0.3643742359798556,0.00958278342930689,0.1551662687630821,1.7147370403615037e-05,1.0985338777459912,3.6501312306728813,0.3252098604046219
