channel,mean,median,variance,std,skewness,kurtosis,zcr,energy,ptp,psd_delta,psd_theta,psd_alpha,psd_beta,total_power,rel_alpha,ratio_theta_alpha,ratio_beta_alpha,spectral_edge,sample_entropy,perm_entropy,higuchi_fd,hjorth_activity,hjorth_mobility,hjorth_complexity,spectral_entropy,lempel_ziv,phase_locking_value,alpha_peak_freq,ind_alpha_power,wavelet_complexity,signal_coherence,dyn_conn_variance,psd_gamma_low,psd_gamma_high,dfa,energy_ratio,microstate_var,label,session
O1,0.016418464,0.136705709,71.47471536,8.454272018,-0.298539945,0.268987811,0.114983974,71.47498492,58.84959973,5.285242014,1.608718073,2.071019259,1.563146732,58.71131655,0.035274618,0.776776008,0.754771703,30.2734375,2.134671878,0.743745394,1.520968449,71.47471536,0.363033135,1.66208793,4.725325497,124,0.211982144,12.6953125,1.920978274,7.573500612,0.302567142,0.004654522,0.257581033,1.94E-05,0.868629585,1.064033492,0.269341638,baseline,baseline
Oz,-0.732011989,-0.245461262,70.07627491,8.371157322,-0.533458892,1.066003131,0.109775641,70.61211647,68.30751687,4.724156211,1.921784521,2.37531618,1.450031009,57.4614296,0.041337575,0.80906472,0.610458103,29.296875,2.124792145,0.739531827,1.465822358,70.07627491,0.345726754,1.677774207,4.769851656,120,0.289953026,11.23046875,2.794863565,7.534744084,0.363717797,0.010240969,0.178075575,9.86E-06,0.840863563,1.231908819,0.29698771,baseline,baseline
O2,2.052133781,0.725137659,231.5448314,15.21659724,2.329787412,10.10833595,0.092948718,235.7560845,151.5649233,6.422133545,2.584544319,3.184273141,1.584553144,70.86362706,0.044935227,0.811659115,0.497618475,26.3671875,2.722386756,0.725884112,1.443068586,231.5448314,0.213954783,2.592680592,3.943612541,112,0.270800476,12.6953125,2.410817861,7.323591049,0.396273001,0.008768915,0.148341115,4.84E-05,1.07189243,0.282027414,0.291064533,baseline,baseline
PO3,1.386141607,1.034212957,137.5422799,11.72784208,1.256443298,6.281536353,0.08974359,139.4636684,119.0674562,7.521423549,2.828230078,3.054302007,1.454960657,72.2836908,0.042254373,0.925982457,0.476364372,28.3203125,2.46196568,0.740671042,1.451850175,137.5422799,0.260329469,2.173063236,4.313060742,108,0.216578437,11.71875,2.414030285,7.400068909,0.337513773,0.008689485,0.190927144,3.26E-05,0.983653312,0.498954833,0.306385886,baseline,baseline
PO4,1.396888828,1.457997858,128.8314359,11.35039365,0.268322992,2.727095714,0.090144231,130.7827343,109.8765437,8.228868044,3.33635183,3.377358752,1.739881038,82.85930515,0.040760163,0.987858286,0.515160268,26.3671875,2.429252426,0.72743899,1.401045202,128.8314359,0.266554786,2.02870011,4.405205713,106,0.314040417,11.23046875,3.556313128,7.442185062,0.413257729,0.011461412,0.127085426,3.08E-05,0.957186669,0.586207245,0.31264276,baseline,baseline
TP7,-0.187566093,0.392253099,47.06629737,6.860488129,-0.646147841,1.891252132,0.106169872,47.10147841,55.95952763,2.769029234,1.912409415,1.572377801,0.853850173,37.61553967,0.041801283,1.216253126,0.54303118,28.3203125,1.925778595,0.732390111,1.440750163,47.06629737,0.319105343,1.747108305,4.666913985,117,0.267453355,10.25390625,1.59382418,7.51707525,0.392395073,0.011483822,0.112749443,6.94E-06,0.84293696,1.026963669,0.308672006,baseline,baseline
TP8,1.559322715,1.405270022,171.1029475,13.08063253,0.417793492,4.451224237,0.085336538,173.5344348,132.4956312,10.17997974,4.628050715,4.125212287,2.20813195,105.2993663,0.039176041,1.121893952,0.535277168,25.390625,2.571132704,0.731164881,1.406619704,171.1029475,0.262455643,2.032591277,4.445338519,111,0.359130333,8.30078125,5.42064281,7.345738748,0.449877225,0.015463095,0.1692775,2.42E-05,0.966071896,0.517212901,0.32397073,baseline,baseline
Fz,-0.812732672,-0.251284185,151.0369843,12.2897105,-0.388206144,0.87897805,0.073317308,151.6975187,94.47781156,13.99017634,5.538042072,5.619565977,1.792597155,118.86771,0.047275799,0.985492847,0.318992101,23.4375,2.508762368,0.724066925,1.359101137,151.0369843,0.257330681,2.042037848,4.374985106,93,0.347501645,8.30078125,6.342723809,7.494830727,0.422086774,0.014015494,0.148318599,5.06E-06,0.933625338,1.123386989,0.318177086,baseline,baseline
O1,0.190307113,1.191207935,95.12377073,9.753141583,-0.540821641,0.956547465,0.105493631,95.15998753,69.00432585,5.562382822,2.841011774,6.933661912,2.143541347,94.36958745,0.073473479,0.409741895,0.309149966,29.296875,2.277589447,0.729136391,1.414941076,95.12377073,0.350360814,1.625345522,4.719029821,128,0.250067747,11.23046875,7.69464145,7.566676143,0.280996331,0.009448337,0.174276561,1.11E-05,0.790438936,1.180793435,0.250060213,baseline,baseline
Oz,-0.558709075,0.255136319,106.8474388,10.33670348,-0.584019934,0.778327427,0.099124204,107.1595947,73.84080515,8.066829031,2.458450249,6.979851731,1.945703046,96.97634984,0.071974783,0.352220985,0.27875994,29.296875,2.335701006,0.728746921,1.401044766,106.8474388,0.320298535,1.758206028,4.616409593,111,0.177902638,11.23046875,7.734395626,7.565075178,0.301137498,0.005129325,0.166362517,1.31E-05,0.855878505,0.90129643,0.234401855,baseline,baseline
