channel,mean,median,variance,std,skewness,kurtosis,zcr,energy,ptp,psd_delta,psd_theta,psd_alpha,psd_beta,total_power,rel_alpha,ratio_theta_alpha,ratio_beta_alpha,spectral_edge,sample_entropy,perm_entropy,higuchi_fd,hjorth_activity,hjorth_mobility,hjorth_complexity,spectral_entropy,lempel_ziv,phase_locking_value,alpha_peak_freq,ind_alpha_power,wavelet_complexity,signal_coherence,dyn_conn_variance,psd_gamma_low,psd_gamma_high,dfa,energy_ratio,microstate_var,label,session
O1,0.423814127,0.52187926,74.61749445,8.63814184,-0.306563012,0.96689039,0.116898148,74.79711287,65.92782593,3.448456654,1.796818317,2.710250406,1.619558559,57.52569892,0.047113733,0.66297133,0.597567869,29.296875,2.156187495,0.7443258,1.472454042,74.61749445,0.355647691,1.646435895,4.824176272,163,0.353654953,11.71875,3.378987952,8.004795872,0.361779369,0.008755636,0.182283345,4.73E-06,0.799324514,0.898089794,0.263079557,instruction,instruction
Oz,0.27432522,0.963853044,77.58615402,8.808300291,-0.594699325,1.234352574,0.119212963,77.66140834,68.45229881,4.791488772,2.2839812,3.097020133,1.640283875,65.42358141,0.047337979,0.737477027,0.529632939,29.296875,2.175694492,0.733163063,1.457638007,77.58615402,0.354735104,1.620972233,4.817009756,166,0.324262765,11.71875,3.746936192,8.017198966,0.419261066,0.006143483,0.17413893,4.28E-06,0.761505358,1.19833693,0.304166744,instruction,instruction
O2,0.177497421,0.444615425,162.8491876,12.7612377,0.150043961,3.346235209,0.091435185,162.8806929,122.6901607,6.099377069,3.386367499,4.258956823,1.719975244,79.83898289,0.053344327,0.795116654,0.403848951,28.3203125,2.546412272,0.729017243,1.421471954,162.8491876,0.264481941,2.111367174,4.578952083,142,0.368505163,11.23046875,5.943884778,7.920884758,0.383822481,0.010839095,0.188703249,3.29E-05,0.929528275,0.886077863,0.300648967,instruction,instruction
PO3,0.529528467,0.380520501,132.1542684,11.495837,0.354555598,2.201343067,0.09375,132.4346688,96.18468983,4.737307429,2.238374737,3.928524594,1.590634688,67.51094399,0.05819093,0.569774908,0.404893657,27.34375,2.44198497,0.734650087,1.419824271,132.1542684,0.275061745,2.011467589,4.410956971,143,0.314878034,11.71875,4.990121068,7.921883247,0.410712945,0.006670286,0.157321863,1.57E-05,0.908558735,0.633663573,0.275743965,instruction,instruction
PO4,0.375877821,0.686678081,137.6386572,11.73195027,-0.08443807,1.617932857,0.092013889,137.7799413,94.12201835,5.883713916,3.38379792,5.496651546,1.941545249,88.12075409,0.062376356,0.615610775,0.353223273,27.34375,2.462315912,0.717711537,1.390445826,137.6386572,0.289628657,1.865584329,4.6103212,144,0.238516933,11.71875,7.827859378,7.94596363,0.392287695,0.009564656,0.169942536,1.37E-05,0.856425182,0.822741625,0.279665712,instruction,instruction
TP7,0.227679528,0.656698699,52.48426326,7.244602353,-0.551923957,1.535928861,0.096064815,52.53610123,54.72253546,3.021151164,1.477404598,2.588878826,0.897495637,41.48350865,0.062407422,0.570673522,0.346673482,27.34375,1.980256689,0.733642004,1.419449921,52.48426326,0.308516795,1.779950384,4.659079219,138,0.271803514,11.71875,2.385010851,7.952883174,0.399103478,0.016219307,0.078087074,9.99E-06,0.859577506,0.785089393,0.307626065,instruction,instruction
TP8,0.352105364,0.925051996,175.8573928,13.26112336,-0.288758959,2.676190793,0.088541667,175.9813709,116.5324462,9.586040051,3.980606505,5.933029384,2.298496306,109.7855972,0.054041965,0.670923107,0.387406864,26.3671875,2.584836699,0.729360867,1.392033001,175.8573928,0.271600187,1.963982303,4.494547015,137,0.211705233,12.20703125,7.110214763,7.860773233,0.452827879,0.007797656,0.163843493,1.69E-05,0.903701832,0.846285146,0.315734186,instruction,instruction
Fz,0.345324355,1.154990666,160.3420223,12.66262304,-0.65913027,1.905037957,0.08130787,160.4612713,108.6125977,15.51262866,5.36834654,6.129243822,1.946339683,127.5623617,0.048048999,0.875857886,0.317549724,24.4140625,2.538654587,0.718631364,1.366128356,160.3420223,0.263856933,2.001745699,4.449775902,126,0.264883214,8.30078125,6.406941675,7.954986151,0.453689707,0.005304379,0.158694411,2.16E-05,0.901194825,1.030346498,0.314756035,instruction,instruction
O1,-0.061201679,0.323202291,98.22109505,9.910655632,-0.318807993,0.359597775,0.102025692,98.2248407,66.53796822,3.922808302,1.920427653,9.904081665,1.321474113,82.85299622,0.119538002,0.193902647,0.133427223,27.34375,2.293610505,0.704373505,1.326561743,98.22109505,0.314613216,1.626754717,4.319675631,165,0.389442046,10.7421875,18.79175804,8.201481657,0.293207358,0.0050215,0.118961037,3.95E-05,0.696400671,0.575279223,0.238048739,instruction,instruction
Oz,0.075747344,0.339183925,96.19238013,9.807771415,-0.20269921,0.711726019,0.099555336,96.19811779,79.53321296,4.410182142,2.106239808,9.620929936,1.325095523,83.99094482,0.114547228,0.218922684,0.137730503,26.3671875,2.283175073,0.704768084,1.33063212,96.19238013,0.307731014,1.659861107,4.309073026,167,0.390348551,10.7421875,15.74185736,8.239389462,0.356075084,0.003648121,0.101150351,2.74E-05,0.72233722,0.760281487,0.212529572,instruction,instruction
O2,-0.169523194,0.692428452,141.7343623,11.90522416,-0.512638968,0.98962975,0.091403162,141.7631005,95.75342645,7.459907187,2.616577897,17.47124788,1.647204294,132.380702,0.131977302,0.149764797,0.094280861,22.4609375,2.476977309,0.682125681,1.287849092,141.7343623,0.286930427,1.676560159,4.013108501,151,0.515507089,10.7421875,23.45825498,8.196811263,0.314485455,0.013702008,0.091463051,2.53E-05,0.740585822,0.868331268,0.183628705,instruction,instruction
PO3,0.044586341,0.652049226,157.0912099,12.53360323,-0.241592655,0.606878162,0.094120553,157.0931978,93.14739901,7.700663583,3.731881798,16.12085491,1.641898699,132.0671142,0.122065626,0.231494038,0.101849357,22.4609375,2.528413296,0.681708263,1.271237603,157.0912099,0.285342081,1.613213329,4.138996028,155,0.364011702,10.7421875,38.24817115,8.186896474,0.311486495,0.007175093,0.099339545,5.50E-05,0.686196344,0.498487712,0.229671883,instruction,instruction
PO4,-0.072005737,0.217778767,186.7190492,13.66451789,-0.392026412,0.784544615,0.086215415,186.724234,116.0923689,7.869601855,3.439651484,26.1501546,1.9784611,177.5803297,0.147258171,0.131534652,0.075657721,21.484375,2.614802538,0.671795755,1.254114241,186.7190492,0.282743191,1.589394254,3.874087324,150,0.45982533,10.7421875,39.1406065,8.202623412,0.284414299,0.008480819,0.103307594,4.43E-05,0.693303064,0.750961221,0.186239593,instruction,instruction
TP7,-0.031040435,0.442410664,50.04714056,7.074400367,-0.564961104,2.110196342,0.097332016,50.04810406,65.18030875,4.305258157,1.67017429,1.884900447,0.784736808,41.26133596,0.045682002,0.886080903,0.416327986,27.34375,1.956482686,0.731945115,1.412432305,50.04714056,0.302295084,1.828777906,4.523508003,164,0.271412019,9.765625,2.537317193,8.195815678,0.384786146,0.008086443,0.066694443,1.98E-05,0.816108991,0.741650993,0.28321139,instruction,instruction
TP8,-0.024874316,0.805221191,138.5480053,11.77064167,-0.670357297,1.969589702,0.089920949,138.5486241,102.3845415,6.987431378,3.575379526,9.306046512,2.276490039,113.464819,0.082017022,0.384199619,0.244624829,23.4375,2.465608437,0.715003708,1.328320222,138.5480053,0.282543123,1.792978515,4.45460652,152,0.366216411,10.7421875,10.48171024,8.160527113,0.333081265,0.006178204,0.112414035,2.76E-05,0.794119252,1.102409531,0.25286429,instruction,instruction
Fz,-0.258854523,0.204366013,178.8089924,13.37194797,-0.34010178,0.733077038,0.069911067,178.8759981,103.616094,16.15199856,4.677547878,8.782052837,1.98496386,138.023748,0.063627115,0.532625795,0.226025042,21.484375,2.593159077,0.701076845,1.294795062,178.8089924,0.245998413,2.002944246,4.250143369,136,0.339684436,10.7421875,14.25092612,8.200687815,0.33670404,0.008362379,0.096877148,8.01E-05,0.867596624,0.895247423,0.24774429,instruction,instruction
O1,-0.081831811,0.618577139,95.11380378,9.752630608,-0.477134629,0.748768084,0.102876106,95.12050022,79.2953773,4.620013075,1.798578409,7.376338067,1.481517211,77.22701492,0.095514997,0.2438308,0.200847249,27.34375,2.277537055,0.710262253,1.374788101,95.11380378,0.322472253,1.665618206,4.509734876,152,0.382764139,10.7421875,12.15394013,8.051414286,0.369008352,0.006486009,0.087847716,5.84E-06,0.743311698,0.69305575,0.220935217,instruction,instruction
Oz,0.153577859,0.908230954,91.03024052,9.540976917,-0.706406691,1.392400911,0.099004425,91.05382668,71.79658322,4.885140681,2.20248495,6.60213254,1.506947182,76.99894128,0.08574316,0.33360205,0.22825158,26.3671875,2.255595882,0.713165157,1.352214274,91.03024052,0.324607854,1.633383874,4.572473187,153,0.413980242,11.23046875,12.45671699,8.050567515,0.375976341,0.00960423,0.090304613,6.71E-06,0.747115881,0.667654232,0.204724109,instruction,instruction
O2,-0.149849802,0.999240247,195.9351295,13.997683,-0.541118576,3.281402897,0.089325221,195.9575845,141.1964837,6.339014495,2.310861688,11.00275627,1.668678213,102.3077232,0.107545706,0.210025709,0.151660018,25.390625,2.638891816,0.692742773,1.314379044,195.9351295,0.257028536,1.968925336,4.228846687,142,0.431308134,11.23046875,19.15952955,7.930983343,0.396695592,0.010993384,0.098907708,4.70E-05,0.844240485,0.90716077,0.196278655,instruction,instruction
PO3,-0.06951633,0.746387821,182.2556989,13.50021107,-0.5207852,1.315455676,0.090984513,182.2605314,99.20467169,8.457986412,2.883699778,13.83530664,1.929342054,126.9781419,0.108958175,0.208430493,0.139450618,22.4609375,2.60270532,0.685665704,1.295772885,182.2556989,0.263701972,1.829405222,4.170362579,139,0.360932036,11.71875,21.08229057,8.000451659,0.327899678,0.009650509,0.086614044,1.81E-05,0.809576924,0.661284621,0.21497315,instruction,instruction
PO4,-0.00087286,1.355027038,170.8131373,13.06955,-0.502423192,0.656399553,0.08960177,170.813138,99.75485202,6.656855691,3.08216879,17.12328823,2.036226145,137.4444658,0.124583323,0.179998651,0.118915603,23.4375,2.570285097,0.679621816,1.279400091,170.8131373,0.294594114,1.615640659,4.166482652,139,0.433746104,11.23046875,29.47142832,8.048535504,0.334163397,0.011236061,0.100699641,1.66E-05,0.743582243,0.598063271,0.178774119,instruction,instruction
