Timestamp,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6,Channel7,Channel8
21980.2794876,38122.85,15791.37,25165.99,17578.99,15673.73,34015.37,29203.85,14523.65
21980.2834876,38156.66,15816.74,25085.5,17546.32,15636.88,34047.56,29139.0,14516.31
21980.287487600002,38163.38,15800.38,25098.47,17554.33,15615.51,34069.3,29164.27,14531.18
21980.2914876,38139.49,15770.44,25180.72,17590.43,15631.49,34057.34,29236.18,14546.21
21980.2954876,38103.92,15757.71,25223.69,17599.54,15659.43,34018.19,29262.4,14542.96
21980.2994876,38119.03,15797.43,25160.36,17571.26,15668.35,34012.37,29203.56,14527.51
21980.303487600002,38150.51,15824.03,25080.97,17537.21,15635.83,34041.07,29141.95,14519.03
21980.3074876,38160.66,15809.78,25097.52,17546.47,15617.75,34067.78,29162.32,14530.57
21980.3114876,38139.44,15776.73,25184.59,17582.13,15637.59,34056.1,29236.7,14545.01
21980.3154876,38109.45,15761.95,25229.7,17600.49,15669.87,34022.0,29269.89,14544.77
21980.3194876,38120.51,15796.0,25165.04,17569.02,15676.45,34016.09,29209.09,14526.37
21980.323487600002,38144.64,15816.93,25080.25,17530.06,15641.98,34044.51,29143.86,14512.97
21980.3274876,38149.93,15796.38,25090.84,17538.79,15615.47,34063.87,29168.51,14524.51
21980.3314876,38124.38,15760.85,25172.52,17567.78,15628.86,34053.52,29235.99,14537.57
21980.3354876,38103.54,15759.14,25230.94,17591.91,15667.54,34020.28,29271.99,14542.15
21980.339487600002,38119.27,15795.66,25170.62,17570.5,15675.12,34014.04,29211.43,14528.9
21980.343487600003,38141.59,15815.78,25078.82,17532.02,15635.54,34038.64,29149.68,14516.07
21980.347487600004,38152.65,15804.53,25094.23,17538.12,15620.52,34063.77,29176.05,14530.23
21980.351487600004,38134.87,15771.25,25178.39,17573.6,15637.02,34055.05,29246.48,14542.72
21980.3554876,38105.78,15759.71,25228.17,17593.91,15669.16,34016.76,29279.04,14540.77
21980.359487600002,38120.94,15795.52,25170.95,17571.36,15676.93,34006.74,29218.01,14523.98
21980.363487600003,38156.7,15820.93,25090.84,17538.74,15644.41,34039.26,29160.79,14513.54
21980.367487600004,38165.38,15802.62,25101.9,17545.37,15620.14,34064.34,29182.82,14526.56
21980.3714876,38132.67,15761.62,25181.15,17578.08,15627.43,34051.14,29243.04,14539.2
