feature,f_score,p_value,selected
psd_gamma_low,27.468052941222993,7.580205935591103e-44,True
higuchi_fd,19.477095198741193,4.158485986032177e-32,True
zcr,18.024598628130434,7.922535530979853e-30,True
spectral_edge,17.813897229970838,1.7122080582137303e-29,False
lempel_ziv,17.71760171194512,2.4370026549558048e-29,False
perm_entropy,17.209438613913036,1.5825287828721852e-28,False
hjorth_mobility,11.917463048180673,1.0385893617621247e-19,False
ratio_beta_alpha,11.054215479440348,3.2774788680109e-18,False
spectral_entropy,9.047153090627392,1.1495409384381747e-14,False
wavelet_complexity,8.979064471067522,1.5209283522676345e-14,False
skewness,7.579806585157052,4.96665335319118e-12,False
dfa,7.36549552431024,1.2111918947742913e-11,False
psd_beta,6.804210866091911,1.2555228134174837e-10,False
ratio_theta_alpha,6.74565950586254,1.6027556400836676e-10,False
mean,6.389561609728481,7.078952914761334e-10,False
rel_alpha,6.200938431698031,1.5548292072633659e-09,False
signal_coherence,5.901555987931415,5.417625606930827e-09,False
hjorth_complexity,5.833731670448959,7.187097351804347e-09,False
microstate_var,5.510913851101426,2.7553587558426873e-08,False
ind_alpha_power,5.229836315665238,8.855378575325786e-08,False
kurtosis,4.248314300395141,5.035585616527737e-06,False
phase_locking_value,3.985703741809938,1.4618965930997608e-05,False
energy_ratio,3.608865492331836,6.63013363436871e-05,False
psd_gamma_high,3.5731076778274744,7.643129037627079e-05,False
ptp,3.5518103394127234,8.31759129233133e-05,False
sample_entropy,3.3766857296775505,0.00016613041569569145,False
std,3.2140644463852794,0.00031385964910397526,False
energy,2.837525578833448,0.0013313149077661915,False
variance,2.765081362125742,0.0017487068710190952,False
hjorth_activity,2.765081362125742,0.0017487068710190952,False
dyn_conn_variance,2.528076746410107,0.004206553305147539,False
psd_alpha,2.3682526090071176,0.007495561822314321,False
median,2.2409937837458633,0.011760220986532155,False
alpha_peak_freq,2.0731194683127017,0.020989830034923943,False
psd_theta,1.569617757773468,0.10460719650365767,False
total_power,1.0071624233545557,0.4387771065009409,False
psd_delta,0.4601647017140737,0.927048972079298,False
