feature,rf_importance,importance
mean,0.054681530556600945,100.0
median,0.051529784309464394,94.2361777092648
psd_gamma_low,0.046870648484329376,85.71568499863676
energy_ratio,0.04661337752084828,85.2451953088597
skewness,0.04388838486948572,80.26180763915666
psd_gamma_high,0.03611037632450533,66.03761079278391
dyn_conn_variance,0.034038717973259934,62.24902197649058
ptp,0.03365216241629081,61.5421003650536
kurtosis,0.028618630222151956,52.33692241391957
hjorth_mobility,0.028283862076169314,51.72470812040025
spectral_entropy,0.027661883024087744,50.58725083683399
lempel_ziv,0.027138440012380808,49.629993411193496
signal_coherence,0.026012938677444093,47.571709154187
zcr,0.02593500092981408,47.42917885769258
wavelet_complexity,0.025762281261335923,47.11331412837712
dfa,0.024395788922451877,44.61431250026872
alpha_peak_freq,0.023197665091118636,42.423218324342066
psd_delta,0.02300075600287356,42.06311668446339
psd_beta,0.022973048562888093,42.012446120374506
phase_locking_value,0.02292536305829215,41.9252402501098
spectral_edge,0.022888345219565173,41.85754309834727
ratio_theta_alpha,0.021840691816847505,39.941624886011866
psd_theta,0.021643167274651823,39.580397721766296
sample_entropy,0.021609415112698822,39.51867274514359
variance,0.02148432600050793,39.289913398216726
std,0.02121901480655519,38.80471996772539
energy,0.021197292225003096,38.76499433947216
microstate_var,0.02115097655218741,38.68029357790927
hjorth_activity,0.021147620518041702,38.67415615982395
ind_alpha_power,0.020674580833326704,37.80907487936244
ratio_beta_alpha,0.020133391117587333,36.81936279517126
perm_entropy,0.019803723362765813,36.21647594934627
hjorth_complexity,0.019499292992244347,35.65974250128313
rel_alpha,0.018887870170845863,34.541590146777246
higuchi_fd,0.018806240491921936,34.39230815321741
total_power,0.0178999225925989,32.7348602176939
psd_alpha,0.016823488616857455,30.766308926637368
