feature,f_value,p_value,importance
energy_ratio,6.027672905229109,7.91305556558966e-09,100.0
skewness,5.751310900483307,2.299903888290968e-08,95.41511277916135
mean,5.483763006725704,6.471885273326213e-08,90.97645298517187
dfa,3.474719856646577,0.0001467452183834908,57.64612498518621
spectral_entropy,3.445436529675847,0.00016385761403005342,57.16031018681972
psd_gamma_high,3.3103201478309723,0.00027208664406337967,54.91870909184891
higuchi_fd,3.0995121138030273,0.0005961834622161852,51.421372103886846
spectral_edge,2.76510705789175,0.0020253695400825962,45.87354193511351
perm_entropy,2.712908768799001,0.002444335319674573,45.00756446895959
sample_entropy,2.702842549633563,0.0025343342257559535,44.840564379145405
hjorth_complexity,2.5648803256134145,0.004145246629200435,42.551750334500355
ind_alpha_power,2.548424470619317,0.004393769599296001,42.278745225350825
wavelet_complexity,2.52351513653943,0.00479764096672397,41.86549562684859
ratio_theta_alpha,2.517798207300129,0.004895284011637393,41.7706509109991
median,2.4200377875954047,0.006894566102342031,40.14879084589976
ratio_beta_alpha,2.418724105630485,0.006926176265086707,40.126996664536996
std,2.412734278055436,0.007072084071879252,40.02762452425625
microstate_var,2.3531801381498836,0.008693315729640832,39.039612386870886
psd_gamma_low,2.3008277056990334,0.010408537397050525,38.171077659224444
ptp,2.253507603243744,0.012234105131383828,37.386030043016895
kurtosis,2.2323995682872866,0.013143698634482053,37.03584456865006
hjorth_mobility,2.1419169669893456,0.0178254279534711,35.534724605430995
energy,2.062295508825324,0.023215575531792963,34.2137926402119
variance,2.0398637879419206,0.024991840722995404,33.8416470172478
hjorth_activity,2.0398637879419206,0.024991840722995404,33.8416470172478
rel_alpha,1.854893614877682,0.04530421518185005,30.77296402843177
phase_locking_value,1.8302624891201265,0.0489451883293132,30.364329947836794
dyn_conn_variance,1.8079498680219166,0.0524733441363615,29.994160208220475
alpha_peak_freq,1.590988418213422,0.10090201373098574,26.394737127046366
signal_coherence,1.5138772414371158,0.12587132067564974,25.115451107570905
psd_alpha,1.2149424180940074,0.2765461095346091,20.156077431474824
psd_theta,0.9049442771310652,0.5360236550551465,15.013161652252407
lempel_ziv,0.6327712258956468,0.8002503580797661,10.497769800128122
zcr,0.5795988976685056,0.8450046493635379,9.615632878248812
psd_delta,0.428726634401258,0.9425797132968999,7.112639340952465
total_power,0.4267729003740279,0.9435115553083526,7.080226599618487
psd_beta,0.2882262181014598,0.9877527083036767,4.7817163046690645
