feature,f_value,p_value,importance
lempel_ziv,33.28763400322467,1.7873000826038736e-44,100.0
wavelet_complexity,29.391386395431514,1.927674603681315e-40,88.2952101449574
psd_gamma_high,12.138789810398876,1.3770998612108722e-18,36.46636408350007
dfa,5.879625970757049,1.4010564327807687e-08,17.663093658706632
mean,5.600094546506552,4.126601159665139e-08,16.823348111686325
median,5.1629830432019395,2.2401659797794528e-07,15.51021332036331
psd_gamma_low,4.305779207835111,6.153368162574331e-06,12.935071346368439
spectral_entropy,3.9940114098504673,2.0376349150804056e-05,11.99848390986141
skewness,3.9866167745224526,2.096150099174949e-05,11.976269548434287
kurtosis,3.859264969183746,3.410779552353583e-05,11.593689623029045
sample_entropy,3.3735561980201845,0.0002146836040036903,10.134562876092
std,3.101621614441122,0.000591549172752301,9.317639139329215
ptp,3.012272340743861,0.0008225219775989462,9.049223325551026
hjorth_mobility,2.8859258387745017,0.0013065263105356965,8.66966345068242
energy_ratio,2.7121472042455754,0.002451033884533966,8.1476118248081
energy,2.7012578326499432,0.002548793744811283,8.11489886120553
ratio_beta_alpha,2.557317672454295,0.004257720174771616,7.682485550659925
hjorth_complexity,2.5482236511117597,0.004396889897853596,7.655166032121436
variance,2.5420563257395865,0.004493769269470124,7.636638655343694
hjorth_activity,2.5420563257395865,0.004493769269470124,7.636638655343694
ratio_theta_alpha,2.3409453531902025,0.009068026725320468,7.032477444817582
signal_coherence,1.9562685893311376,0.03279855940288723,5.876862828825949
spectral_edge,1.9120133449282204,0.0378008738242185,5.743914826577937
higuchi_fd,1.8795215270828698,0.04191461083112664,5.646305552689011
rel_alpha,1.8188584552583758,0.05072031633570144,5.464066491124535
alpha_peak_freq,1.6888111888109543,0.0755483322461534,5.073389080904201
psd_delta,1.4838245699258106,0.13695196982154909,4.457584969187262
zcr,1.4061030069112632,0.16949012716600176,4.2241001771860684
psd_theta,1.3628223425671988,0.19021699010930535,4.094079929006604
microstate_var,1.3547515443375404,0.19429976740534532,4.069834294039347
phase_locking_value,1.3503593436947139,0.19655100169426332,4.056639602453875
perm_entropy,1.0989792891367014,0.3619180118055743,3.3014641083539917
dyn_conn_variance,1.0457725860800078,0.40615708455029986,3.141624862790491
psd_alpha,0.9436067392750809,0.4988331140770944,2.834706543528059
ind_alpha_power,0.7281626425591023,0.7111796924438436,2.187486928294643
total_power,0.710515625176714,0.7282748695943086,2.134473195385062
psd_beta,0.5489697232161289,0.8686260431228785,1.6491701487794197
