feature,anova_score,mi_score,rf_score,ensemble_score,importance
mean,0.9097645298517187,1.0,1.0,0.9729293589555156,100.0
energy_ratio,1.0,0.5619671950180325,0.882784826296853,0.8217040890241509,84.45670607640909
skewness,0.9541511277916135,0.48346398876282737,0.7088580489155284,0.7148277545325437,73.47170151180802
psd_gamma_high,0.549187090918489,0.3468455430404947,0.8171502988653638,0.5956699097338407,61.22437402581003
dfa,0.5764612498518621,0.24864386918628592,0.41051305443946545,0.4117367574872306,42.31928594787693
psd_gamma_low,0.38171077659224445,0.11920191090590462,0.6412094706236133,0.40675759449889004,41.80751570037552
spectral_entropy,0.5716031018681972,0.07106904710492352,0.5331216576014468,0.40605030773251494,41.73481907961217
ptp,0.37386030043016893,0.27772906672799086,0.5055372613935986,0.3976917147048874,40.87570295255843
signal_coherence,0.2511545110757091,0.30181376306941005,0.5488662920963755,0.38543699908208595,39.61613405271995
median,0.4014879084589976,0.2170731721168515,0.49624648696074786,0.3840669189570539,39.47531394975761
sample_entropy,0.44840564379145403,0.25699537325908206,0.34455680880539064,0.34944302863731713,35.91658792293618
wavelet_complexity,0.4186549562684859,0.09888708308223594,0.4203618376237296,0.3234073468547084,33.240578452879774
std,0.40027624524256245,0.25725980446552593,0.3142674837906645,0.3229678084286923,33.195401645132094
energy,0.342137926402119,0.23640924472299005,0.36337600303338147,0.3189145525508853,32.77879833878739
higuchi_fd,0.5142137210388684,0.08510271053013284,0.3442375254191498,0.31748993963836025,32.632373225863006
microstate_var,0.39039612386870887,0.13798068898453006,0.3848825945362258,0.31246608167046197,32.11600912176283
variance,0.338416470172478,0.26137061399195355,0.328665920883463,0.31140249360271466,32.00669100344752
dyn_conn_variance,0.2999416020822048,0.0,0.5395287850051076,0.3057939946267045,31.43023610213473
hjorth_activity,0.338416470172478,0.26137061399195355,0.31056536729467416,0.3041622721671991,31.262523776004794
hjorth_complexity,0.42551750334500354,0.10886383035875248,0.35127321797671845,0.3008236873018142,30.91937606084395
alpha_peak_freq,0.26394737127046364,0.3030922060728419,0.3267493734514566,0.3008116225835743,30.91813602032828
perm_entropy,0.45007564468959593,0.0665936506802554,0.35599581382497186,0.2973991141409441,30.567390263586635
ratio_theta_alpha,0.417706509109991,0.0,0.4166680769848842,0.29197918352695096,30.010316868267196
kurtosis,0.3703584456865006,0.0,0.43485142242684655,0.2850481026766888,29.297923847493003
phase_locking_value,0.30364329947836793,0.08819024167812663,0.4131224757663634,0.28279905265349375,29.066761122009055
ind_alpha_power,0.4227874522535082,0.0,0.3576155896384372,0.2698824715314273,27.739164107572883
ratio_beta_alpha,0.40126996664536996,0.0,0.3666660954990874,0.26704742819324595,27.447771591550453
spectral_edge,0.4587354193511351,0.03298292660671631,0.2877477379492591,0.2626145989670591,26.992154831157315
hjorth_mobility,0.35534724605430995,0.0,0.37943711434694144,0.2583790195550696,26.556811877118328
rel_alpha,0.3077296402843177,0.0,0.4107786272522319,0.2566303429861881,26.37707872868515
psd_theta,0.15013161652252408,0.0,0.40217908914286277,0.20591112061390235,21.164036085308126
psd_alpha,0.20156077431474823,0.09221983357246437,0.28409274858865297,0.20177128180162496,20.738533578453804
zcr,0.09615632878248812,0.0,0.40650306629788824,0.19144812515390175,19.677494916941363
psd_delta,0.07112639340952465,0.023418221098968576,0.3451209327434252,0.16641175744991804,17.104197331301496
lempel_ziv,0.10497769800128122,0.0,0.3151201253910786,0.1575413595568158,16.19247667949333
total_power,0.07080226599618487,0.0,0.2982862411247277,0.14055517624874653,14.446596246169298
psd_beta,0.04781716304669065,0.0,0.2851104564136523,0.12838933147946813,13.196161704617484
