feature,mutual_info,importance
energy_ratio,0.8519617228164282,99.99999999999999
psd_delta,0.7827417966973282,91.87523051032485
hjorth_mobility,0.5877436488182655,68.98709567318275
hjorth_complexity,0.4743183669247566,55.673671037326365
dfa,0.4639049626368523,54.451385574373944
spectral_entropy,0.45626944058816044,53.555157276293805
spectral_edge,0.40274554802102713,47.27272801524752
mean,0.39077925506261657,45.868170435025235
alpha_peak_freq,0.3805276032164344,44.66487085340881
psd_gamma_low,0.3774223362176343,44.30038652088098
median,0.37645903270488645,44.18731764854205
skewness,0.31024557252862994,36.415435602319704
sample_entropy,0.30831931039091387,36.18933833924687
hjorth_activity,0.30334313127654733,35.60525351699498
variance,0.30334313127654733,35.60525351699498
std,0.30037091609593425,35.2563862966711
energy,0.2937119957974148,34.474787767043935
zcr,0.2860806448409994,33.579049055780295
psd_gamma_high,0.235288620509309,27.6172760122941
kurtosis,0.19788177718144206,23.226604186779824
lempel_ziv,0.1773416588347292,20.815683860592983
rel_alpha,0.1668882271773935,19.588700138509957
signal_coherence,0.16648774711893255,19.541693324971778
ptp,0.1437796222620613,16.876300708293844
wavelet_complexity,0.10588766073188483,12.428687568478987
psd_theta,0.06793349823667683,7.973773517911253
ratio_beta_alpha,0.0551381945954903,6.471909842758381
microstate_var,0.05117275864270576,6.006462176908379
phase_locking_value,0.04514772668265943,5.299267029674687
ratio_theta_alpha,0.02959170279620693,3.473360598687723
dyn_conn_variance,0.009868621490128682,1.1583409472323287
higuchi_fd,0.0,0.0
psd_beta,0.0,0.0
psd_alpha,0.0,0.0
perm_entropy,0.0,0.0
total_power,0.0,0.0
ind_alpha_power,0.0,0.0
