feature,mutual_info,importance
mean,0.620488582298969,100.0
alpha_peak_freq,0.3859980801786138,62.20873214918062
spectral_entropy,0.3210006162435439,51.733525064104526
hjorth_complexity,0.28163368919995246,45.389020400097124
dfa,0.25472682349757614,41.05262059034013
psd_gamma_low,0.24381492741296684,39.29402318888922
energy_ratio,0.2405061211180879,38.76076498087844
hjorth_mobility,0.19687186320312344,31.72852310572654
skewness,0.19457602972407573,31.358518959874022
median,0.19073742914505232,30.73987734606688
spectral_edge,0.14272051377700912,23.001311844968377
sample_entropy,0.11512753857042402,18.55433634956917
std,0.11378824983447133,18.33849213032657
variance,0.11126703579577057,17.932164905197073
hjorth_activity,0.11126703579577057,17.932164905197073
energy,0.10504331095021024,16.929128745772378
psd_gamma_high,0.08477831181739015,13.663154203946586
lempel_ziv,0.0841157712811409,13.556376971431769
microstate_var,0.04704544062292593,7.581999405793756
kurtosis,0.03876146007042225,6.246925596407813
zcr,0.03471371404466028,5.594577408022994
dyn_conn_variance,0.028686171080032352,4.623158571870472
phase_locking_value,0.011955875449810804,1.9268485820501569
ratio_theta_alpha,0.0,0.0
perm_entropy,0.0,0.0
higuchi_fd,0.0,0.0
total_power,0.0,0.0
psd_alpha,0.0,0.0
psd_beta,0.0,0.0
ptp,0.0,0.0
psd_delta,0.0,0.0
psd_theta,0.0,0.0
ratio_beta_alpha,0.0,0.0
rel_alpha,0.0,0.0
ind_alpha_power,0.0,0.0
wavelet_complexity,0.0,0.0
signal_coherence,0.0,0.0
