,mean,median,variance,std,skewness,kurtosis,zero_crossing_rate,energy
O1,-0.020661623446814534,0.3299476346918766,589.9354679842769,24.28858719613549,-0.18490637590587458,33.32694288199816,0.08856327800829876,589.9358948869603
Oz,-0.2675221459065801,0.3471042638231552,4752.551067656194,68.93874866616157,-0.47936575315396407,47.21958284091538,0.07559647302904564,4752.622635754747
O2,-0.0001344150350853378,0.6414909765667289,161.92668578209455,12.725041680957062,-0.3390140505362514,1.8933112873559717,0.07922717842323651,161.92668580016195
PO3,-0.48764276800271167,0.2630291737496506,710.9818972476091,26.664243796657896,-1.907540132779446,33.22502195556276,0.07326244813278009,711.2196927167944
PO4,-0.7357539957772988,0.6579772010257452,792.1949115652332,28.145957286353454,-2.365471021685059,28.23826151607882,0.0683350622406639,792.7362455075353
TP7,0.04189982723814021,0.46630543369644784,90.34174608635,9.504827514813197,-0.30493726208232613,1.6349261641156554,0.07028008298755187,90.34350168187257
TP8,-0.9289803005566138,0.8165882672661695,1114.0190804585302,33.37692437086632,-2.377670186066695,30.64519928855487,0.06807572614107883,1114.882084857352
Fz,0.4460504721744311,-0.4127478592339884,775.3709308839168,27.845483132528276,0.39811397808426546,2.7683582791529506,0.04888485477178423,775.5698919076438
