Channel,mean,median,variance,std,skewness,kurtosis,zcr,energy,ptp,psd_delta,psd_theta,psd_alpha,psd_beta,total_power,rel_alpha,ratio_theta_alpha,ratio_beta_alpha,spectral_edge,sample_entropy,perm_entropy,higuchi_fd,hjorth_activity,hjorth_mobility,hjorth_complexity,spectral_entropy,lempel_ziv
O1,-0.02066162342375474,0.329947635,589.9354679999786,24.288587196458725,-0.18490637578310135,33.326942882976496,0.08856327800829876,589.9358949026611,520.0555244,10.594120189214664,2.6327514471634577,3.676096427708082,1.4307846224505292,82.77187527123968,0.04441238543480718,0.7161812805886831,0.3892130281638378,22.4609375,3.1900065773273782,0.7231749351379015,1.404685981207725,589.9354679999786,0.16474627660756233,3.2171655651060878,3.2839466187978483,263
Oz,-0.26752214596888046,0.34710426400000005,4752.551067677716,68.93874866631766,-0.4793657531694469,47.21958284127842,0.07559647302904564,4752.622635776301,1598.6479809,19.66517886655466,3.5535446292845907,3.9841259571573717,1.4311303953911778,114.90656606247302,0.034672744070963366,0.8919257743096064,0.35920812011984504,8.7890625,4.233218409871154,0.7103901508758711,1.387274826758194,4752.551067677716,0.1326532756084683,4.009597421077809,1.5035326654730148,235
O2,-0.00013441500298236837,0.6414909765,161.9266857794658,12.725041680853773,-0.3390140505324203,1.8933112873167257,0.07922717842323651,161.92668579753322,114.93854451,17.328361877020214,3.662051249350794,5.839131844794914,1.681260179907967,120.25250124598688,0.04855725897002729,0.6271568011630357,0.28792981980817345,21.484375,2.543571837948218,0.705417845307601,1.3228883483432599,161.9266857794658,0.2353135045939403,2.119414319029385,3.961861230863069,253
PO3,-0.48764276801569034,0.2630291735,710.981897242651,26.664243796564925,-1.9075401330165038,33.2250219558734,0.07326244813278009,711.219692711849,563.924224,15.268811382571059,4.161154354782678,5.721422716274203,1.7268307999314052,116.41969683070597,0.04914479999543483,0.7272936402595378,0.3018184262140867,18.5546875,3.2833234842529024,0.7082081702973038,1.3339954715931202,710.981897242651,0.16429751965910172,3.1092771087250535,3.2433258766282114,236
PO4,-0.7357539958222254,0.657977201,792.1949115926946,28.145957286841295,-2.3654710218342214,28.238261518135072,0.0683350622406639,792.7362455350631,543.6959009,25.248663129669822,4.863042861355913,9.096349622492424,2.3719261901215116,174.27823074659003,0.05219441110645086,0.5346147700096235,0.2607558293775869,17.578125,3.337403731019799,0.6982128276793812,1.3101404980525218,792.1949115926946,0.1618244908528637,3.072836030497364,3.320825840570684,225
TP7,0.0418998272582973,0.4663054335,90.3417460872735,9.504827514861777,-0.30493726207189725,1.6349261641288093,0.07028008298755187,90.34350168279778,84.60996401,8.914754046821583,2.3403707605745994,2.1232061591679185,0.7856734209126877,58.74069139586321,0.036145406339521645,1.1022814484919294,0.37004104265625903,22.4609375,2.2517998290068557,0.723279769491681,1.371519434753305,90.3417460872735,0.22532413069145957,2.3570926272209034,4.004657698248247,226
TP8,-0.9289803006308358,0.8165882675,1114.019080490472,33.37692437134483,-2.3776701862569474,30.645199289738933,0.06807572614107883,1114.882084889432,662.6005176,42.88605855407863,5.288075730380948,6.552745781187079,1.9620417335635953,211.33821291265272,0.031005967595152166,0.8070015085222753,0.2994228372473435,16.6015625,3.507864774127701,0.7108645922837704,1.3392313509911185,1114.019080490472,0.14721958237971514,3.4764954297077995,2.8881359956557304,220
Fz,0.4460504721869813,-0.41274785950000004,775.3709308891304,27.845483132621894,0.3981139781096878,2.768358279266163,0.04888485477178423,775.5698919128687,217.85914497,64.37193036621808,26.156343198510584,7.399813385860634,1.7964180929310016,359.6759431088972,0.020573556635174323,3.5347301120443695,0.24276532383418606,11.71875,3.3266707676801874,0.6965552204786782,1.2589968614331921,775.3709308891304,0.12756656647188405,3.5721223365086363,2.9479526311695348,171
