feature,rf_importance,importance
wavelet_complexity,0.24580248629612103,100.0
lempel_ziv,0.09766898556817331,39.73474273588526
psd_gamma_high,0.055557825106850825,22.60262942984217
mean,0.0313745065601611,12.764112777266167
hjorth_mobility,0.030969703139024352,12.59942631406698
dfa,0.029920490487173598,12.172574386057285
phase_locking_value,0.027817559316479966,11.317037404970687
zcr,0.027680910555764472,11.261444492639088
skewness,0.02648288769766778,10.77405200277899
signal_coherence,0.02552495981373535,10.384337521706408
hjorth_complexity,0.0247121732894168,10.053671003004325
median,0.024073234629302925,9.79373113431474
ratio_theta_alpha,0.021906631233372345,8.912290336632795
ratio_beta_alpha,0.021504742325039943,8.748789586746872
energy_ratio,0.021213949965397116,8.630486324634012
spectral_entropy,0.018763047430202597,7.633383906295619
rel_alpha,0.01858896912566647,7.562563506079482
psd_delta,0.017706895940293184,7.2037090458725
alpha_peak_freq,0.01720928158065422,7.001264242674097
psd_gamma_low,0.017048588755619414,6.935889466586105
dyn_conn_variance,0.016800814777282177,6.835087403079416
psd_beta,0.016004933493438542,6.511298455361114
microstate_var,0.015175453790985208,6.173840639147631
psd_theta,0.01497685908671174,6.0930462146216655
psd_alpha,0.013516162266190056,5.498789890150657
kurtosis,0.013134635162288457,5.343572947616573
spectral_edge,0.012205932901201085,4.965748347433906
ptp,0.011866304113973464,4.827576926816759
higuchi_fd,0.01097707766295332,4.465812298468418
ind_alpha_power,0.009975632355705453,4.05839359317452
variance,0.009936528920794786,4.042485114989495
hjorth_activity,0.009934995411453583,4.041861236295544
energy,0.009753429163610565,3.967994510788023
perm_entropy,0.009308892488381538,3.787143339619034
sample_entropy,0.009250166145433647,3.763251659826527
std,0.008336673799961891,3.3916149204115884
total_power,0.0073176796435175575,2.9770568043408097
