feature,f_value,p_value,importance
wavelet_complexity,212.0774666681663,2.503168646894283e-46,100.0
lempel_ziv,59.88225474265468,2.801185078784805e-20,28.236028882951217
dfa,13.482572245925073,3.7720638736089044e-06,6.357380846604041
hjorth_complexity,13.252828682703923,4.596663587928897e-06,6.24905082605517
hjorth_mobility,12.774673848347815,6.947193887062109e-06,6.023588478796813
psd_gamma_high,10.606711300643708,4.640014532483273e-05,5.001338174809412
ratio_theta_alpha,8.156733118042983,0.00041874091956887197,3.8461102191519823
alpha_peak_freq,6.753499714956538,0.0015165868369756326,3.184449447202995
spectral_entropy,6.17652637921313,0.0025896153459092344,2.912391625687149
rel_alpha,6.171771968146721,0.0026010955546338357,2.910149798141251
ratio_beta_alpha,5.544266858961618,0.004673169518991213,2.6142649410446936
zcr,4.14482153969136,0.01752610068690523,1.9543903483988172
psd_alpha,3.7011945112543736,0.026767316000300037,1.7452087529155393
variance,3.5168252897309524,0.03193886407412958,1.658273905748631
hjorth_activity,3.5168252897309524,0.03193886407412958,1.658273905748631
energy,3.512622434683056,0.03206787326978813,1.6562921511030644
std,3.3244983254486593,0.038416756207926,1.5675867774535617
microstate_var,3.302598384395641,0.039234169386331307,1.5572603899324937
sample_entropy,2.9676058957572033,0.054178104792153285,1.3993027842041144
spectral_edge,2.7533673761821684,0.06664207996291611,1.2982837919741428
ptp,2.4143082206326127,0.09258241348180636,1.138408647822183
psd_delta,2.219775159305645,0.11186782854693153,1.0466812878234188
skewness,2.076465100138383,0.12863660032027757,0.9791068955889547
psd_beta,1.9943340442561754,0.13937176488813346,0.9403799826488276
psd_gamma_low,1.9490700283945663,0.1456712563658571,0.9190368307464933
phase_locking_value,1.6600258111786157,0.1932935244962964,0.7827450210804469
kurtosis,1.3975407570826153,0.25011469938154407,0.658976542410949
ind_alpha_power,1.2604387935537744,0.2862449882840694,0.5943294275228022
dyn_conn_variance,1.0134215234622495,0.36522281901389714,0.47785440828936887
perm_entropy,0.844769544982408,0.43150603578461544,0.39833064693487846
higuchi_fd,0.7988495547687635,0.45157820854922903,0.37667818619255233
signal_coherence,0.6758111191470584,0.5101460921060077,0.318662387741781
psd_theta,0.6032093044078529,0.5482549988063465,0.28442875798383777
energy_ratio,0.4703053974922553,0.6256463884700052,0.22176113515545406
total_power,0.4393123985179272,0.6452310138273729,0.20714713610065477
mean,0.4019561285361949,0.6696633918121744,0.18953269050744
median,0.10225479198767913,0.9028566612274702,0.04821577397832431
