feature,f_value,p_value,importance
energy_ratio,6.924852965353284,0.0012946321537317216,100.0
spectral_edge,4.212864535281014,0.016427037994605726,60.836880672542726
ratio_theta_alpha,3.1867909192599604,0.043858704564370306,46.01961854214446
lempel_ziv,2.8538301739802336,0.06047168404630668,41.21141904757598
zcr,2.485742295637335,0.08637733715768389,35.89595776363925
psd_gamma_low,2.298927025645163,0.10357293782757554,33.19820705431944
hjorth_complexity,2.0016342158184046,0.13838191655278223,28.905078935727087
dfa,1.965737100765812,0.1433188146163597,28.386698036779563
spectral_entropy,1.961543418710336,0.14390707911734585,28.326138165307086
higuchi_fd,1.905319222607304,0.15203405384253274,27.51421917750568
psd_delta,1.881515401284268,0.1556133340612308,27.170474386935652
hjorth_mobility,1.85255773309204,0.16008279335541814,26.75230423462902
microstate_var,1.7665741550183103,0.174134715972352,25.510637754431876
rel_alpha,1.4825592588197363,0.23006448815156322,21.409252531964786
wavelet_complexity,1.4110564173147717,0.2468128014167277,20.37669860103353
perm_entropy,1.3513183141941594,0.26174863071607224,19.51403619622152
ratio_beta_alpha,1.3124443391005391,0.27195618884459777,18.95266723592567
ptp,1.303881479992691,0.2742582509513311,18.829013215389928
variance,1.1998816125313587,0.3038443386800528,17.327178187532024
hjorth_activity,1.1998816125313587,0.3038443386800528,17.327178187532024
energy,1.097162897878426,0.33623956313964626,15.843843954056464
ind_alpha_power,1.0206156047849173,0.362636572157185,14.738444410174544
signal_coherence,0.905815675430095,0.4062124266931715,13.08064849841737
std,0.7681340983037159,0.465529318482767,11.092424664420701
phase_locking_value,0.7532503519429,0.4724457105260228,10.877492355600817
psd_gamma_high,0.6854478822959642,0.5052933895207505,9.898374531927622
median,0.6755240619863636,0.5102913642784199,9.755067224765263
skewness,0.6720533957324539,0.5120510953010141,9.704948236372669
dyn_conn_variance,0.47304166544550175,0.6239464977484542,6.831071617148317
sample_entropy,0.429671104054674,0.6514490553760144,6.204768624033211
psd_alpha,0.39366085894498093,0.6752146553663183,5.684754043364697
kurtosis,0.38739683891576254,0.6794374362367496,5.594296959863303
psd_theta,0.31172563232416134,0.7326126326865448,4.501548753219746
mean,0.29439448509139254,0.7453730333338732,4.251274165160177
total_power,0.27083113816144677,0.7630836915632958,3.9110020027353727
psd_beta,0.19605541734821103,0.8221578836182127,2.831185273234302
alpha_peak_freq,0.024875621888459275,0.9754348841917081,0.3592223836797407
