feature,mutual_info,importance
zcr,0.1340111493130125,100.0
psd_theta,0.10059962019567692,75.06809747650503
rel_alpha,0.07411839030254797,55.30762976252682
ratio_theta_alpha,0.06348023364591504,47.36936737826418
phase_locking_value,0.06285339478857122,46.90161610491325
lempel_ziv,0.05727080483222924,42.73585080481676
ratio_beta_alpha,0.05449883830551139,40.66739117222058
psd_beta,0.052396332043431304,39.09848718709826
energy,0.04799149021875304,35.811565280033804
hjorth_complexity,0.04752727284968805,35.465163229574024
energy_ratio,0.04459127302040944,33.27430086899465
variance,0.03884951203920206,28.989761104473843
hjorth_activity,0.03884951203920206,28.989761104473843
std,0.03745131254143308,27.946415453804747
sample_entropy,0.037063864080676634,27.657298867056078
higuchi_fd,0.025548927513999953,19.06477755393681
hjorth_mobility,0.025163685646243827,18.777307541381134
microstate_var,0.023831081377314156,17.78290948139802
signal_coherence,0.021105486252785077,15.749052493750781
psd_gamma_low,0.014325854052338105,10.69004640716641
psd_alpha,0.011771552911126637,8.784010115181974
dyn_conn_variance,0.01052049043986969,7.8504590803088865
dfa,0.009116333735057047,6.802668122608101
mean,0.0032080687325457546,2.3938819635466335
median,0.0,0.0
skewness,0.0,0.0
kurtosis,0.0,0.0
ptp,0.0,0.0
psd_delta,0.0,0.0
perm_entropy,0.0,0.0
spectral_edge,0.0,0.0
total_power,0.0,0.0
spectral_entropy,0.0,0.0
ind_alpha_power,0.0,0.0
alpha_peak_freq,0.0,0.0
wavelet_complexity,0.0,0.0
psd_gamma_high,0.0,0.0
