feature,f_score,p_value,selected
skewness,30.287827222097807,4.583691690330806e-07,False
psd_gamma_low,22.23805577034546,1.0364410736571243e-05,True
signal_coherence,20.63154153942587,1.998682804016201e-05,False
kurtosis,19.364558344682983,3.3851538192289e-05,False
mean,19.157209084541137,3.692911938531549e-05,False
wavelet_complexity,15.25255446528726,0.0001987018375996887,False
std,15.19704238439863,0.00020364365024506305,False
sample_entropy,14.335791677360994,0.000298865439583812,False
ptp,13.969012395335026,0.0003524170968103056,False
hjorth_activity,13.158488314764897,0.0005088910895466985,False
variance,13.158488314764897,0.0005088910895466985,False
energy,12.818904303391308,0.0005943775975772233,False
hjorth_mobility,12.262314023222574,0.0007680103259508422,True
perm_entropy,11.712963539554753,0.0009912757736133166,True
hjorth_complexity,10.14886208598703,0.002076697481612986,False
dfa,9.917475781233735,0.0023208121032720574,False
zcr,9.187687359485112,0.0033055289728653654,True
energy_ratio,8.514737925331998,0.004600691847492372,False
spectral_edge,8.48081264108351,0.004678573753003319,True
lempel_ziv,7.276995537065323,0.008556375130069396,True
higuchi_fd,6.755083237110088,0.011174642919285235,True
psd_gamma_high,4.370241563622972,0.03982897775036114,False
median,4.0248280080183765,0.04830174141459413,False
spectral_entropy,3.435065140605587,0.06760744279931538,True
psd_delta,3.2364631546857843,0.07588389507153225,False
phase_locking_value,1.584547646489177,0.21186134506424792,False
ratio_beta_alpha,1.137190505865058,0.28953647089463247,True
total_power,0.6622490579074114,0.4182444380685765,False
rel_alpha,0.5440534540810327,0.46297089234078737,False
ratio_theta_alpha,0.510256961133022,0.4771599504614036,False
alpha_peak_freq,0.5019407558733413,0.48076062211855375,False
psd_beta,0.4933740361577253,0.48451701036424477,True
microstate_var,0.2575801861815274,0.6132195750643266,False
psd_theta,0.09197168822392225,0.762492779522846,False
dyn_conn_variance,0.03231620989594754,0.8578016088166616,False
ind_alpha_power,0.0028768852947190413,0.9573618315532112,False
psd_alpha,0.0025170543051280677,0.9601149693827106,False
