feature,f_score,p_value,selected
dfa,23.03141572855512,3.856958343457658e-06,True
microstate_var,14.263344503322353,0.00022962638802441585,True
skewness,13.91474729932215,0.0002719380384368103,True
mean,10.013923500326754,0.0018861203987237854,True
ratio_beta_alpha,9.929680406680754,0.0019686632781073365,True
ratio_theta_alpha,9.864443970331276,0.0020351241872401996,True
energy_ratio,7.9406084778534405,0.005494792750406949,True
median,6.645382760819741,0.010917683076790785,True
rel_alpha,6.134328310884122,0.01438390652656695,True
hjorth_complexity,5.611928602881037,0.01912962538615656,True
ind_alpha_power,5.404913042971802,0.021439492940306473,True
perm_entropy,5.044529667767504,0.026184698609896688,True
spectral_entropy,4.472076785307854,0.03612870293925407,True
phase_locking_value,3.9193331679615913,0.04958853722471644,True
psd_gamma_high,3.7248479282756843,0.055521141814710066,True
hjorth_mobility,3.6188083886418476,0.059072320775802975,True
higuchi_fd,3.527381300265394,0.06233028116417713,True
psd_alpha,3.139686126825666,0.07846625847938497,True
alpha_peak_freq,2.705826086956519,0.10210458158822376,True
total_power,1.8994914761567765,0.1702152454793558,True
wavelet_complexity,1.3837750146670242,0.24134778624178846,True
kurtosis,1.3224143527327499,0.25201400761100634,False
psd_beta,0.8860967175150944,0.34807118551217664,False
ptp,0.501167804186315,0.4801008419670031,False
zcr,0.35850237316158295,0.5502544811709077,False
psd_gamma_low,0.24038152480862765,0.6246567544660663,True
signal_coherence,0.17385030074661592,0.6773164956049659,False
sample_entropy,0.12423997383700394,0.724982073259772,False
psd_theta,0.07003462115368678,0.7916545710287632,False
std,0.0628886749420107,0.8023350011798305,False
psd_delta,0.04766090596588644,0.8274853772580927,False
spectral_edge,0.04741057127602791,0.8279318525563749,True
dyn_conn_variance,0.04431432021959722,0.8335594525476675,True
variance,0.016921756756990546,0.8966768795276843,False
hjorth_activity,0.016921756756990546,0.8966768795276843,False
energy,0.01668818197733063,0.8973884412902916,False
lempel_ziv,0.005196918133908219,0.9426278892362827,True
