feature,anova_score,mi_score,rf_score,ensemble_score,importance
psd_gamma_high,1.0,1.0,0.775138055620729,0.9100552222482916,100.0
psd_gamma_low,0.02357883364953696,0.18278739348829684,1.0,0.46190986814135016,50.75624608803428
energy_ratio,0.3664001086376313,0.1452038546836338,0.6411781444363877,0.4099524467709346,45.04698580358091
dyn_conn_variance,0.6003327015578485,0.20768301012047377,0.3008599706697561,0.3627487017713991,39.860075839708756
spectral_entropy,0.39402291195128514,0.0,0.5016833108902145,0.3188801979414713,35.039653654607655
zcr,0.0018170801759889027,0.5777112300771227,0.31694488199234644,0.300636445872872,33.0349673869405
lempel_ziv,0.12434153527364686,0.39207074099486505,0.28528739723939983,0.2690386417763135,29.562891921179624
psd_alpha,0.0031822312745063614,0.5638471187250322,0.234061177564028,0.2637332760254728,28.979920072753355
mean,0.0007723139329736037,0.559234730719593,0.2271541383967165,0.25886376875445655,28.44484185420458
hjorth_complexity,0.00015057012786221172,0.33330533849642463,0.34884485588549485,0.239574714941484,26.325294233202094
ind_alpha_power,0.01006622615488594,0.4209755663927565,0.2649618667870604,0.2352972844791169,25.85527545216596
wavelet_complexity,0.018608126317786126,0.3722626917629025,0.21826584550325315,0.20456758362550787,22.478590158531656
ratio_beta_alpha,0.006376741774901371,0.3979804088933669,0.20604428791199758,0.2037248603652795,22.38598882625795
ptp,0.004799773921070789,0.22248002652097568,0.25469452744607746,0.17006175111104493,18.686970521514876
kurtosis,0.024160499358671757,0.0,0.3377552360965743,0.14235024424623124,15.641934771227943
skewness,0.06180004283871589,0.0,0.2988102308308838,0.1380641051839683,15.17095905926246
ratio_theta_alpha,0.06712552187888438,0.0,0.2945617789748382,0.1379623681536006,15.15977984421259
hjorth_mobility,7.775485593599117e-05,0.04855987106731881,0.30157916291670384,0.135222952943658,14.85876347257144
psd_delta,1.2425646904579999e-05,0.0,0.32231113734554206,0.1289281826322882,14.167072445754567
psd_theta,0.025792092001149184,0.0,0.2910081937783091,0.1241409051116684,13.641029915193307
signal_coherence,0.028431332232232962,0.0,0.2720325641048455,0.1173424253116081,12.893989556118761
psd_beta,0.0972597203722139,0.0,0.21799359376840274,0.11637535361902526,12.787724390122165
spectral_edge,0.15440425970503358,0.05199829253145993,0.1138393706107843,0.10745651391526177,11.807691587087477
phase_locking_value,0.026224201762266763,0.0,0.2446464712346388,0.10572584902253557,11.61752017216492
microstate_var,0.06704079321423352,0.0,0.21355082455931892,0.10553256778799763,11.596281764888882
median,0.04202159577982493,0.0,0.2316125304478576,0.10525149091309052,11.565396070478744
rel_alpha,0.004031498917165175,0.0,0.2545906054292354,0.10304569184684371,11.323015277278374
dfa,0.007536301801180276,0.0,0.22925504023286203,0.0939629066334989,10.32496757739201
perm_entropy,8.779938436003896e-05,0.0,0.22054247487665596,0.08824332976597041,9.69648078585443
sample_entropy,0.03249458113364956,0.0,0.188687079362784,0.08522320608520847,9.364619201312259
total_power,0.012999776668654588,0.0,0.1793693848868325,0.07564768695532938,8.312428202811885
energy,0.06484796873216242,0.0,0.12607550281540555,0.06988459174581095,7.67915946607735
hjorth_activity,0.05601963451696703,0.0,0.12877671272985608,0.06831657544703254,7.5068604384530015
higuchi_fd,0.003710091802441743,0.0,0.16708616980813956,0.06794749546398834,7.466304659636372
variance,0.05601963451696703,0.0,0.1237199340825049,0.06629386398809206,7.284597941684578
std,0.04427819790677879,0.0,0.10624526253014914,0.0557815643840933,6.129470280527036
alpha_peak_freq,0.01024082953257317,0.0,0.10974295455357871,0.04696943068120343,5.161162700123345
