label_combination,best_model,n_samples,samples_m_et_s,samples_n_3_s,samples_p_af_s,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
m_et_s_n_3_s_p_af_s,RandomForest,225,75,75,75,0.6711111111111111,0.6714640772209699,0.6711111111111112,0.6710541710541711,0.6714640772209699,0.6711111111111111,0.6710541710541711
