index,true_label,predicted_label,channel,mean,median,variance,std,skewness,kurtosis,zcr,energy,ptp,psd_delta,psd_theta,psd_alpha,psd_beta,total_power,rel_alpha,ratio_theta_alpha,ratio_beta_alpha,spectral_edge,sample_entropy,perm_entropy,higuchi_fd,hjorth_activity,hjorth_mobility,hjorth_complexity,spectral_entropy,lempel_ziv,phase_locking_value,alpha_peak_freq,ind_alpha_power,wavelet_complexity,signal_coherence,dyn_conn_variance,psd_gamma_low,psd_gamma_high,dfa,energy_ratio,microstate_var,label,session
2,a_c_b,p_sf_b,O2,-0.5868911773659384,0.83398020248449,202.58105076286705,14.233097019372384,-1.9331104401695407,13.007871608434376,0.0750798722044728,202.925492016937,199.816280797601,5.8793369091944525,1.9758823299129973,7.276991843149229,1.3372261085615555,78.71957737394028,0.0924419577176012,0.2715246041911054,0.1837608365358357,21.484375,2.6555700285812667,0.6656729541457087,1.2652092692747456,202.58105076286705,0.2187107096232522,2.201345277330645,4.173252278640216,172,0.4959461476083985,11.23046875,8.598028038626499,8.221985101719445,0.3936818600017664,0.009612174686018,0.0574975234656285,2.539924565042676e-05,0.8740986389588054,1.842398654056265,0.1846300903676504,a_c_b,a_c_b
16,b_m_b,a_c_b,O1,0.4183905892003235,0.7269757043725432,57.4792934021817,7.581509968481325,-0.5584558099465791,1.7315481767974976,0.0889423076923077,57.65434408731311,67.16310406655752,3.8504648524403606,1.9078498676673448,3.320043478786212,0.8754435898589601,48.2209525605966,0.0688506406963673,0.5746460490224794,0.2636843750549366,26.3671875,2.0257123841140663,0.723724549223689,1.3903361111635144,57.4792934021817,0.3080798604115403,1.7725216478793056,4.561648076107821,189,0.3208386319538057,8.7890625,2.3401333998193,8.457355439550703,0.3089882857435508,0.0056885647335388,0.0721372407726065,3.997165162363995e-06,0.7841630704497241,0.8312675633196709,0.2708468161091696,b_m_b,b_m_b
17,b_m_b,a_c_b,Oz,0.0778288653695045,0.6967517763006821,68.32595429016503,8.265951505432694,-0.7888643476928648,1.9859672226462148,0.0845352564102564,68.33201162244973,65.52176920891156,5.732989943620737,2.1880943397730293,4.257832316077115,1.0552998855690143,61.97807439450505,0.06869900941057,0.5138986642360295,0.2478490948514613,24.4140625,2.1121448493330006,0.7048278752864418,1.3309187654333414,68.32595429016503,0.2994869680694186,1.7189755284265444,4.525176159082378,172,0.2903183273672376,11.23046875,4.008012187893452,8.483687820890909,0.3187868035249726,0.005403516019847,0.0609861386689171,1.0121422655458777e-05,0.7902889027567931,1.0719185752120457,0.2529179555079444,b_m_b,b_m_b
80,p_sf_b,a_c_b,O1,-0.241016963954448,0.4240209687511491,62.21823926613874,7.8878539075048,-0.6001970406984156,1.2655839245573155,0.0860623003194888,62.27632844305256,67.42351639647555,4.820057983990042,1.5232569797118962,3.278825430522799,0.996653259213336,51.60826225874895,0.0635329555194808,0.4645739799172588,0.3039665515386778,23.4375,2.065324096287645,0.7040629579802701,1.3400667778282604,62.21823926613874,0.2907162860949933,1.7645731952591066,4.456856118368109,178,0.3714440858806775,11.23046875,4.175740288553789,8.49703996083705,0.3011976158090605,0.0071197729528556,0.0619451288708847,2.838506187070293e-06,0.774908077873039,0.9267609524347936,0.2522623257483099,p_sf_b,p_sf_b
81,p_sf_b,a_c_b,Oz,-0.4804613870540812,0.1217345907368775,86.96973878837521,9.3257567407892,-0.6337659911969464,1.9283627309818323,0.0838658146964856,87.20058193282514,94.36320155026765,5.582969164914999,2.519370566047181,4.208915446613234,1.1828007248877976,64.95246459336703,0.0647999344284011,0.5985795148425779,0.2810226862218284,23.4375,2.232780114075231,0.6956554289065551,1.3067095378413185,86.96973878837521,0.2793805728342645,1.7812471295901562,4.492159793050695,182,0.3235629413797347,11.23046875,5.5968528302294205,8.447973474634157,0.3397866907093901,0.0077488418356211,0.0659483625894837,1.6087151871286414e-05,0.777896495336791,0.6653229311556592,0.2417196714062675,p_sf_b,p_sf_b
82,p_sf_b,a_c_b,O2,-1.071513648584694,0.1842968040535168,124.4107427404445,11.153956371639818,-0.9432693574846072,2.594463974419117,0.079073482428115,125.55888423954778,103.67494401451384,5.300028913374988,2.1474597730239333,7.445700226410905,1.362685503206612,78.80106579558331,0.0944873035819805,0.2884160935470654,0.1830164338839458,22.4609375,2.4117942665144745,0.663786153912803,1.2538148280520056,124.4107427404445,0.2612789360250578,1.7708668900265632,4.282005308392395,171,0.4392104044991013,11.71875,11.18795416492834,8.383707557524854,0.3908447032309672,0.0111059718571192,0.0728086983444462,3.2971035965724004e-05,0.796503503042609,0.8216119430962445,0.2173346020002155,p_sf_b,p_sf_b
3,a_c_b,p_sf_b,PO3,-0.4229557885284662,1.0156409371949393,143.11311163792575,11.962989243409265,-1.7474454542596558,8.334626245344358,0.0724840255591054,143.29200323697552,125.90712988046933,10.869498678938925,2.5574563667400976,4.037661936083127,1.2124255419859344,80.81262900385647,0.0499632543310828,0.6334003210831084,0.3002791123127286,20.5078125,2.4818176540417665,0.6931809992058103,1.3012053844871867,143.11311163792575,0.2209394153407888,2.2193879220373725,3.907872148456647,176,0.3499786327620239,11.23046875,5.908479613144246,8.366376144938348,0.3756921846591865,0.0110277349657043,0.0459668089101668,1.1822975517092867e-05,0.8529393373811592,2.08271807062047,0.2511893528453424,a_c_b,a_c_b
4,a_c_b,p_sf_b,PO4,-0.6679029067191745,0.4153695793633964,125.93000284622622,11.2218538061332,-0.5924526098499326,0.7562864045315334,0.0752795527156549,126.37609713903014,94.67213951986552,9.649056016988515,2.9436565941307884,9.380233322634815,1.8038554630783623,110.7121260534385,0.0847263407994456,0.3138148586376468,0.1923039013033502,21.484375,2.417863109818615,0.6679452656634698,1.2494219879983917,125.93000284622622,0.2757125410293151,1.6488416462681763,4.268249943833882,158,0.4236652749969519,11.23046875,10.715744003574974,8.487983273006689,0.3736238076671855,0.0133765296734596,0.0674994112315244,2.563440947161837e-05,0.7123672908305526,1.204197371987905,0.2059781662481735,a_c_b,a_c_b
5,a_c_b,p_sf_b,TP7,-0.5783121695921999,0.4883181865981154,120.11102139510908,10.959517388786292,-2.5914000985733305,17.01994038212911,0.0694888178913738,120.4454663606075,158.657913540568,4.285948245160222,1.3671807482557687,1.4793625105170871,0.6757282407973808,36.40712610492495,0.0406338722329683,0.924168848768442,0.456769882968841,23.4375,2.394208246689611,0.7206774773563928,1.3746999971666478,120.11102139510908,0.2057612546686631,2.568641626178165,3.990089529746023,155,0.2226487148261383,12.20703125,2.1415253902194893,8.248713873280053,0.3252254133876753,0.0097789220034394,0.0364662864950348,8.679860238241274e-06,0.9343663353840388,2.0163386190375703,0.314258175607271,a_c_b,a_c_b
18,b_m_b,a_c_b,O2,-0.2074620957620574,1.0034937161440212,91.61505193598934,9.571575206620349,-1.085076226631161,2.9132206053108867,0.0815304487179487,91.65809245716734,85.27252328501012,5.700005501137968,2.421679334551399,8.053456520979148,1.2262138069878823,81.07240845131798,0.0993365890420666,0.3007006157223245,0.1522593191871852,23.4375,2.258797790323412,0.6728963990680185,1.267125982628962,91.61505193598934,0.2966240664761158,1.6088362862571033,4.366568270578763,181,0.4367551214582496,11.23046875,11.634900311949,8.408520704279038,0.3607214025440639,0.011075167053136,0.0505672133165547,1.3417483327489614e-05,0.7135028047632905,1.2761555641966105,0.2139800051417619,b_m_b,b_m_b
