feature,anova_score,mi_score,rf_score,ensemble_score,importance
energy_ratio,1.0,0.3327430086899465,1.0,0.799822902606984,100.0
zcr,0.3589595776363925,1.0,0.4010271098163486,0.5680987172174572,71.02806325822466
ratio_theta_alpha,0.4601961854214446,0.4736936737826418,0.4838172869003503,0.4736938725213661,59.224844772184426
psd_theta,0.04501548753219746,0.7506809747650504,0.4724133904226309,0.4276742948582267,53.471123853073365
psd_gamma_low,0.3319820705431944,0.10690046407166409,0.7380201866321059,0.4268728350372999,53.37091919297742
rel_alpha,0.21409252531964784,0.5530762976252682,0.4206920803958025,0.3984274790417958,49.81446239450518
lempel_ziv,0.4121141904757598,0.42735850804816755,0.2738028507579435,0.36136294986035555,45.180370389808864
hjorth_complexity,0.28905078935727085,0.35465163229574026,0.41493804603500195,0.3590859449099041,44.89568174898229
phase_locking_value,0.10877492355600817,0.4690161610491325,0.46268558701661566,0.3584115601881885,44.811364993420845
dfa,0.2838669803677956,0.068026681226081,0.5243864799275202,0.3153226904491711,39.42406367977112
hjorth_mobility,0.2675230423462902,0.18777307541381133,0.4393599257134872,0.31233280561342536,39.05024532248223
ratio_beta_alpha,0.1895266723592567,0.40667391172220585,0.32970551585492586,0.3107423815664091,38.85139829749303
signal_coherence,0.1308064849841737,0.15749052493750781,0.5265815780022511,0.29712173417740495,37.14844038710958
higuchi_fd,0.2751421917750568,0.1906477755393681,0.35990789532728473,0.2837001483252414,35.47037067837574
spectral_edge,0.6083688067254273,0.0,0.22912114785399965,0.27415910115922804,34.27747570938763
variance,0.17327178187532025,0.28989761104473843,0.3343920260606812,0.27270762830029005,34.09600142874289
energy,0.15843843954056464,0.358115652800338,0.2739588049201145,0.2645497496703166,33.0760408095379
psd_delta,0.2717047438693565,0.0,0.4498494812173869,0.26145121564776175,32.688638296749716
psd_beta,0.028311852732343018,0.3909848718709826,0.33623293990395153,0.2602821933425783,32.542478152876235
microstate_var,0.25510637754431875,0.17782909481398018,0.32476481773273513,0.25978656880058376,32.480511367431724
wavelet_complexity,0.20376698601033533,0.0,0.43056472991311084,0.23335598776834493,29.175957203492477
spectral_entropy,0.28326138165307085,0.0,0.36929351355550116,0.23269581991812172,29.093417950356383
psd_gamma_high,0.09898374531927623,0.0,0.5000165576870395,0.22970174667059864,28.719075925670165
std,0.11092424664420701,0.27946415453804746,0.25813851618771433,0.2203719268297621,27.55259021859345
median,0.09755067224765263,0.0,0.476102897347259,0.2197063606131994,27.46937602025113
hjorth_activity,0.17327178187532025,0.28989761104473843,0.19437452542039288,0.21670062804417475,27.093576257675238
ptp,0.18829013215389928,0.0,0.3878577954746095,0.2116301578360136,26.459627143235753
dyn_conn_variance,0.06831071617148317,0.07850459080308886,0.40381409556708653,0.20557023031920624,25.70196847941714
sample_entropy,0.06204768624033211,0.2765729886705608,0.22532847926792876,0.19171759418043938,23.970005554422755
perm_entropy,0.1951403619622152,0.0,0.3303541990614174,0.1906837882132315,23.84075119525922
psd_alpha,0.05684754043364697,0.08784010115181974,0.34988671117024217,0.18336097694373688,22.92519710877004
kurtosis,0.055942969598633034,0.0,0.4163135443581671,0.18330830862285674,22.91861211092758
skewness,0.0970494823637267,0.0,0.36956710004262516,0.17694168472616809,22.122607911005705
mean,0.042512741651601765,0.023938819635466336,0.3868930212431571,0.17469267688338327,21.841419683530063
ind_alpha_power,0.14738444410174545,0.0,0.29986943098556074,0.16416310562474792,20.524931842995024
total_power,0.039110020027353726,0.0,0.32047995063600254,0.13992498626260713,17.494496069883525
alpha_peak_freq,0.003592223836797407,0.0,0.21986481861444784,0.08902359459681837,11.130413283571935
