label_combination,best_model,n_samples,samples_m_et_s,samples_n_3_s,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,precision_m_et_s,recall_m_et_s,f1_m_et_s,precision_n_3_s,recall_n_3_s,f1_n_3_s,samples_p_af_s,precision_p_af_s,recall_p_af_s,f1_p_af_s
m_et_s_n_3_s,RandomForest,64,32.0,32.0,0.609375,0.6121121121121121,0.609375,0.6069761729304839,0.6121121121121121,0.609375,0.6069761729304839,0.6296296296296297,0.53125,0.576271186440678,0.5945945945945946,0.6875,0.6376811594202898,,,,
m_et_s_p_af_s,SVM,64,32.0,,0.640625,0.6527041357370096,0.640625,0.6333748443337484,0.6527041357370096,0.640625,0.6333748443337484,0.6956521739130435,0.5,0.5818181818181818,,,,32.0,0.6097560975609756,0.78125,0.684931506849315
n_3_s_p_af_s,RandomForest,64,,32.0,0.71875,0.7333333333333334,0.71875,0.7142857142857143,0.7333333333333334,0.71875,0.7142857142857143,,,,0.7916666666666666,0.59375,0.6785714285714286,32.0,0.675,0.84375,0.75
