channel,mean,median,variance,std,skewness,kurtosis,zcr,energy,ptp,psd_delta,psd_theta,psd_alpha,psd_beta,total_power,rel_alpha,ratio_theta_alpha,ratio_beta_alpha,spectral_edge,sample_entropy,perm_entropy,higuchi_fd,hjorth_activity,hjorth_mobility,hjorth_complexity,spectral_entropy,lempel_ziv,phase_locking_value,alpha_peak_freq,ind_alpha_power,wavelet_complexity,signal_coherence,dyn_conn_variance,psd_gamma_low,psd_gamma_high,dfa,energy_ratio,microstate_var,label,session
O1,-0.4717425069548127,-0.0164719787801138,49.74643135404018,7.053115010691388,-0.1562115251357068,0.4067222509037278,0.0852635782747603,49.9689723469082,53.27242185928759,3.2757380291870244,1.0154122851299654,1.454286397855785,0.5399029510796024,29.42426193893692,0.0494247366637033,0.6982203000915774,0.371249398932453,25.390625,1.9534693647415216,0.7127559322865055,1.375706856130173,49.74643135404018,0.2560652609966383,2.1166428643466664,4.174507919144085,186,0.2920593304619336,11.71875,2.043566010914565,8.523049333072938,0.3416555033209817,0.0112449865960345,0.0531099151434262,4.488299682914031e-06,0.8605407752244318,1.6013289733565057,0.2601276883539788,m_et_s,m_et_s
Oz,-1.2438551031537737,-0.4670946220391458,101.9617251557284,10.097609873416996,-3.059725136198665,18.25916220232409,0.0850638977635782,103.50890067337008,121.81640113556428,2.549918310883175,0.9892945567917816,1.7493712188642685,0.6315284713607,29.971930519766325,0.0583669849931944,0.5655143666042787,0.3610031218935353,24.4140625,2.31229874965565,0.7074648442167757,1.364581153007746,101.9617251557284,0.2095726078988824,2.5058773864501185,3.86094667872659,185,0.2564788170290114,11.71875,2.9773700948321187,8.333779887120384,0.3320358995172422,0.0065872495685127,0.0420513025025501,2.768228732084188e-05,0.959994554697874,0.377072143364174,0.2701450766082219,m_et_s,m_et_s
O2,-0.6625470314655508,-0.4738239148876698,68.71224525601168,8.28928496651018,-0.5000026929336893,1.1792419364530504,0.0746805111821086,69.15121382491549,65.47843106939479,2.818813761021032,0.9959881512952808,2.947787689629876,0.7276607770121672,37.32943863298274,0.0789668368338476,0.3378764877806844,0.2468497916495242,24.4140625,2.1149637129073597,0.7099487594778721,1.3335953944977192,68.71224525601168,0.2554356513987577,1.960347585527604,4.236014630127911,167,0.3747673730393481,11.71875,6.4811774334878764,8.457219146423801,0.3340731924507308,0.0055349683669681,0.051691125614032,1.6208247253930442e-05,0.8873859034682818,1.206994144701351,0.2444900116660989,m_et_s,m_et_s
PO3,-0.2580751364325961,-0.1156575666408898,62.02683646635042,7.875711806963889,-0.2115431134088028,0.6817835635620937,0.0782747603833865,62.09343924239513,60.339210770220696,4.115159955229657,1.3775757842676772,2.606022504485903,0.6774142039189941,40.47332869124519,0.0643886378697982,0.5286123899146585,0.2599418089264081,22.4609375,2.0637835688255186,0.7007513437515335,1.31491877884388,62.02683646635042,0.2478766339787466,2.008579127222492,4.184245475928718,174,0.2688931137737822,11.71875,3.131670425923596,8.516450465500387,0.3088558696895581,0.0106759881972169,0.0435967192503941,8.191743537440881e-06,0.8831645152018113,1.5732608210615278,0.2709735902822722,m_et_s,m_et_s
PO4,-1.3774745227143508,-0.0952165811150677,153.71862730341874,12.398331633869889,-2.503278948187929,14.170493021802947,0.0812699680511182,155.61606336414587,145.0042716712477,7.557863965219584,2.056916785804278,4.820605052798513,0.9782277511334992,67.79177877047287,0.0711089919785104,0.426692658551269,0.2029263423199557,21.484375,2.517561917911324,0.6971832928352811,1.3089217520419971,153.71862730341874,0.2132653492238761,2.277293299581555,4.000715701245573,181,0.3174428948576525,11.71875,9.504761396509313,8.312569940214324,0.3054564826665376,0.0055872284338339,0.0589583780394087,4.48488316669415e-05,0.9065666905162916,0.5321705781353269,0.2523481371376759,m_et_s,m_et_s
TP7,-0.0586105508967956,0.1013198298417989,33.1572709603966,5.758235056021645,-0.1516215777694897,0.1337749550268796,0.0748801916932907,33.16070615707304,39.86575116903117,3.429756875584372,1.0200426373699154,0.5916231958326854,0.3240455784162033,22.56875437105518,0.0262142600387131,1.7241424010332238,0.5477229099513625,23.4375,1.7506310138857089,0.7163573226771217,1.3710529131396996,33.1572709603966,0.2457884162796831,2.2097338277212777,3.9527612792449927,165,0.2784665250795816,9.765625,0.7698198310741784,8.53714746269493,0.3259309137167487,0.0086074695932349,0.030020109621395,4.440589946857435e-06,0.8790027214926375,0.9706699245334774,0.2694416041693351,m_et_s,m_et_s
TP8,-0.9234388707653648,-0.2136788736049812,201.7206336057566,14.202838927684724,-1.5653602446201749,8.340276786633071,0.0547124600638977,202.57337295379705,164.35053132915948,12.43495701308481,2.636559589276928,2.5337032349271995,0.9579442621842832,75.22891905538802,0.0336799101561161,1.0405952650380872,0.3780806879744176,21.484375,2.6534418691168598,0.7113204106468738,1.3413928070335277,201.7206336057566,0.1870663514859429,2.7837581018854385,3.8117899272023488,137,0.3151930951874291,11.71875,2.6625017520177496,8.340675391086014,0.3282122633281113,0.00959585679493,0.0604593171755534,5.621195547764405e-05,1.039740811626963,0.5182073376050123,0.2896956157700081,m_et_s,m_et_s
Fz,0.276972985385703,0.3966931569174519,70.6672592543379,8.406382054982863,-0.1678292610220438,0.983883575466618,0.0746805111821086,70.74397328897139,71.57540078436651,5.746993608507432,2.4760271711844686,2.832339837048323,0.7897574619159037,52.69008317293972,0.0537547042344192,0.8741984767494639,0.2788357002876239,22.4609375,2.128991185833564,0.7000490319833168,1.3162160968576684,70.6672592543379,0.2503733109408724,1.9623926895767931,4.329992882546527,167,0.2715554724626295,11.71875,2.615614678805338,8.50479747100393,0.3355012894827395,0.0090632046173086,0.0416527919974272,1.1878508053955652e-05,0.8206824128618095,1.1299012047653365,0.2855073817519574,m_et_s,m_et_s
O1,-0.2790516628468447,0.3845194944811507,69.98976249952874,8.365988435297334,-0.955868660418499,4.5282557003029655,0.09564696485623,70.06763233006633,89.17048488685025,2.8198839664915893,1.184170747411721,4.143547817211426,0.6876046186153982,42.147409293044525,0.0983108543730877,0.2857866735585684,0.1659458630498321,26.3671875,2.124174490685479,0.715823059199967,1.3627097870148577,69.98976249952874,0.2653204718084327,2.0169451248570778,4.300640290272826,198,0.3808872793881087,11.71875,3.884083698129908,8.448205545036489,0.2915456956041201,0.012709267879075,0.0616451474018018,1.459286063795633e-05,0.851286306595225,0.8852794122841214,0.2096603529173312,m_et_s,m_et_s
Oz,-0.4658867570410292,-0.051460391993828,72.77744622614011,8.530969829165974,-1.0147919445296794,4.701187171681022,0.0962460063897763,72.99449669652633,89.58893071873042,3.676130463787039,1.4697417796640149,4.246247614994857,0.7214293486937994,46.878077246485006,0.0905806693535675,0.3461271958031574,0.1698980874657902,26.3671875,2.143703051320371,0.7084587919279722,1.353790810766036,72.77744622614011,0.2770852989828905,1.9012926185226853,4.360619529105893,195,0.4198973232780786,11.71875,4.6263063733552094,8.43388194166299,0.3321080776715654,0.0111328106773636,0.0536247851249686,1.9393130586059604e-05,0.7963521429353767,0.8407941132034695,0.2151270013704832,m_et_s,m_et_s
